"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_ES3",10,307,321.123951385195,"mid","no flankers","mid",Inf,1,1
"Exp5_ES3",10,8,359,"mid","no flankers","mid",Inf,2,2
"Exp5_ES3",8,240,239.274737718419,"far","far","far",1.25,1,3
"Exp5_ES3",1,19,23.5298931947457,"mid","mid","mid",2.5,1,4
"Exp5_ES3",5,335,346.237915353767,"near","near","near",1.25,1,5
"Exp5_ES3",10,166,172.640135859557,"mid","no flankers","mid",Inf,3,6
"Exp5_ES3",3,28,28.6450873675165,"mid","mid","mid",0.625,1,7
"Exp5_ES3",8,146,163.366491513893,"far","far","far",1.25,2,8
"Exp5_ES3",4,121,112.585863649384,"near","near","near",2.5,1,9
"Exp5_ES3",1,175,164.70925236322,"mid","mid","mid",2.5,2,10
"Exp5_ES3",2,43,46.0367475549372,"mid","mid","mid",1.25,1,11
"Exp5_ES3",11,226,247.874301775995,"near","no flankers","near",Inf,1,12
"Exp5_ES3",2,22,35.5298931947457,"mid","mid","mid",1.25,2,13
"Exp5_ES3",4,202,216.353534087654,"near","near","near",2.5,2,14
"Exp5_ES3",2,68,57.424029136146,"mid","mid","mid",1.25,3,15
"Exp5_ES3",6,153,143.859728587797,"near","near","near",0.625,1,16
"Exp5_ES3",2,163,129.336252404141,"mid","mid","mid",1.25,4,17
"Exp5_ES3",8,42,43.8044972787166,"far","far","far",1.25,3,18
"Exp5_ES3",6,252,246.298517616729,"near","near","near",0.625,2,19
"Exp5_ES3",10,116,130.718582477391,"mid","no flankers","mid",Inf,4,20
"Exp5_ES3",7,186,179.405247421942,"far","far","far",2.5,1,21
"Exp5_ES3",1,286,304.990669885829,"mid","mid","mid",2.5,3,22
"Exp5_ES3",8,143,97.9749624033229,"far","far","far",1.25,4,23
"Exp5_ES3",9,84,94.614992122601,"far","far","far",0.625,1,24
"Exp5_ES3",9,100,110.062593991693,"far","far","far",0.625,2,25
"Exp5_ES3",11,92,93.4747386135778,"near","no flankers","near",Inf,2,26
"Exp5_ES3",12,200,213.203223467488,"far","no flankers","far",Inf,1,27
"Exp5_ES3",5,59,56.3815883700945,"near","near","near",1.25,2,28
"Exp5_ES3",5,3,350.428709538814,"near","near","near",1.25,3,29
"Exp5_ES3",7,334,330.41124498711,"far","far","far",2.5,2,30
"Exp5_ES3",9,353,57.3349326840447,"far","far","far",0.625,3,31
"Exp5_ES3",6,298,318.939397737038,"near","near","near",0.625,3,32
"Exp5_ES3",5,128,146.888874964194,"near","near","near",1.25,4,33
"Exp5_ES3",8,270,337.385007877399,"far","far","far",1.25,5,34
"Exp5_ES3",7,230,236.738980592953,"far","far","far",2.5,3,35
"Exp5_ES3",1,211,211.838728158121,"mid","mid","mid",2.5,4,36
"Exp5_ES3",8,165,241.506597321684,"far","far","far",1.25,6,37
"Exp5_ES3",2,270,236.455825183124,"mid","mid","mid",1.25,5,38
"Exp5_ES3",12,127,138.526836866227,"far","no flankers","far",Inf,2,39
"Exp5_ES3",4,249,231.754189344028,"near","near","near",2.5,3,40
"Exp5_ES3",12,78,87.5381561515325,"far","no flankers","far",Inf,3,41
"Exp5_ES3",12,79,83.6197901747351,"far","no flankers","far",Inf,4,42
"Exp5_ES3",3,84,85.3592912386954,"mid","mid","mid",0.625,2,43
"Exp5_ES3",12,82,86.1066716198797,"far","no flankers","far",Inf,5,44
"Exp5_ES3",4,317,324.874301775995,"near","near","near",2.5,4,45
"Exp5_ES3",6,172,180.125698224005,"near","near","near",0.625,4,46
"Exp5_ES3",7,321,324.775337474936,"far","far","far",2.5,4,47
"Exp5_ES3",2,256,240.516184474363,"mid","mid","mid",1.25,6,48
"Exp5_ES3",7,80,77.9886807146949,"far","far","far",2.5,5,49
"Exp5_ES3",10,3,359.354339730736,"mid","no flankers","mid",Inf,5,50
"Exp5_ES3",6,20,359,"near","near","near",0.625,5,51
"Exp5_ES3",6,209,241.847339587511,"near","near","near",0.625,6,52
"Exp5_ES3",5,249,239.711561873389,"near","near","near",1.25,5,53
"Exp5_ES3",7,138,131.131709216557,"far","far","far",2.5,6,54
"Exp5_ES3",2,48,51.151941727708,"mid","mid","mid",1.25,7,55
"Exp5_ES3",9,108,78.93500698224,"far","far","far",0.625,4,56
"Exp5_ES3",9,293,223.657346569751,"far","far","far",0.625,5,57
"Exp5_ES3",6,100,44.0179747923231,"near","near","near",0.625,7,58
"Exp5_ES3",1,23,26.5990096984081,"mid","mid","mid",2.5,5,59
"Exp5_ES3",1,81,85.5990096984082,"mid","mid","mid",2.5,6,60
"Exp5_ES3",11,175,186.74410985391,"near","no flankers","near",Inf,3,61
"Exp5_ES3",12,1,5.92608672300201,"far","no flankers","far",Inf,6,62
"Exp5_ES3",11,283,265.674520194787,"near","no flankers","near",Inf,4,63
"Exp5_ES3",1,209,208.290174735033,"mid","mid","mid",2.5,7,64
"Exp5_ES3",6,49,57.5017008020624,"near","near","near",0.625,8,65
"Exp5_ES3",7,281,301.134108242624,"far","far","far",2.5,7,66
"Exp5_ES3",2,342,336.889184433441,"mid","mid","mid",1.25,8,67
"Exp5_ES3",12,240,265.597151604125,"far","no flankers","far",Inf,7,68
"Exp5_ES3",4,335,335.576876253223,"near","near","near",2.5,5,69
"Exp5_ES3",3,176,172.520563080575,"mid","mid","mid",0.625,3,70
"Exp5_ES3",7,186,192.032758342882,"far","far","far",2.5,8,71
"Exp5_ES3",6,147,149.679013892867,"near","near","near",0.625,9,72
"Exp5_ES3",3,225,159.377951467038,"mid","mid","mid",0.625,4,73
"Exp5_ES3",3,91,91,"mid","mid","mid",0.625,5,74
"Exp5_ES3",2,141,157.547980521341,"mid","mid","mid",1.25,9,75
"Exp5_ES3",8,285,288.513118554855,"far","far","far",1.25,7,76
"Exp5_ES3",11,159,126.748603551991,"near","no flankers","near",Inf,5,77
"Exp5_ES3",5,184,173.595943139502,"near","near","near",1.25,6,78
"Exp5_ES3",1,263,276.972009657487,"mid","mid","mid",2.5,8,79
"Exp5_ES3",12,272,261.735382053853,"far","no flankers","far",Inf,8,80
"Exp5_ES3",10,250,273.409747514016,"mid","no flankers","mid",Inf,6,81
