"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_ES4",3,241,228.571592257642,"mid","mid","mid",0.625,1,1
"Exp5_ES4",8,336,309.343852943283,"far","far","far",1.25,1,2
"Exp5_ES4",5,100,109.79572472071,"near","near","near",1.25,1,3
"Exp5_ES4",7,205,191.448125537095,"far","far","far",2.5,1,4
"Exp5_ES4",1,266,272.041699062896,"mid","mid","mid",2.5,1,5
"Exp5_ES4",2,170,147.392233089168,"mid","mid","mid",1.25,1,6
"Exp5_ES4",8,281,278.886807146949,"far","far","far",1.25,2,7
"Exp5_ES4",2,53,65.5809223718132,"mid","mid","mid",1.25,2,8
"Exp5_ES4",6,50,45.0505227728444,"near","near","near",0.625,1,9
"Exp5_ES4",4,164,180.264877542252,"near","near","near",2.5,1,10
"Exp5_ES4",3,95,87.5161844743627,"mid","mid","mid",0.625,2,11
"Exp5_ES4",4,25,22.9719457175594,"near","near","near",2.5,2,12
"Exp5_ES4",12,138,132.587031831853,"far","no flankers","far",Inf,1,13
"Exp5_ES4",11,64,43.5993447436264,"near","no flankers","near",Inf,1,14
"Exp5_ES4",6,354,351.581369951303,"near","near","near",0.625,2,15
"Exp5_ES4",9,288,92.7353820538527,"far","far","far",0.625,1,16
"Exp5_ES4",3,321,72.1014854523877,"mid","mid","mid",0.625,3,17
"Exp5_ES4",3,221,216.884232925482,"mid","mid","mid",0.625,4,18
"Exp5_ES4",8,30,18.9410045474076,"far","far","far",1.25,3,19
"Exp5_ES4",12,23,15.1281106774563,"far","no flankers","far",Inf,2,20
"Exp5_ES4",2,252,231.12014568073,"mid","mid","mid",1.25,3,21
"Exp5_ES4",4,256,246.670026496706,"near","near","near",2.5,3,22
"Exp5_ES4",7,337,324.189505156116,"far","far","far",2.5,2,23
"Exp5_ES4",11,162,129.971945717559,"near","no flankers","near",Inf,2,24
"Exp5_ES4",5,168,142.958464623317,"near","near","near",1.25,2,25
"Exp5_ES4",11,278,274.427617444858,"near","no flankers","near",Inf,3,26
"Exp5_ES4",4,169,170.855234889716,"near","near","near",2.5,4,27
"Exp5_ES4",6,264,271.46016542538,"near","near","near",0.625,3,28
"Exp5_ES4",6,84,97.9259166427958,"near","near","near",0.625,4,29
"Exp5_ES4",1,127,116.631378647134,"mid","mid","mid",2.5,2,30
"Exp5_ES4",8,315,321.629909947007,"far","far","far",1.25,4,31
"Exp5_ES4",8,102,87.6638678029218,"far","far","far",1.25,5,32
"Exp5_ES4",1,302,312.963252445063,"mid","mid","mid",2.5,3,33
"Exp5_ES4",5,86,78.74410985391,"near","near","near",1.25,3,34
"Exp5_ES4",5,258,265.525261386422,"near","near","near",1.25,4,35
"Exp5_ES4",5,118,129.022468490404,"near","near","near",1.25,5,36
"Exp5_ES4",12,127,146.60847088943,"far","no flankers","far",Inf,3,37
"Exp5_ES4",10,46,32.7372427057331,"mid","no flankers","mid",Inf,1,38
"Exp5_ES4",11,123,133.53534087654,"near","no flankers","near",Inf,4,39
"Exp5_ES4",6,300,304.358027785735,"near","near","near",0.625,5,40
"Exp5_ES4",2,222,228.092155338217,"mid","mid","mid",1.25,4,41
"Exp5_ES4",9,351,357.976161916356,"far","far","far",0.625,2,42
"Exp5_ES4",2,346,356.87985431927,"mid","mid","mid",1.25,5,43
"Exp5_ES4",11,331,339.711561873389,"near","no flankers","near",Inf,5,44
"Exp5_ES4",9,57,61.4302850186193,"far","far","far",0.625,3,45
"Exp5_ES4",10,98,93.0965339444286,"mid","no flankers","mid",Inf,2,46
"Exp5_ES4",12,174,158.839654647665,"far","no flankers","far",Inf,4,47
"Exp5_ES4",2,191,214.410320415763,"mid","mid","mid",1.25,6,48
"Exp5_ES4",9,345,337.229460577199,"far","far","far",0.625,4,49
"Exp5_ES4",10,195,202.249048573884,"mid","no flankers","mid",Inf,3,50
"Exp5_ES4",11,126,133.223342165569,"near","no flankers","near",Inf,6,51
"Exp5_ES4",4,240,207.659947006588,"near","near","near",2.5,5,52
"Exp5_ES4",7,55,46.5846328057863,"far","far","far",2.5,3,53
"Exp5_ES4",7,178,176.275937231452,"far","far","far",2.5,4,54
"Exp5_ES4",2,100,91.3598641404428,"mid","mid","mid",1.25,7,55
"Exp5_ES4",6,172,163.209861071326,"near","near","near",0.625,6,56
"Exp5_ES4",11,291,304.102137639645,"near","no flankers","near",Inf,7,57
"Exp5_ES4",8,79,97.926086723002,"far","far","far",1.25,6,58
"Exp5_ES4",5,331,316.02356058436,"near","near","near",1.25,6,59
"Exp5_ES4",1,332,335.488194131849,"mid","mid","mid",2.5,4,60
"Exp5_ES4",9,11,1.58223377971927,"far","far","far",0.625,5,61
"Exp5_ES4",4,72,41.5443282727013,"near","near","near",2.5,6,62
"Exp5_ES4",7,332,338.523238327127,"far","far","far",2.5,5,63
"Exp5_ES4",10,195,200.700495150796,"mid","no flankers","mid",Inf,4,64
"Exp5_ES4",9,170,162.105472106846,"far","far","far",0.625,6,65
"Exp5_ES4",9,311,323.677586114294,"far","far","far",0.625,7,66
"Exp5_ES4",11,222,224.329973503294,"near","no flankers","near",Inf,8,67
"Exp5_ES4",10,79,45.013708720383,"mid","no flankers","mid",Inf,5,68
"Exp5_ES4",5,37,51.9674520194786,"near","near","near",1.25,7,69
"Exp5_ES4",4,21,14.3389608994557,"near","near","near",2.5,7,70
"Exp5_ES4",7,269,281.188305643082,"far","far","far",2.5,6,71
"Exp5_ES4",9,34,20.9886807146949,"far","far","far",0.625,8,72
"Exp5_ES4",12,256,213.103073080779,"far","no flankers","far",Inf,5,73
"Exp5_ES4",7,163,142.26221892008,"far","far","far",2.5,7,74
"Exp5_ES4",5,130,126.525261386422,"near","near","near",1.25,8,75
"Exp5_ES4",11,134,131.809205814953,"near","no flankers","near",Inf,9,76
"Exp5_ES4",12,86,99.4368062517903,"far","no flankers","far",Inf,6,77
"Exp5_ES4",8,126,111.750299878258,"far","far","far",1.25,7,78
"Exp5_ES4",10,134,114.834349551909,"mid","no flankers","mid",Inf,6,79
"Exp5_ES4",6,332,317.455671727299,"near","near","near",0.625,7,80
"Exp5_ES4",10,70,91.0504562753203,"mid","no flankers","mid",Inf,7,81
"Exp5_ES4",10,181,176.797029095224,"mid","no flankers","mid",Inf,8,82
"Exp5_ES4",12,138,109.268740153251,"far","no flankers","far",Inf,7,83
