"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_ES4",12,194,181.219340804927,"far","no flankers","far",Inf,8,84
"Exp5_ES4",2,63,77.7509514261161,"mid","mid","mid",1.25,8,85
"Exp5_ES4",9,224,213.146627040962,"far","far","far",0.625,9,86
"Exp5_ES4",4,220,207.641972214265,"near","near","near",2.5,8,87
"Exp5_ES4",1,309,310.036747554937,"mid","mid","mid",2.5,5,88
"Exp5_ES4",3,357,36.8293980439498,"mid","mid","mid",0.625,5,89
"Exp5_ES4",11,323,328.414136350616,"near","no flankers","near",Inf,10,90
"Exp5_ES4",3,202,188.801980603184,"mid","mid","mid",0.625,6,91
"Exp5_ES4",1,354,357.976961165446,"mid","mid","mid",2.5,6,92
"Exp5_ES4",2,134,130.948970822932,"mid","mid","mid",1.25,9,93
"Exp5_ES4",4,106,96.1526604124893,"near","near","near",2.5,9,94
"Exp5_ES4",1,212,224.151941727708,"mid","mid","mid",2.5,7,95
"Exp5_ES4",8,89,93.4731631337726,"far","far","far",1.25,8,96
"Exp5_ES4",1,266,263.857388386463,"mid","mid","mid",2.5,8,97
"Exp5_ES4",7,344,359,"far","far","far",2.5,8,98
"Exp5_ES4",12,240,266.342653430249,"far","no flankers","far",Inf,9,99
"Exp5_ES4",12,310,300.123988470352,"far","no flankers","far",Inf,10,100
"Exp5_ES4",1,278,277.709825264967,"mid","mid","mid",2.5,9,101
"Exp5_ES4",5,227,218.046029074764,"near","near","near",1.25,9,102
"Exp5_ES4",5,185,190.292931824692,"near","near","near",1.25,10,103
"Exp5_ES4",2,224,212.069116503663,"mid","mid","mid",1.25,10,104
"Exp5_ES4",1,25,33.4750583132136,"mid","mid","mid",2.5,10,105
"Exp5_ES4",7,149,131.001199513033,"far","far","far",2.5,9,106
"Exp5_ES4",3,111,121,"mid","mid","mid",0.625,7,107
"Exp5_ES4",7,180,186.324812911773,"far","far","far",2.5,10,108
"Exp5_ES4",6,166,149.818193211114,"near","near","near",0.625,8,109
"Exp5_ES4",4,31,32.6419722142653,"near","near","near",2.5,10,110
"Exp5_ES4",10,254,268.972582559234,"mid","no flankers","mid",Inf,9,111
"Exp5_ES4",6,77,51.9304103408765,"near","near","near",0.625,9,112
"Exp5_ES4",3,127,129.925931988378,"mid","mid","mid",0.625,8,113
"Exp5_ES4",8,51,47.7705394228014,"far","far","far",1.25,9,114
"Exp5_ES4",9,231,210.54347787167,"far","far","far",0.625,10,115
"Exp5_ES4",8,330,324.404047908909,"far","far","far",1.25,10,116
"Exp5_ES4",3,226,204.903466055571,"mid","mid","mid",0.625,9,117
"Exp5_ES4",10,105,102.529893194746,"mid","no flankers","mid",Inf,10,118
"Exp5_ES4",6,34,301.134685620166,"near","near","near",0.625,10,119
"Exp5_ES4",3,279,81,"mid","mid","mid",0.625,10,120
