"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp2_ES2",6,36,71.2188484674878,"near","far","near",0.625,1,1,"ring obstructs target"
"Exp2_ES2",14,50,104.806896304784,"far","near","far",1.25,1,2,"target in center of ring"
"Exp2_ES2",15,283,274.466641900602,"far","near","far",0.625,1,3,"target not in center of ring"
"Exp2_ES2",16,61,91.3814093382985,"far","far","far",2.5,1,4,"target in center of ring"
"Exp2_ES2",3,198,216.405148954454,"near","mid","near",0.625,1,5,"target in center of ring"
"Exp2_ES2",20,285,269.454123102263,"far","no flankers","far",Inf,1,6,"unsure or no ring"
"Exp2_ES2",11,353,7.95232383271269,"far","mid","far",1.25,1,7,"target not in center of ring"
"Exp2_ES2",6,155,179.530847178459,"near","far","near",0.625,2,8,"target in center of ring"
"Exp2_ES2",7,42,353.065095961043,"near","near","near",2.5,1,9,"target in center of ring"
"Exp2_ES2",10,153,157.607271376396,"far","mid","far",2.5,1,10,"target not in center of ring"
"Exp2_ES2",19,78,89.0235605843598,"near","no flankers","near",Inf,1,11,"unsure or no ring"
"Exp2_ES2",3,231,227.874301775995,"near","mid","near",0.625,2,12,"target in center of ring"
"Exp2_ES2",19,100,86.8698080779146,"near","no flankers","near",Inf,2,13,"unsure or no ring"
"Exp2_ES2",10,19,0.389130084503025,"far","mid","far",2.5,2,14,"target in center of ring"
"Exp2_ES2",9,141,136.711561873389,"near","near","near",0.625,1,15,"target in center of ring"
"Exp2_ES2",17,358,180.195502721283,"far","far","far",1.25,1,16,"target in center of ring"
"Exp2_ES2",10,190,183.581034266686,"far","mid","far",2.5,3,17,"target not in center of ring"
"Exp2_ES2",14,264,276.345052456316,"far","near","far",1.25,2,18,"target not in center of ring"
"Exp2_ES2",15,60,45.7705394228014,"far","near","far",0.625,2,19,"target not in center of ring"
"Exp2_ES2",3,308,1.48372600973933,"near","mid","near",0.625,3,20,"target in center of ring"
"Exp2_ES2",14,327,307.808095817817,"far","near","far",1.25,3,21,"target in center of ring"
"Exp2_ES2",3,84,116.828272701232,"near","mid","near",0.625,4,22,"target in center of ring"
"Exp2_ES2",12,292,295.622189200802,"far","mid","far",0.625,1,23,"target not in center of ring"
"Exp2_ES2",16,61,53.2395803494701,"far","far","far",2.5,2,24,"target in center of ring"
"Exp2_ES2",12,231,226.322413885706,"far","mid","far",0.625,2,25,"target not in center of ring"
"Exp2_ES2",18,143,130.776536987969,"far","far","far",0.625,1,26,"target in center of ring"
"Exp2_ES2",6,55,57.8653143798338,"near","far","near",0.625,3,27,"target outside ring"
"Exp2_ES2",11,246,278.052474219421,"far","mid","far",1.25,2,28,"target not in center of ring"
"Exp2_ES2",14,180,269.548275923804,"far","near","far",1.25,4,29,"target not in center of ring"
"Exp2_ES2",6,74,60.8327663993125,"near","far","near",0.625,4,30,"target not in center of ring"
"Exp2_ES2",7,209,186.060602262962,"near","near","near",2.5,2,31,"target in center of ring"
"Exp2_ES2",18,322,174.633508486107,"far","far","far",0.625,2,32,"target in center of ring"
"Exp2_ES2",19,5,5.93490403895735,"near","no flankers","near",Inf,3,33,"unsure or no ring"
"Exp2_ES2",12,162,159.058995452592,"far","mid","far",0.625,3,34,"target not in center of ring"
"Exp2_ES2",2,351,356.032547980521,"near","mid","near",1.25,1,35,"target in center of ring"
"Exp2_ES2",2,330,345.646465912346,"near","mid","near",1.25,2,36,"target in center of ring"
"Exp2_ES2",13,320,359.762818676597,"far","near","far",2.5,1,37,"target in center of ring"
"Exp2_ES2",6,276,261.074083357204,"near","far","near",0.625,5,38,"ring obstructs target"
"Exp2_ES2",6,2,2.96745201947867,"near","far","near",0.625,6,39,"ring obstructs target"
"Exp2_ES2",9,337,11.5623030650243,"near","near","near",0.625,2,40,"target in center of ring"
"Exp2_ES2",2,76,93.5858636493842,"near","mid","near",1.25,3,41,"target in center of ring"
"Exp2_ES2",1,296,293.702574477227,"near","mid","near",2.5,1,42,"target in center of ring"
"Exp2_ES2",2,320,315.971945717559,"near","mid","near",1.25,4,43,"target in center of ring"
"Exp2_ES2",3,26,60.3860820681753,"near","mid","near",0.625,5,44,"target in center of ring"
"Exp2_ES2",19,155,137.497207103982,"near","no flankers","near",Inf,4,45,"unsure or no ring"
"Exp2_ES2",19,236,231,"near","no flankers","near",Inf,5,46,"unsure or no ring"
"Exp2_ES2",13,69,102.383808364366,"far","near","far",2.5,2,47,"target in center of ring"
"Exp2_ES2",2,261,224.953970925236,"near","mid","near",1.25,5,48,"target in center of ring"
"Exp2_ES2",1,283,7.41863004869666,"near","mid","near",2.5,2,49,"target in center of ring"
"Exp2_ES2",14,51,57.5232383271269,"far","near","far",1.25,5,50,"target not in center of ring"
"Exp2_ES2",8,357,359,"near","near","near",1.25,1,51,"target in center of ring"
"Exp2_ES2",16,326,313.439205277857,"far","far","far",2.5,3,52,"target in center of ring"
"Exp2_ES2",20,4,2.0476761672873,"far","no flankers","far",Inf,2,53,"unsure or no ring"
"Exp2_ES2",8,199,208.553315668863,"near","near","near",1.25,2,54,"target in center of ring"
"Exp2_ES2",19,177,184.273864938413,"near","no flankers","near",Inf,6,55,"unsure or no ring"
"Exp2_ES2",4,158,181.800218418791,"near","far","near",2.5,1,56,"target in center of ring"
"Exp2_ES2",10,114,107.144228014895,"far","mid","far",2.5,4,57,"target not in center of ring"
"Exp2_ES2",7,88,84.9068497565167,"near","near","near",2.5,3,58,"target in center of ring"
