"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp2_ES3",9,311,320.125698224005,"near","near","near",0.625,1,1,"target in center of ring"
"Exp2_ES3",18,64,140.311094600401,"far","far","far",0.625,1,2,"target in center of ring"
"Exp2_ES3",6,144,142.437696934976,"near","far","near",0.625,1,3,"target outside ring"
"Exp2_ES3",11,150,192.5405551776,"far","mid","far",1.25,1,4,"target not in center of ring"
"Exp2_ES3",1,193,216.623997421942,"near","mid","near",2.5,1,5,"target in center of ring"
"Exp2_ES3",19,327,317.455671727299,"near","no flankers","near",Inf,1,6,"unsure or no ring"
"Exp2_ES3",16,262,252.65374803065,"far","far","far",2.5,1,7,"target in center of ring"
"Exp2_ES3",7,124,136.297425522773,"near","near","near",2.5,1,8,"target in center of ring"
"Exp2_ES3",4,140,135.019066886279,"near","far","near",2.5,1,9,"ring obstructs target"
"Exp2_ES3",8,44,47.4792323116586,"near","near","near",1.25,1,10,"target in center of ring"
"Exp2_ES3",2,209,237.372600973933,"near","mid","near",1.25,1,11,"target in center of ring"
"Exp2_ES3",15,234,223.230660090232,"far","near","far",0.625,1,12,"target not in center of ring"
"Exp2_ES3",13,88,120.395127649671,"far","near","far",2.5,1,13,"target outside ring"
"Exp2_ES3",12,198,219.231859603266,"far","mid","far",0.625,1,14,"target not in center of ring"
"Exp2_ES3",19,150,145.405148954454,"near","no flankers","near",Inf,2,15,"unsure or no ring"
"Exp2_ES3",10,90,110.928485749069,"far","mid","far",2.5,1,16,"target in center of ring"
"Exp2_ES3",7,185,200.618411629905,"near","near","near",2.5,2,17,"target in center of ring"
"Exp2_ES3",20,135,148.583433292753,"far","no flankers","far",Inf,1,18,"unsure or no ring"
"Exp2_ES3",19,27,38.5768762532226,"near","no flankers","near",Inf,3,19,"unsure or no ring"
"Exp2_ES3",5,89,90.4141363506159,"near","far","near",1.25,1,20,"unsure or no ring"
"Exp2_ES3",12,217,229.515517580922,"far","mid","far",0.625,2,21,"target not in center of ring"
"Exp2_ES3",20,262,262.345052456316,"far","no flankers","far",Inf,2,22,"unsure or no ring"
"Exp2_ES3",16,103,134.122788957319,"far","far","far",2.5,2,23,"target in center of ring"
"Exp2_ES3",19,162,153.311998710971,"near","no flankers","near",Inf,4,24,"unsure or no ring"
"Exp2_ES3",11,98,90.7365815668864,"far","mid","far",1.25,2,25,"target not in center of ring"
"Exp2_ES3",7,249,239.739616155829,"near","near","near",2.5,3,26,"target in center of ring"
"Exp2_ES3",13,277,283.846851725866,"far","near","far",2.5,2,27,"target not in center of ring"
"Exp2_ES3",3,232,243.172819392724,"near","mid","near",0.625,1,28,"target in center of ring"
"Exp2_ES3",1,253,258.106631337726,"near","mid","near",2.5,2,29,"unsure or no ring"
"Exp2_ES3",4,232,253.717147665426,"near","far","near",2.5,2,30,"unsure or no ring"
"Exp2_ES3",10,90,107.392728623603,"far","mid","far",2.5,2,31,"target not in center of ring"
"Exp2_ES3",18,313,310.159145839301,"far","far","far",0.625,2,32,"target in center of ring"
"Exp2_ES3",20,234,240.090030614437,"far","no flankers","far",Inf,3,33,"unsure or no ring"
"Exp2_ES3",1,333,313.004493698081,"near","mid","near",2.5,3,34,"unsure or no ring"
"Exp2_ES3",2,83,55.3625214838155,"near","mid","near",1.25,2,35,"target not in center of ring"
"Exp2_ES3",14,296,347.687182218562,"far","near","far",1.25,1,36,"target outside ring"
"Exp2_ES3",12,240,241.873088835577,"far","mid","far",0.625,3,37,"target not in center of ring"
"Exp2_ES3",9,334,305.632984818104,"near","near","near",0.625,2,38,"target in center of ring"
"Exp2_ES3",3,214,217.758683042108,"near","mid","near",0.625,2,39,"target in center of ring"
