"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp2_ES1",4,288,279.884381266113,"near","far","near",2.5,1,1,"target not in center of ring"
"Exp2_ES1",16,190,172.555996670009,"far","far","far",2.5,1,2,"target in center of ring"
"Exp2_ES1",11,156,171.08403304927,"far","mid","far",1.25,1,3,"target in center of ring"
"Exp2_ES1",7,299,286.772164136351,"near","near","near",2.5,1,4,"target in center of ring"
"Exp2_ES1",19,203,201.297425522773,"near","no flankers","near",Inf,1,5,"unsure or no ring"
"Exp2_ES1",13,294,292.89332838012,"far","near","far",2.5,1,6,"target not in center of ring"
"Exp2_ES1",14,157,150.137030936694,"far","near","far",1.25,1,7,"target in center of ring"
"Exp2_ES1",3,21,29.6745201947866,"near","mid","near",0.625,1,8,"ring obstructs target"
"Exp2_ES1",20,356,359,"far","no flankers","far",Inf,1,9,"unsure or no ring"
"Exp2_ES1",12,26,49.5345576124319,"far","mid","far",0.625,1,10,"target in center of ring"
"Exp2_ES1",17,159,157.145427527929,"far","far","far",1.25,1,11,"target in center of ring"
"Exp2_ES1",11,28,46.5846328057863,"far","mid","far",1.25,2,12,"target in center of ring"
"Exp2_ES1",20,122,136.154347787167,"far","no flankers","far",Inf,2,13,"unsure or no ring"
"Exp2_ES1",9,13,34.1256982240046,"near","near","near",0.625,1,14,"target in center of ring"
"Exp2_ES1",17,58,33.8569714981381,"far","far","far",1.25,2,15,"target in center of ring"
"Exp2_ES1",15,89,194.810494843884,"far","near","far",0.625,1,16,"ring obstructs target"
"Exp2_ES1",13,340,348.249700121742,"far","near","far",2.5,2,17,"target not in center of ring"
"Exp2_ES1",7,257,268.492713405901,"near","near","near",2.5,2,18,"target in center of ring"
"Exp2_ES1",2,125,128.958464623317,"near","mid","near",1.25,1,19,"target not in center of ring"
"Exp2_ES1",13,22,11.774137961902,"far","near","far",2.5,3,20,"target not in center of ring"
"Exp2_ES1",3,196,15.5432361787454,"near","mid","near",0.625,2,21,"ring obstructs target"
"Exp2_ES1",5,24,10.3860820681753,"near","far","near",1.25,1,22,"ring obstructs target"
"Exp2_ES1",10,282,329.930884775136,"far","mid","far",2.5,1,23,"target in center of ring"
"Exp2_ES1",6,155,151.930410340877,"near","far","near",0.625,1,24,"ring obstructs target"
"Exp2_ES1",15,211,196.721663742481,"far","near","far",0.625,2,25,"ring obstructs target"
"Exp2_ES1",4,288,318.939397737038,"near","far","near",2.5,2,26,"target not in center of ring"
"Exp2_ES1",18,322,44.536956638499,"far","far","far",0.625,1,27,"target in center of ring"
"Exp2_ES1",5,174,170.628491120023,"near","far","near",1.25,2,28,"target not in center of ring"
"Exp2_ES1",10,104,103.225862038098,"far","mid","far",2.5,2,29,"target in center of ring"
"Exp2_ES1",3,113,102.377094672014,"near","mid","near",0.625,3,30,"ring obstructs target"
"Exp2_ES1",3,152,156.288438126611,"near","mid","near",0.625,4,31,"ring obstructs target"
"Exp2_ES1",18,150,129.914767437697,"far","far","far",0.625,2,32,"target in center of ring"
"Exp2_ES1",3,131,135.581369951303,"near","mid","near",0.625,5,33,"target not in center of ring"
"Exp2_ES1",3,344,168.646465912346,"near","mid","near",0.625,6,34,"ring obstructs target"
"Exp2_ES1",19,216,215.158246204526,"near","no flankers","near",Inf,2,35,"unsure or no ring"
"Exp2_ES1",4,13,34.2413169578917,"near","far","near",2.5,3,36,"target not in center of ring"
"Exp2_ES1",15,192,213.470240439702,"far","near","far",0.625,3,37,"target not in center of ring"
"Exp2_ES1",11,206,209.559595209109,"far","mid","far",1.25,3,38,"target in center of ring"
"Exp2_ES1",4,146,142.470244915497,"near","far","near",2.5,4,39,"target not in center of ring"
"Exp2_ES1",12,138,139.386731058436,"far","mid","far",0.625,2,40,"target in center of ring"
"Exp2_ES1",3,52,160.451178029218,"near","mid","near",0.625,7,41,"ring obstructs target"
"Exp2_ES1",9,142,156.497207103982,"near","near","near",0.625,2,42,"target in center of ring"
"Exp2_ES1",17,158,149.717541535377,"far","far","far",1.25,3,43,"target in center of ring"
"Exp2_ES1",15,207,213.322413885706,"far","near","far",0.625,4,44,"ring obstructs target"
"Exp2_ES1",17,322,330.789055786308,"far","far","far",1.25,4,45,"target in center of ring"
"Exp2_ES1",2,298,307.069589659123,"near","mid","near",1.25,2,46,"target not in center of ring"
"Exp2_ES1",6,202,35.9438914351189,"near","far","near",0.625,2,47,"ring obstructs target"
"Exp2_ES1",1,109,95.3860820681753,"near","mid","near",2.5,1,48,"target not in center of ring"
"Exp2_ES1",14,66,66.3450524563163,"far","near","far",1.25,2,49,"target not in center of ring"
"Exp2_ES1",4,188,204.283944428531,"near","far","near",2.5,5,50,"target not in center of ring"
"Exp2_ES1",18,235,215.574513033515,"far","far","far",0.625,3,51,"target in center of ring"
"Exp2_ES1",12,132,140.343852943283,"far","mid","far",0.625,3,52,"target in center of ring"
"Exp2_ES1",10,261,275.1555473002,"far","mid","far",2.5,3,53,"target in center of ring"
"Exp2_ES1",10,106,107.843253186766,"far","mid","far",2.5,4,54,"target in center of ring"
"Exp2_ES1",18,265,245.701424197937,"far","far","far",0.625,4,55,"target in center of ring"
"Exp2_ES1",1,65,69.7351224577485,"near","mid","near",2.5,2,56,"target not in center of ring"
"Exp2_ES1",14,141,148.89332838012,"far","near","far",1.25,3,57,"target not in center of ring"
"Exp2_ES1",6,124,130.572382555142,"near","far","near",0.625,3,58,"ring obstructs target"
