ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,CircSD_deg
Exp4_S10,1,mid,near,near,5,17.4257405843389
Exp4_S10,2,mid,near,near,2.5,NaN
Exp4_S10,3,mid,near,near,1.25,NaN
Exp4_S10,4,mid,near,near,0.625,NaN
Exp4_S10,5,mid,no flankers,near,Inf,12.0362870280681
Exp4_S10,6,far,near,near,5,NaN
Exp4_S10,7,far,near,near,2.5,NaN
Exp4_S10,8,far,near,near,1.25,NaN
Exp4_S10,9,far,near,near,0.625,NaN
Exp4_S10,10,far,no flankers,near,Inf,6.76098741953858
Exp4_S10,11,near,near,near,5,12.3766704599849
Exp4_S10,12,near,near,near,2.5,46.8538135702552
Exp4_S10,13,near,near,near,1.25,31.9582243743244
Exp4_S10,14,near,near,near,0.625,51.3001912371928
Exp4_S10,15,near,no flankers,near,Inf,12.2573874683713
Exp4_S10,16,mid,far,far,5,25.5772843251668
Exp4_S10,17,mid,far,far,2.5,10.9133838945649
Exp4_S10,18,mid,far,far,1.25,18.9931116585044
Exp4_S10,19,mid,far,far,0.625,NaN
Exp4_S10,20,mid,no flankers,far,Inf,15.690985142592
Exp4_S10,21,near,far,far,5,20.2823033923769
Exp4_S10,22,near,far,far,2.5,83.8956845200871
Exp4_S10,23,near,far,far,1.25,31.6923891346162
Exp4_S10,24,near,far,far,0.625,NaN
Exp4_S10,25,near,no flankers,far,Inf,68.1630996748362
Exp4_S10,26,far,far,far,5,17.5491685559823
Exp4_S10,27,far,far,far,2.5,4.0975448761793
Exp4_S10,28,far,far,far,1.25,40.2487602680911
Exp4_S10,29,far,far,far,0.625,81.0057819314436
Exp4_S10,30,far,no flankers,far,Inf,23.092497114964
Exp4_S11,1,mid,near,near,5,9.38052623652154
Exp4_S11,2,mid,near,near,2.5,14.7187307666483
Exp4_S11,3,mid,near,near,1.25,11.72965073143
Exp4_S11,4,mid,near,near,0.625,NaN
Exp4_S11,5,mid,no flankers,near,Inf,13.7851616157616
Exp4_S11,6,far,near,near,5,14.9128409125082
Exp4_S11,7,far,near,near,2.5,28.8255329071937
Exp4_S11,8,far,near,near,1.25,22.3215822011937
Exp4_S11,9,far,near,near,0.625,NaN
Exp4_S11,10,far,no flankers,near,Inf,23.1391744981311
Exp4_S11,11,near,near,near,5,13.4696520497397
Exp4_S11,12,near,near,near,2.5,12.4898440307503
Exp4_S11,13,near,near,near,1.25,18.8352815206787
Exp4_S11,14,near,near,near,0.625,12.4315048466378
Exp4_S11,15,near,no flankers,near,Inf,12.8959628836651
Exp4_S11,16,mid,far,far,5,16.2431914530947
Exp4_S11,17,mid,far,far,2.5,7.8532534678506
Exp4_S11,18,mid,far,far,1.25,4.31617788585121
Exp4_S11,19,mid,far,far,0.625,11.4039703099567
Exp4_S11,20,mid,no flankers,far,Inf,12.7854824298276
Exp4_S11,21,near,far,far,5,8.30602554322734
Exp4_S11,22,near,far,far,2.5,21.4519825333538
Exp4_S11,23,near,far,far,1.25,32.8570823328431
Exp4_S11,24,near,far,far,0.625,NaN
Exp4_S11,25,near,no flankers,far,Inf,14.5114866440265
Exp4_S11,26,far,far,far,5,15.6317057004124
Exp4_S11,27,far,far,far,2.5,11.5876429320428
Exp4_S11,28,far,far,far,1.25,9.33690635612845
Exp4_S11,29,far,far,far,0.625,5.77513858111508
Exp4_S11,30,far,no flankers,far,Inf,9.87185286905192
Exp4_S12,1,mid,near,near,5,8.74951382824662
Exp4_S12,2,mid,near,near,2.5,19.7361741904187
Exp4_S12,3,mid,near,near,1.25,10.8722399622617
Exp4_S12,4,mid,near,near,0.625,3.70783915342724
Exp4_S12,5,mid,no flankers,near,Inf,14.102139373848
Exp4_S12,6,far,near,near,5,16.7666542962999
Exp4_S12,7,far,near,near,2.5,19.9854074528378
Exp4_S12,8,far,near,near,1.25,17.9215841351574
Exp4_S12,9,far,near,near,0.625,6.40265968395949
Exp4_S12,10,far,no flankers,near,Inf,15.7940352944795
Exp4_S12,11,near,near,near,5,15.0524730116456
Exp4_S12,12,near,near,near,2.5,13.3100535644864
Exp4_S12,13,near,near,near,1.25,22.3177780104581
Exp4_S12,14,near,near,near,0.625,15.4450330761604
Exp4_S12,15,near,no flankers,near,Inf,20.9351354346567
Exp4_S12,16,mid,far,far,5,33.7871137955464
Exp4_S12,17,mid,far,far,2.5,14.8141739136663
Exp4_S12,18,mid,far,far,1.25,NaN
Exp4_S12,19,mid,far,far,0.625,NaN
Exp4_S12,20,mid,no flankers,far,Inf,14.894306857641
