ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,PerceivedPosCount_TCenter,PerceivedPosCount_TOffCenter,PerceivedPosCount_TObstructed,PerceivedPosCount_TOutside,PerceivedPosCount_noRingOrUnsure,CircSD_deg
Exp4_S16,10,far,no flankers,near,Inf,0,0,0,0,8,47.0848182642395
Exp4_S16,11,near,near,near,5,8,0,0,0,0,9.83687068457632
Exp4_S16,12,near,near,near,2.5,8,0,0,0,0,23.6086215809841
Exp4_S16,13,near,near,near,1.25,8,0,0,0,0,13.8189867245639
Exp4_S16,14,near,near,near,0.625,8,0,0,0,0,14.1876153825587
Exp4_S16,15,near,no flankers,near,Inf,1,0,0,0,7,8.72997048737085
Exp4_S16,16,mid,far,far,5,8,0,0,0,0,57.6502954578419
Exp4_S16,17,mid,far,far,2.5,4,3,1,0,0,14.8792073481718
Exp4_S16,18,mid,far,far,1.25,3,3,1,1,0,30.5054069677635
Exp4_S16,19,mid,far,far,0.625,0,0,1,7,0,51.6332398295148
Exp4_S16,20,mid,no flankers,far,Inf,1,0,0,0,7,10.0192639222487
Exp4_S16,21,near,far,far,5,3,4,0,1,0,12.0544948423548
Exp4_S16,22,near,far,far,2.5,1,1,0,6,0,10.96153828797
Exp4_S16,23,near,far,far,1.25,0,1,0,6,1,39.5816309908587
Exp4_S16,24,near,far,far,0.625,1,1,1,5,0,97.535786206265
Exp4_S16,25,near,no flankers,far,Inf,0,0,0,0,8,11.6371118161379
Exp4_S16,26,far,far,far,5,8,0,0,0,0,40.1014720666075
Exp4_S16,27,far,far,far,2.5,8,0,0,0,0,16.6063734413766
Exp4_S16,28,far,far,far,1.25,8,0,0,0,0,15.0636443785636
Exp4_S16,29,far,far,far,0.625,7,1,0,0,0,46.2805986172907
Exp4_S16,30,far,no flankers,far,Inf,0,0,0,0,8,22.7541456192547
Exp4_S17,1,mid,near,near,5,5,0,2,1,0,18.6824954061158
Exp4_S17,2,mid,near,near,2.5,6,0,0,2,0,25.665777396186
Exp4_S17,3,mid,near,near,1.25,3,2,0,3,0,39.7723000904571
Exp4_S17,4,mid,near,near,0.625,0,3,2,2,1,94.6373214670324
Exp4_S17,5,mid,no flankers,near,Inf,0,0,0,0,8,15.5278166583757
Exp4_S17,6,far,near,near,5,5,3,0,0,0,38.3620935706231
Exp4_S17,7,far,near,near,2.5,4,4,0,0,0,81.1584364175583
Exp4_S17,8,far,near,near,1.25,3,2,2,0,1,110.367098931318
Exp4_S17,9,far,near,near,0.625,0,1,6,1,0,95.5319236070965
Exp4_S17,10,far,no flankers,near,Inf,0,0,0,0,8,29.2296477401511
Exp4_S17,11,near,near,near,5,8,0,0,0,0,22.08003715477
Exp4_S17,12,near,near,near,2.5,7,0,0,0,1,45.2815955017193
Exp4_S17,13,near,near,near,1.25,7,0,0,0,1,17.1146266583828
Exp4_S17,14,near,near,near,0.625,8,0,0,0,0,21.4284017205456
Exp4_S17,15,near,no flankers,near,Inf,0,0,0,0,8,18.5317886055183
Exp4_S17,16,mid,far,far,5,7,0,0,0,1,15.1626729448227
Exp4_S17,17,mid,far,far,2.5,3,5,0,0,0,33.7345181725982
Exp4_S17,18,mid,far,far,1.25,1,1,4,2,0,13.9891206892382
Exp4_S17,19,mid,far,far,0.625,0,1,1,6,0,13.2040042777708
Exp4_S17,20,mid,no flankers,far,Inf,0,0,0,0,8,16.3671209915029
Exp4_S17,21,near,far,far,5,0,0,0,7,1,16.0557693651522
Exp4_S17,22,near,far,far,2.5,0,0,0,6,2,18.5964067483418
Exp4_S17,23,near,far,far,1.25,1,0,0,7,0,22.4253963121391
Exp4_S17,24,near,far,far,0.625,0,1,1,6,0,25.0668577251137
Exp4_S17,25,near,no flankers,far,Inf,0,0,0,0,8,14.5407091025596
Exp4_S17,26,far,far,far,5,7,0,0,0,1,13.7269340633091
Exp4_S17,27,far,far,far,2.5,7,0,0,0,1,20.5599944363408
Exp4_S17,28,far,far,far,1.25,7,0,0,0,1,28.795121311631
Exp4_S17,29,far,far,far,0.625,8,0,0,0,0,23.1073323024003
Exp4_S17,30,far,no flankers,far,Inf,1,0,0,0,7,17.1301692557267
Exp4_S18,1,mid,near,near,5,8,0,0,0,0,15.9081130459249
Exp4_S18,2,mid,near,near,2.5,7,1,0,0,0,46.2059349833637
Exp4_S18,3,mid,near,near,1.25,8,0,0,0,0,33.7530362315152
Exp4_S18,4,mid,near,near,0.625,8,0,0,0,0,19.0967470212019
Exp4_S18,5,mid,no flankers,near,Inf,2,0,0,0,6,15.5615871400041
Exp4_S18,6,far,near,near,5,7,0,0,1,0,14.1824000937676
Exp4_S18,7,far,near,near,2.5,6,1,0,1,0,21.5736532076671
Exp4_S18,8,far,near,near,1.25,5,1,0,2,0,55.7926600284985
Exp4_S18,9,far,near,near,0.625,7,0,0,1,0,67.7941587647639
Exp4_S18,10,far,no flankers,near,Inf,0,0,0,0,8,17.2290970116155
Exp4_S18,11,near,near,near,5,8,0,0,0,0,36.2336604243113
Exp4_S18,12,near,near,near,2.5,6,2,0,0,0,45.1769773467638
Exp4_S18,13,near,near,near,1.25,8,0,0,0,0,17.1762555745103
Exp4_S18,14,near,near,near,0.625,7,0,0,1,0,29.9634250817592
Exp4_S18,15,near,no flankers,near,Inf,2,0,0,0,6,17.2151366772376
Exp4_S18,16,mid,far,far,5,8,0,0,0,0,18.0774922813823
Exp4_S18,17,mid,far,far,2.5,3,3,1,1,0,64.339727845883
Exp4_S18,18,mid,far,far,1.25,1,0,3,4,0,45.7337490651747
Exp4_S18,19,mid,far,far,0.625,2,1,2,3,0,84.9059287564084
Exp4_S18,20,mid,no flankers,far,Inf,0,0,0,2,6,17.1664880528135
Exp4_S18,21,near,far,far,5,6,0,0,2,0,26.0562382848923
Exp4_S18,22,near,far,far,2.5,1,2,0,5,0,51.680864757188
Exp4_S18,23,near,far,far,1.25,2,1,1,4,0,65.4310675005738
Exp4_S18,24,near,far,far,0.625,2,2,0,4,0,36.5235518355956
Exp4_S18,25,near,no flankers,far,Inf,0,0,0,0,8,22.573009319865
Exp4_S18,26,far,far,far,5,4,3,0,1,0,40.1929278402215
Exp4_S18,27,far,far,far,2.5,7,1,0,0,0,69.2173506957855
Exp4_S18,28,far,far,far,1.25,8,0,0,0,0,51.1550687696064
Exp4_S18,29,far,far,far,0.625,8,0,0,0,0,87.9464906815343
Exp4_S18,30,far,no flankers,far,Inf,0,0,0,0,8,8.56143632761666
Exp4_S19,1,mid,near,near,5,6,1,0,1,0,21.7826597169738
Exp4_S19,2,mid,near,near,2.5,2,4,0,2,0,13.3245166139634
Exp4_S19,3,mid,near,near,1.25,3,2,1,2,0,40.720840178506
Exp4_S19,4,mid,near,near,0.625,0,3,5,0,0,29.0087487437692
Exp4_S19,5,mid,no flankers,near,Inf,0,0,0,0,8,16.0114674945109
Exp4_S19,6,far,near,near,5,3,0,1,3,1,19.3075257978333
Exp4_S19,7,far,near,near,2.5,2,1,1,3,1,67.2236740782361
Exp4_S19,8,far,near,near,1.25,2,2,3,1,0,60.6274956749515
Exp4_S19,9,far,near,near,0.625,1,0,6,1,0,52.0128610356633
Exp4_S19,10,far,no flankers,near,Inf,0,0,0,0,8,23.0076418977964
Exp4_S19,11,near,near,near,5,8,0,0,0,0,12.5057726155193
Exp4_S19,12,near,near,near,2.5,8,0,0,0,0,13.1675775816778
Exp4_S19,13,near,near,near,1.25,7,0,0,0,1,12.0227190044303
Exp4_S19,14,near,near,near,0.625,8,0,0,0,0,15.0737411382919
Exp4_S19,15,near,no flankers,near,Inf,0,0,0,0,8,16.9696637225415
Exp4_S19,16,mid,far,far,5,8,0,0,0,0,22.5586312550993
Exp4_S19,17,mid,far,far,2.5,7,0,0,0,1,15.1417291997602
Exp4_S19,18,mid,far,far,1.25,7,0,0,1,0,11.135797070726
Exp4_S19,19,mid,far,far,0.625,3,2,0,3,0,11.590278751232
Exp4_S19,20,mid,no flankers,far,Inf,1,0,0,0,7,11.1580335197386
Exp4_S19,21,near,far,far,5,5,1,0,2,0,20.5443357886719
Exp4_S19,22,near,far,far,2.5,1,5,0,1,1,15.3167995345418
Exp4_S19,23,near,far,far,1.25,1,2,4,1,0,36.432616678501
Exp4_S19,24,near,far,far,0.625,0,1,7,0,0,32.084242398266
Exp4_S19,25,near,no flankers,far,Inf,0,0,0,0,8,51.09968404618
Exp4_S19,26,far,far,far,5,8,0,0,0,0,32.0877526123924
Exp4_S19,27,far,far,far,2.5,8,0,0,0,0,18.0489444524436
Exp4_S19,28,far,far,far,1.25,8,0,0,0,0,7.7910140756156
Exp4_S19,29,far,far,far,0.625,8,0,0,0,0,8.1297973664792
Exp4_S19,30,far,no flankers,far,Inf,1,0,0,0,7,29.979945412667
Exp4_S1,1,mid,near,near,5,4,2,0,1,1,19.6068329942437
Exp4_S1,2,mid,near,near,2.5,3,1,3,0,1,40.3659305040877
Exp4_S1,3,mid,near,near,1.25,5,3,0,0,0,27.8560582484804
Exp4_S1,4,mid,near,near,0.625,1,3,2,1,1,72.044207358747
Exp4_S1,5,mid,no flankers,near,Inf,0,0,0,0,8,12.4696056768065
Exp4_S1,6,far,near,near,5,2,5,1,0,0,52.4773231708156
Exp4_S1,7,far,near,near,2.5,2,6,0,0,0,15.8748862151088
Exp4_S1,8,far,near,near,1.25,2,5,1,0,0,36.3966014344209
Exp4_S1,9,far,near,near,0.625,1,5,1,0,1,18.4550225594735
Exp4_S1,10,far,no flankers,near,Inf,1,0,0,0,7,35.0759424939459
Exp4_S1,11,near,near,near,5,7,1,0,0,0,19.1760289937644
Exp4_S1,12,near,near,near,2.5,5,3,0,0,0,18.3572243426994
Exp4_S1,13,near,near,near,1.25,5,2,0,1,0,10.310282834993
Exp4_S1,14,near,near,near,0.625,7,1,0,0,0,14.2345518072235
Exp4_S1,15,near,no flankers,near,Inf,0,1,0,0,7,25.6083242461521
Exp4_S1,16,mid,far,far,5,5,3,0,0,0,19.0896721595639
Exp4_S1,17,mid,far,far,2.5,3,5,0,0,0,45.0718043818201
Exp4_S1,18,mid,far,far,1.25,0,1,7,0,0,26.8689526546602
Exp4_S1,19,mid,far,far,0.625,2,0,6,0,0,19.3837478804104
Exp4_S1,20,mid,no flankers,far,Inf,1,1,0,0,6,14.717478321309
Exp4_S1,21,near,far,far,5,5,2,0,0,1,16.455974221507
Exp4_S1,22,near,far,far,2.5,2,5,0,1,0,39.8357750043201
Exp4_S1,23,near,far,far,1.25,2,2,3,1,0,17.164488430076
Exp4_S1,24,near,far,far,0.625,0,2,5,1,0,81.3472919594531
Exp4_S1,25,near,no flankers,far,Inf,0,0,0,0,8,36.371570845464
Exp4_S1,26,far,far,far,5,7,1,0,0,0,45.6253453234256
Exp4_S1,27,far,far,far,2.5,6,1,1,0,0,11.9705104512832
Exp4_S1,28,far,far,far,1.25,5,3,0,0,0,41.4146326793238
Exp4_S1,29,far,far,far,0.625,6,0,0,0,2,32.8850551406133
Exp4_S1,30,far,no flankers,far,Inf,0,2,0,0,6,7.19769431224977
Exp4_S20,1,mid,near,near,5,3,2,2,1,0,20.0006369176764
Exp4_S20,2,mid,near,near,2.5,1,2,5,0,0,33.5810549983707
Exp4_S20,3,mid,near,near,1.25,1,1,4,2,0,46.3732216824271
Exp4_S20,4,mid,near,near,0.625,0,1,7,0,0,39.6489050567927
Exp4_S20,5,mid,no flankers,near,Inf,0,2,0,0,6,40.9536019124399
Exp4_S20,6,far,near,near,5,2,1,5,0,0,95.8756909340393
Exp4_S20,7,far,near,near,2.5,0,2,2,4,0,65.8578595466864
Exp4_S20,8,far,near,near,1.25,0,0,6,2,0,33.7776410024238
Exp4_S20,9,far,near,near,0.625,2,1,5,0,0,86.3472266925496
Exp4_S20,10,far,no flankers,near,Inf,0,1,0,0,7,22.5295851535988
Exp4_S20,11,near,near,near,5,8,0,0,0,0,17.4285229610335
Exp4_S20,12,near,near,near,2.5,7,1,0,0,0,15.2650381630526
Exp4_S20,13,near,near,near,1.25,7,1,0,0,0,47.0921971538807
Exp4_S20,14,near,near,near,0.625,8,0,0,0,0,27.4624360375229
Exp4_S20,15,near,no flankers,near,Inf,0,0,0,2,6,15.2224248065502
Exp4_S20,16,mid,far,far,5,5,2,0,1,0,22.398011809158
Exp4_S20,17,mid,far,far,2.5,2,5,1,0,0,17.4080185801042
Exp4_S20,18,mid,far,far,1.25,1,2,5,0,0,21.255344654637
Exp4_S20,19,mid,far,far,0.625,0,4,4,0,0,11.4777036622032
Exp4_S20,20,mid,no flankers,far,Inf,0,2,0,0,6,17.0936635591313
Exp4_S20,21,near,far,far,5,1,6,0,1,0,23.4058776517729
Exp4_S20,22,near,far,far,2.5,1,2,1,4,0,20.2205544626205
Exp4_S20,23,near,far,far,1.25,0,2,3,3,0,48.7579115842119
Exp4_S20,24,near,far,far,0.625,0,0,2,6,0,17.6917098995527
Exp4_S20,25,near,no flankers,far,Inf,2,0,0,0,6,15.6332463332331
Exp4_S20,26,far,far,far,5,8,0,0,0,0,22.5846866288592
Exp4_S20,27,far,far,far,2.5,7,1,0,0,0,24.1321482338485
