ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,CircSD_deg
Exp2_S10,1,near,mid,near,5,55.5145322481326
Exp2_S10,2,near,mid,near,2.5,27.3361752867479
Exp2_S10,3,near,mid,near,1.25,47.7185698049235
Exp2_S10,4,near,mid,near,0.625,38.3129922609103
Exp2_S10,5,near,far,near,5,14.4484295049074
Exp2_S10,6,near,far,near,2.5,10.7069749420795
Exp2_S10,7,near,far,near,1.25,67.2153483900022
Exp2_S10,8,near,far,near,0.625,90.9147682511693
Exp2_S10,9,near,near,near,5,14.3363862604693
Exp2_S10,10,near,near,near,2.5,16.6695152730108
Exp2_S10,11,near,near,near,1.25,40.1104619274745
Exp2_S10,12,near,near,near,0.625,41.6710289240808
Exp2_S10,13,far,mid,far,5,24.3968062505952
Exp2_S10,14,far,mid,far,2.5,26.9712752609615
Exp2_S10,15,far,mid,far,1.25,48.0652301982411
Exp2_S10,16,far,mid,far,0.625,66.6018511919717
Exp2_S10,17,far,near,far,5,22.771348741119
Exp2_S10,18,far,near,far,2.5,12.472447330245
Exp2_S10,19,far,near,far,1.25,14.5942775771315
Exp2_S10,20,far,near,far,0.625,46.3858096358575
Exp2_S10,21,far,far,far,5,21.3911716890073
Exp2_S10,22,far,far,far,2.5,28.0951754717725
Exp2_S10,23,far,far,far,1.25,47.6022888786695
Exp2_S10,24,far,far,far,0.625,45.9064015646861
Exp2_S10,25,near,no flankers,near,Inf,15.3641508963339
Exp2_S10,26,far,no flankers,far,Inf,19.0623542714937
Exp2_S11,1,near,mid,near,5,28.6882247520381
Exp2_S11,2,near,mid,near,2.5,12.4360545168515
Exp2_S11,3,near,mid,near,1.25,20.8235971082001
Exp2_S11,4,near,mid,near,0.625,27.4587861280129
Exp2_S11,5,near,far,near,5,12.4834024221394
Exp2_S11,6,near,far,near,2.5,22.2473686288686
Exp2_S11,7,near,far,near,1.25,40.0756964247684
Exp2_S11,8,near,far,near,0.625,25.8302866519785
Exp2_S11,9,near,near,near,5,32.0813275597529
Exp2_S11,10,near,near,near,2.5,47.2236202003064
Exp2_S11,11,near,near,near,1.25,26.1849097016025
Exp2_S11,12,near,near,near,0.625,55.067700165921
Exp2_S11,13,far,mid,far,5,17.2951652279659
Exp2_S11,14,far,mid,far,2.5,14.1762588615605
Exp2_S11,15,far,mid,far,1.25,18.1175459333341
Exp2_S11,16,far,mid,far,0.625,30.2891616581927
Exp2_S11,17,far,near,far,5,15.6665097594691
Exp2_S11,18,far,near,far,2.5,21.7521418105158
Exp2_S11,19,far,near,far,1.25,16.6337166838381
Exp2_S11,20,far,near,far,0.625,42.6153019061699
Exp2_S11,21,far,far,far,5,13.7235025614477
Exp2_S11,22,far,far,far,2.5,23.7543799956623
Exp2_S11,23,far,far,far,1.25,37.279649187878
Exp2_S11,24,far,far,far,0.625,82.7686739289043
Exp2_S11,25,near,no flankers,near,Inf,13.6408521901078
Exp2_S11,26,far,no flankers,far,Inf,23.3931127552861
Exp2_S12,1,near,mid,near,5,17.0120796081101
Exp2_S12,2,near,mid,near,2.5,23.3155546608054
Exp2_S12,3,near,mid,near,1.25,47.4544837675365
Exp2_S12,4,near,mid,near,0.625,34.0979011124129
Exp2_S12,5,near,far,near,5,12.3070840075907
Exp2_S12,6,near,far,near,2.5,41.6716705214134
Exp2_S12,7,near,far,near,1.25,29.7232415580059
Exp2_S12,8,near,far,near,0.625,NaN
Exp2_S12,9,near,near,near,5,18.3858062423976
Exp2_S12,10,near,near,near,2.5,54.4942708548454
Exp2_S12,11,near,near,near,1.25,69.77257458214
Exp2_S12,12,near,near,near,0.625,58.9885890591835
Exp2_S12,13,far,mid,far,5,29.0407517700451
Exp2_S12,14,far,mid,far,2.5,43.5771362569321
Exp2_S12,15,far,mid,far,1.25,63.7763716472034
Exp2_S12,16,far,mid,far,0.625,66.5791359806397
Exp2_S12,17,far,near,far,5,14.2849515257869
Exp2_S12,18,far,near,far,2.5,13.3931847909355
Exp2_S12,19,far,near,far,1.25,76.6445572151922
Exp2_S12,20,far,near,far,0.625,43.8894060951535
Exp2_S12,21,far,far,far,5,26.3112494937724
Exp2_S12,22,far,far,far,2.5,20.4098464773788
Exp2_S12,23,far,far,far,1.25,48.9652308800635
Exp2_S12,24,far,far,far,0.625,17.7820587544848
Exp2_S12,25,near,no flankers,near,Inf,10.2772488492476
Exp2_S12,26,far,no flankers,far,Inf,12.772203593212
Exp2_S13,1,near,mid,near,5,28.0483076737327
Exp2_S13,2,near,mid,near,2.5,40.8144069830814
Exp2_S13,3,near,mid,near,1.25,62.5343742880488
Exp2_S13,4,near,mid,near,0.625,17.9676751671092
Exp2_S13,5,near,far,near,5,31.2242127614253
Exp2_S13,6,near,far,near,2.5,27.1116636846803
Exp2_S13,7,near,far,near,1.25,50.6355621655464
Exp2_S13,8,near,far,near,0.625,63.5457493507721
Exp2_S13,9,near,near,near,5,15.7582735960396
Exp2_S13,10,near,near,near,2.5,19.1529118998329
Exp2_S13,11,near,near,near,1.25,11.9786455628504
Exp2_S13,12,near,near,near,0.625,24.0053349001799
Exp2_S13,13,far,mid,far,5,30.4133340437053
Exp2_S13,14,far,mid,far,2.5,18.5005605171637
Exp2_S13,15,far,mid,far,1.25,27.6163740184403
Exp2_S13,16,far,mid,far,0.625,57.0570595380802
