ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,PerceivedPosCount_TCenter,PerceivedPosCount_TOffCenter,PerceivedPosCount_TObstructed,PerceivedPosCount_TOutside,PerceivedPosCount_noRingOrUnsure,CircSD_deg
Exp3_S12,11,far,mid,mid,1.25,7,0,2,0,1,40.4586782575468
Exp3_S12,12,far,mid,mid,0.625,6,0,2,2,0,56.7441168615133
Exp3_S12,13,mid,no flankers,mid,Inf,1,0,0,0,9,19.416537711118
Exp3_S12,14,near,no flankers,mid,Inf,0,0,0,0,10,24.303714228817
Exp3_S12,15,far,no flankers,mid,Inf,0,0,0,0,10,10.8263697040385
Exp3_S13,1,mid,mid,mid,5,10,0,0,0,0,16.3632464222589
Exp3_S13,2,mid,mid,mid,2.5,10,0,0,0,0,11.6683816666753
Exp3_S13,3,mid,mid,mid,1.25,10,0,0,0,0,16.1319143970188
Exp3_S13,4,mid,mid,mid,0.625,10,0,0,0,0,8.88005102637428
Exp3_S13,5,near,mid,mid,5,7,2,1,0,0,14.2492488379539
Exp3_S13,6,near,mid,mid,2.5,8,0,2,0,0,7.32177817972413
Exp3_S13,7,near,mid,mid,1.25,7,3,0,0,0,14.6735475039146
Exp3_S13,8,near,mid,mid,0.625,6,3,1,0,0,33.7672459655284
Exp3_S13,9,far,mid,mid,5,5,5,0,0,0,9.63331599859874
Exp3_S13,10,far,mid,mid,2.5,4,4,2,0,0,10.7259030524907
Exp3_S13,11,far,mid,mid,1.25,5,0,4,0,1,25.5185905212656
Exp3_S13,12,far,mid,mid,0.625,4,1,5,0,0,11.0125805783015
Exp3_S13,13,mid,no flankers,mid,Inf,5,0,0,0,5,10.2875195311995
Exp3_S13,14,near,no flankers,mid,Inf,2,0,0,0,8,17.226330311037
Exp3_S13,15,far,no flankers,mid,Inf,1,0,0,0,9,10.5060150518893
Exp3_S14,1,mid,mid,mid,5,9,0,0,0,1,106.967484475124
Exp3_S14,2,mid,mid,mid,2.5,10,0,0,0,0,105.33149185421
Exp3_S14,3,mid,mid,mid,1.25,9,1,0,0,0,94.8313855148025
Exp3_S14,4,mid,mid,mid,0.625,10,0,0,0,0,88.1317865574807
Exp3_S14,5,near,mid,mid,5,2,7,1,0,0,89.1988080117682
Exp3_S14,6,near,mid,mid,2.5,1,6,0,3,0,94.3266715673609
Exp3_S14,7,near,mid,mid,1.25,0,5,0,5,0,102.169056699024
Exp3_S14,8,near,mid,mid,0.625,0,1,2,7,0,70.7223166222828
Exp3_S14,9,far,mid,mid,5,2,8,0,0,0,68.4194536495928
Exp3_S14,10,far,mid,mid,2.5,1,9,0,0,0,146.281300759193
Exp3_S14,11,far,mid,mid,1.25,0,3,7,0,0,98.5332295544757
Exp3_S14,12,far,mid,mid,0.625,1,2,7,0,0,118.887170662089
Exp3_S14,13,mid,no flankers,mid,Inf,0,0,0,1,9,102.194431229844
Exp3_S14,14,near,no flankers,mid,Inf,0,0,0,0,10,64.3439739683151
Exp3_S14,15,far,no flankers,mid,Inf,0,0,0,1,9,104.747003420849
Exp3_S15,1,mid,mid,mid,5,10,0,0,0,0,9.94344480488344
Exp3_S15,2,mid,mid,mid,2.5,10,0,0,0,0,19.2125615156694
Exp3_S15,3,mid,mid,mid,1.25,10,0,0,0,0,45.0010880719306
Exp3_S15,4,mid,mid,mid,0.625,10,0,0,0,0,25.8880501462035
Exp3_S15,5,near,mid,mid,5,3,2,1,4,0,15.4117547353134
Exp3_S15,6,near,mid,mid,2.5,8,2,0,0,0,16.722321110308
Exp3_S15,7,near,mid,mid,1.25,5,4,0,1,0,44.0363195336293
Exp3_S15,8,near,mid,mid,0.625,4,3,3,0,0,29.2198116289123
Exp3_S15,9,far,mid,mid,5,5,5,0,0,0,8.79977652311143
Exp3_S15,10,far,mid,mid,2.5,5,5,0,0,0,14.1970716804817
Exp3_S15,11,far,mid,mid,1.25,2,3,5,0,0,39.1354405723965
Exp3_S15,12,far,mid,mid,0.625,2,3,5,0,0,26.9734503671728
Exp3_S15,13,mid,no flankers,mid,Inf,1,0,0,0,9,17.8650236235936
Exp3_S15,14,near,no flankers,mid,Inf,1,0,0,0,9,15.6007563471326
Exp3_S15,15,far,no flankers,mid,Inf,0,0,0,0,10,9.04485331896606
Exp3_S16,1,mid,mid,mid,5,10,0,0,0,0,11.7316414775861
Exp3_S16,2,mid,mid,mid,2.5,10,0,0,0,0,23.2299473190114
Exp3_S16,3,mid,mid,mid,1.25,10,0,0,0,0,17.8560405649417
Exp3_S16,4,mid,mid,mid,0.625,9,0,1,0,0,52.0999858488603
Exp3_S16,5,near,mid,mid,5,4,3,2,1,0,13.7689815984283
Exp3_S16,6,near,mid,mid,2.5,2,2,1,5,0,25.9919666369608
Exp3_S16,7,near,mid,mid,1.25,2,4,0,4,0,19.703283259991
Exp3_S16,8,near,mid,mid,0.625,6,0,0,4,0,20.9116328187679
Exp3_S16,9,far,mid,mid,5,10,0,0,0,0,15.6944409326359
Exp3_S16,10,far,mid,mid,2.5,9,1,0,0,0,26.0709175233935
Exp3_S16,11,far,mid,mid,1.25,9,0,0,0,1,22.7217346894362
Exp3_S16,12,far,mid,mid,0.625,10,0,0,0,0,18.5854588963504
Exp3_S16,13,mid,no flankers,mid,Inf,0,0,0,0,10,15.6290550662888
Exp3_S16,14,near,no flankers,mid,Inf,0,0,0,0,10,17.1728431394412
Exp3_S16,15,far,no flankers,mid,Inf,1,0,0,0,9,19.436763012904
Exp3_S17,1,mid,mid,mid,5,10,0,0,0,0,17.7763714486958
Exp3_S17,2,mid,mid,mid,2.5,9,0,0,0,1,17.1311116531244
Exp3_S17,3,mid,mid,mid,1.25,7,1,1,0,1,42.511536685726
Exp3_S17,4,mid,mid,mid,0.625,8,1,0,0,1,31.0623328933636
Exp3_S17,5,near,mid,mid,5,5,1,2,2,0,42.4963590511477
Exp3_S17,6,near,mid,mid,2.5,5,1,1,3,0,16.4738423092387
Exp3_S17,7,near,mid,mid,1.25,2,3,1,3,1,59.6816320301399
Exp3_S17,8,near,mid,mid,0.625,3,1,5,1,0,89.4746237560502
Exp3_S17,9,far,mid,mid,5,9,1,0,0,0,45.7873864252858
Exp3_S17,10,far,mid,mid,2.5,7,2,1,0,0,29.788280841122
Exp3_S17,11,far,mid,mid,1.25,7,0,0,3,0,25.2262000662437
Exp3_S17,12,far,mid,mid,0.625,7,1,1,0,1,56.3428951940167
Exp3_S17,13,mid,no flankers,mid,Inf,2,0,0,0,8,34.0400025190617
Exp3_S17,14,near,no flankers,mid,Inf,2,0,2,0,6,14.5082250791288
Exp3_S17,15,far,no flankers,mid,Inf,0,0,0,1,9,27.1954708749676
Exp3_S18,1,mid,mid,mid,5,10,0,0,0,0,21.0037747462685
Exp3_S18,2,mid,mid,mid,2.5,10,0,0,0,0,21.3142176585967
Exp3_S18,3,mid,mid,mid,1.25,10,0,0,0,0,39.7307037433528
Exp3_S18,4,mid,mid,mid,0.625,9,0,0,1,0,81.0166283189364
Exp3_S18,5,near,mid,mid,5,0,0,1,9,0,29.4136010871315
Exp3_S18,6,near,mid,mid,2.5,2,0,0,7,1,17.6621022328113
Exp3_S18,7,near,mid,mid,1.25,1,0,0,9,0,52.0837451614506
Exp3_S18,8,near,mid,mid,0.625,0,0,0,10,0,27.5410181024138
Exp3_S18,9,far,mid,mid,5,8,2,0,0,0,18.2877914901702
Exp3_S18,10,far,mid,mid,2.5,1,6,1,2,0,15.7001386862662
Exp3_S18,11,far,mid,mid,1.25,5,0,3,2,0,42.2498582545981
Exp3_S18,12,far,mid,mid,0.625,1,0,8,1,0,46.036125953419
Exp3_S18,13,mid,no flankers,mid,Inf,0,0,0,0,10,9.64367797088899
Exp3_S18,14,near,no flankers,mid,Inf,0,0,0,0,10,26.0476910131713
Exp3_S18,15,far,no flankers,mid,Inf,0,0,0,0,10,9.73348496422307
Exp3_S19,1,mid,mid,mid,5,9,0,1,0,0,25.3889644294931
Exp3_S19,2,mid,mid,mid,2.5,8,1,0,0,1,29.532605341357
Exp3_S19,3,mid,mid,mid,1.25,8,1,1,0,0,37.0363175516468
Exp3_S19,4,mid,mid,mid,0.625,8,1,1,0,0,28.5847702553912
Exp3_S19,5,near,mid,mid,5,5,1,1,3,0,74.574258983375
Exp3_S19,6,near,mid,mid,2.5,7,2,0,1,0,29.028208412212
Exp3_S19,7,near,mid,mid,1.25,3,3,1,1,2,59.565481404061
Exp3_S19,8,near,mid,mid,0.625,6,2,2,0,0,40.5827260012193
Exp3_S19,9,far,mid,mid,5,6,2,1,1,0,31.680621052941
Exp3_S19,10,far,mid,mid,2.5,10,0,0,0,0,40.8101571707251
Exp3_S19,11,far,mid,mid,1.25,6,3,0,1,0,52.867614291769
Exp3_S19,12,far,mid,mid,0.625,9,1,0,0,0,42.5869738824961
Exp3_S19,13,mid,no flankers,mid,Inf,2,2,1,0,5,36.1269633239751
Exp3_S19,14,near,no flankers,mid,Inf,4,3,0,1,2,74.7535969958275
Exp3_S19,15,far,no flankers,mid,Inf,6,0,1,0,3,17.5288706847396
Exp3_S1,1,mid,mid,mid,5,10,0,0,0,0,14.1208121241461
Exp3_S1,2,mid,mid,mid,2.5,9,0,1,0,0,11.9995564632096
Exp3_S1,3,mid,mid,mid,1.25,9,1,0,0,0,23.909943430438
Exp3_S1,4,mid,mid,mid,0.625,10,0,0,0,0,37.4518046322923
Exp3_S1,5,near,mid,mid,5,4,1,5,0,0,14.5570691963562
Exp3_S1,6,near,mid,mid,2.5,4,1,1,4,0,31.0788664994579
Exp3_S1,7,near,mid,mid,1.25,5,0,1,4,0,25.1299684213317
Exp3_S1,8,near,mid,mid,0.625,3,1,2,4,0,43.4686160588769
Exp3_S1,9,far,mid,mid,5,8,2,0,0,0,13.953573407339
Exp3_S1,10,far,mid,mid,2.5,5,5,0,0,0,40.4918625392897
Exp3_S1,11,far,mid,mid,1.25,6,1,3,0,0,59.8709655235401
Exp3_S1,12,far,mid,mid,0.625,0,0,10,0,0,78.4865528200629
Exp3_S1,13,mid,no flankers,mid,Inf,0,0,0,0,10,20.9410774892176
Exp3_S1,14,near,no flankers,mid,Inf,0,0,0,0,10,19.621001834226
Exp3_S1,15,far,no flankers,mid,Inf,0,0,0,0,10,33.2962207410737
Exp3_S20,1,mid,mid,mid,5,9,1,0,0,0,11.947779348094
Exp3_S20,2,mid,mid,mid,2.5,9,0,0,1,0,38.6663711311672
Exp3_S20,3,mid,mid,mid,1.25,10,0,0,0,0,12.8243513110374
Exp3_S20,4,mid,mid,mid,0.625,10,0,0,0,0,14.5944703761233
Exp3_S20,5,near,mid,mid,5,3,7,0,0,0,11.4857916722814
Exp3_S20,6,near,mid,mid,2.5,2,7,1,0,0,13.5398270778327
Exp3_S20,7,near,mid,mid,1.25,0,2,8,0,0,15.8300342375124
Exp3_S20,8,near,mid,mid,0.625,0,0,8,2,0,21.3809582924573
Exp3_S20,9,far,mid,mid,5,3,5,1,1,0,38.8284633275615
Exp3_S20,10,far,mid,mid,2.5,0,10,0,0,0,14.9420418006121
Exp3_S20,11,far,mid,mid,1.25,0,2,8,0,0,13.1304347004746
Exp3_S20,12,far,mid,mid,0.625,0,1,9,0,0,17.5670935955458
Exp3_S20,13,mid,no flankers,mid,Inf,0,1,0,0,9,14.712396087087
Exp3_S20,14,near,no flankers,mid,Inf,0,0,0,0,10,17.0059482832093
Exp3_S20,15,far,no flankers,mid,Inf,0,0,0,0,10,19.908427643771
Exp3_S21,1,mid,mid,mid,5,7,2,0,1,0,13.8299368456002
Exp3_S21,2,mid,mid,mid,2.5,10,0,0,0,0,18.9510810145824
Exp3_S21,3,mid,mid,mid,1.25,9,1,0,0,0,15.4484613613802
Exp3_S21,4,mid,mid,mid,0.625,9,1,0,0,0,21.350339101027
Exp3_S21,5,near,mid,mid,5,3,1,1,5,0,18.7976838850299
Exp3_S21,6,near,mid,mid,2.5,2,2,0,6,0,14.2246321982051
Exp3_S21,7,near,mid,mid,1.25,0,2,0,8,0,13.903592743749
Exp3_S21,8,near,mid,mid,0.625,1,0,0,9,0,48.3304231199302
Exp3_S21,9,far,mid,mid,5,9,1,0,0,0,14.1257327064909
Exp3_S21,10,far,mid,mid,2.5,3,7,0,0,0,29.6182348946369
Exp3_S21,11,far,mid,mid,1.25,7,1,1,1,0,113.185444596344
Exp3_S21,12,far,mid,mid,0.625,6,2,1,1,0,45.41138379873
Exp3_S21,13,mid,no flankers,mid,Inf,4,0,0,0,6,15.7344595585241
Exp3_S21,14,near,no flankers,mid,Inf,4,0,1,0,5,20.8781415427771
Exp3_S21,15,far,no flankers,mid,Inf,4,0,0,0,6,22.4867066712207
Exp3_S2,1,mid,mid,mid,5,10,0,0,0,0,19.2340923687185
Exp3_S2,2,mid,mid,mid,2.5,10,0,0,0,0,20.4957287504811
Exp3_S2,3,mid,mid,mid,1.25,10,0,0,0,0,45.332810664693
Exp3_S2,4,mid,mid,mid,0.625,10,0,0,0,0,34.0666225445119
Exp3_S2,5,near,mid,mid,5,1,2,1,5,1,13.04525678296
Exp3_S2,6,near,mid,mid,2.5,5,0,0,5,0,32.70183415557
Exp3_S2,7,near,mid,mid,1.25,2,1,2,5,0,19.6292493638776
Exp3_S2,8,near,mid,mid,0.625,2,2,1,5,0,18.8201431231648
Exp3_S2,9,far,mid,mid,5,10,0,0,0,0,25.0225750749571
Exp3_S2,10,far,mid,mid,2.5,9,1,0,0,0,49.8867166537608
Exp3_S2,11,far,mid,mid,1.25,10,0,0,0,0,41.5446557448803
Exp3_S2,12,far,mid,mid,0.625,8,0,2,0,0,78.0065488543448
Exp3_S2,13,mid,no flankers,mid,Inf,0,0,0,0,10,12.1671908895179
Exp3_S2,14,near,no flankers,mid,Inf,0,0,0,0,10,20.0333441550822
Exp3_S2,15,far,no flankers,mid,Inf,0,0,0,0,10,22.8482861388473
Exp3_S3,1,mid,mid,mid,5,9,0,0,0,1,11.7390347350216
Exp3_S3,2,mid,mid,mid,2.5,10,0,0,0,0,13.3023070337497
Exp3_S3,3,mid,mid,mid,1.25,10,0,0,0,0,21.5086420145742
Exp3_S3,4,mid,mid,mid,0.625,9,0,0,0,1,12.8423560808873
Exp3_S3,5,near,mid,mid,5,0,2,8,0,0,14.1680731019429
Exp3_S3,6,near,mid,mid,2.5,0,0,4,5,1,19.9749219006992
Exp3_S3,7,near,mid,mid,1.25,3,1,2,4,0,13.7644191799848
Exp3_S3,8,near,mid,mid,0.625,0,0,7,3,0,26.8168450517631
Exp3_S3,9,far,mid,mid,5,9,1,0,0,0,18.8781587165898
Exp3_S3,10,far,mid,mid,2.5,7,2,1,0,0,14.4220347775512
Exp3_S3,11,far,mid,mid,1.25,3,2,5,0,0,13.6825896088193
Exp3_S3,12,far,mid,mid,0.625,5,0,5,0,0,14.0838948667577
Exp3_S3,13,mid,no flankers,mid,Inf,0,0,0,0,10,19.6546442288106
Exp3_S3,14,near,no flankers,mid,Inf,0,0,0,0,10,35.2112774196581
Exp3_S3,15,far,no flankers,mid,Inf,0,0,0,0,10,16.2821151098552
Exp3_S4,1,mid,mid,mid,5,8,0,0,2,0,14.5258634137997
Exp3_S4,2,mid,mid,mid,2.5,9,0,1,0,0,15.3692538819217
Exp3_S4,3,mid,mid,mid,1.25,10,0,0,0,0,21.2116141261739
Exp3_S4,4,mid,mid,mid,0.625,10,0,0,0,0,19.4690266256801
Exp3_S4,5,near,mid,mid,5,10,0,0,0,0,11.2039834201728
Exp3_S4,6,near,mid,mid,2.5,9,0,0,1,0,26.7326732995778
Exp3_S4,7,near,mid,mid,1.25,5,4,0,0,1,34.7031431530464
Exp3_S4,8,near,mid,mid,0.625,5,5,0,0,0,21.0757553339043
Exp3_S4,9,far,mid,mid,5,10,0,0,0,0,22.7510145060836
Exp3_S4,10,far,mid,mid,2.5,8,1,0,1,0,23.259089730255
Exp3_S4,11,far,mid,mid,1.25,8,1,0,1,0,42.8522865723243
Exp3_S4,12,far,mid,mid,0.625,6,4,0,0,0,49.4874207056347
Exp3_S4,13,mid,no flankers,mid,Inf,1,0,1,0,8,15.6080714807804
Exp3_S4,14,near,no flankers,mid,Inf,3,1,0,0,6,20.9479555074472
Exp3_S4,15,far,no flankers,mid,Inf,1,0,0,0,9,19.6126295678999
Exp3_S5,1,mid,mid,mid,5,8,1,0,1,0,93.5431927054845
Exp3_S5,2,mid,mid,mid,2.5,9,0,1,0,0,80.280150627654
Exp3_S5,3,mid,mid,mid,1.25,6,3,1,0,0,53.90279229052
Exp3_S5,4,mid,mid,mid,0.625,9,0,1,0,0,37.6713689192375
Exp3_S5,5,near,mid,mid,5,5,0,5,0,0,45.5640260644561
Exp3_S5,6,near,mid,mid,2.5,0,4,2,4,0,94.2077193714863
Exp3_S5,7,near,mid,mid,1.25,0,2,5,3,0,106.995361828732
Exp3_S5,8,near,mid,mid,0.625,0,1,8,1,0,73.620752935288
Exp3_S5,9,far,mid,mid,5,5,5,0,0,0,59.4605693236266
Exp3_S5,10,far,mid,mid,2.5,2,8,0,0,0,68.1202749503809
Exp3_S5,11,far,mid,mid,1.25,2,3,5,0,0,78.253027244364
Exp3_S5,12,far,mid,mid,0.625,0,0,10,0,0,91.1906829871769
Exp3_S5,13,mid,no flankers,mid,Inf,0,0,1,0,9,75.591335318118
Exp3_S5,14,near,no flankers,mid,Inf,0,0,1,0,9,45.3931356273073
Exp3_S5,15,far,no flankers,mid,Inf,0,1,0,0,9,86.5041967835063
Exp3_S6,1,mid,mid,mid,5,9,0,0,1,0,14.8367580347812
Exp3_S6,2,mid,mid,mid,2.5,9,1,0,0,0,27.2170570733803
Exp3_S6,3,mid,mid,mid,1.25,9,1,0,0,0,58.1307343885195
Exp3_S6,4,mid,mid,mid,0.625,10,0,0,0,0,19.0487083469048
Exp3_S6,5,near,mid,mid,5,5,1,4,0,0,16.2430804777993
Exp3_S6,6,near,mid,mid,2.5,5,3,0,2,0,16.4724417193995
Exp3_S6,7,near,mid,mid,1.25,4,2,1,2,1,25.6356532452531
Exp3_S6,8,near,mid,mid,0.625,5,0,0,4,1,31.7629096285461
Exp3_S6,9,far,mid,mid,5,8,2,0,0,0,14.139962558277
Exp3_S6,10,far,mid,mid,2.5,4,4,1,1,0,72.3780030586438
Exp3_S6,11,far,mid,mid,1.25,10,0,0,0,0,61.9050183390907
Exp3_S6,12,far,mid,mid,0.625,5,0,4,1,0,80.3912310633279
Exp3_S6,13,mid,no flankers,mid,Inf,0,0,0,0,10,18.2969717235398
Exp3_S6,14,near,no flankers,mid,Inf,0,0,0,0,10,8.69251808184735
Exp3_S6,15,far,no flankers,mid,Inf,0,0,0,0,10,19.0256207485386
Exp3_S7,1,mid,mid,mid,5,10,0,0,0,0,10.0838691005763
Exp3_S7,2,mid,mid,mid,2.5,10,0,0,0,0,12.6537204004358
Exp3_S7,3,mid,mid,mid,1.25,10,0,0,0,0,11.8803562769997
Exp3_S7,4,mid,mid,mid,0.625,9,1,0,0,0,20.9271174367598
Exp3_S7,5,near,mid,mid,5,8,2,0,0,0,10.3164470808134
Exp3_S7,6,near,mid,mid,2.5,9,1,0,0,0,18.1825161936551
Exp3_S7,7,near,mid,mid,1.25,7,3,0,0,0,41.3100470546034
Exp3_S7,8,near,mid,mid,0.625,3,6,0,1,0,13.6956347470418
Exp3_S7,9,far,mid,mid,5,5,5,0,0,0,14.7603705839225
Exp3_S7,10,far,mid,mid,2.5,3,7,0,0,0,16.0281032030615
Exp3_S7,11,far,mid,mid,1.25,1,7,2,0,0,39.0175077255675
Exp3_S7,12,far,mid,mid,0.625,0,2,8,0,0,57.6807980232941
Exp3_S7,13,mid,no flankers,mid,Inf,0,0,0,0,10,15.3966153835289
Exp3_S7,14,near,no flankers,mid,Inf,0,0,0,2,8,12.4131944595716
Exp3_S7,15,far,no flankers,mid,Inf,0,0,0,0,10,15.9670717544577
Exp3_S8,1,mid,mid,mid,5,6,1,0,1,2,16.9999627616879
Exp3_S8,2,mid,mid,mid,2.5,10,0,0,0,0,10.2223404272698
Exp3_S8,3,mid,mid,mid,1.25,7,2,0,0,1,21.7321581417458
Exp3_S8,4,mid,mid,mid,0.625,9,0,0,0,1,15.8305737399475
Exp3_S8,5,near,mid,mid,5,4,3,1,2,0,42.6645949449729
Exp3_S8,6,near,mid,mid,2.5,1,2,1,3,3,20.4381832174522
Exp3_S8,7,near,mid,mid,1.25,1,5,1,3,0,39.6794648193832
Exp3_S8,8,near,mid,mid,0.625,0,1,3,5,1,28.3698800447126
Exp3_S8,9,far,mid,mid,5,5,4,0,1,0,17.8521329308929
Exp3_S8,10,far,mid,mid,2.5,4,3,0,1,2,29.4566626243501
Exp3_S8,11,far,mid,mid,1.25,3,4,2,0,1,62.1399568258784
Exp3_S8,12,far,mid,mid,0.625,3,5,2,0,0,36.182018665073
Exp3_S8,13,mid,no flankers,mid,Inf,0,0,0,0,10,17.0685121427792
Exp3_S8,14,near,no flankers,mid,Inf,0,0,0,0,10,20.6715873273679
Exp3_S8,15,far,no flankers,mid,Inf,0,0,0,0,10,20.1705176520612
Exp3_S9,1,mid,mid,mid,5,9,1,0,0,0,19.5374067508858
Exp3_S9,2,mid,mid,mid,2.5,9,0,0,1,0,10.3397210045122
Exp3_S9,3,mid,mid,mid,1.25,8,0,0,1,1,54.1685968424645
Exp3_S9,4,mid,mid,mid,0.625,10,0,0,0,0,37.3002776359913
Exp3_S9,5,near,mid,mid,5,1,5,0,4,0,19.4017920530736
Exp3_S9,6,near,mid,mid,2.5,2,1,1,5,1,28.2416452419749
Exp3_S9,7,near,mid,mid,1.25,0,3,2,5,0,18.1510994823637
Exp3_S9,8,near,mid,mid,0.625,1,3,0,6,0,42.0265530507517
Exp3_S9,9,far,mid,mid,5,7,3,0,0,0,63.7362507774372
Exp3_S9,10,far,mid,mid,2.5,3,6,0,1,0,50.7109640166039
Exp3_S9,11,far,mid,mid,1.25,3,0,4,2,1,97.6968873264841
Exp3_S9,12,far,mid,mid,0.625,2,1,4,3,0,22.976214947843
Exp3_S9,13,mid,no flankers,mid,Inf,1,0,0,1,8,33.1857995642311
Exp3_S9,14,near,no flankers,mid,Inf,1,1,0,2,6,13.4290689591697
Exp3_S9,15,far,no flankers,mid,Inf,1,0,0,0,9,20.1516849000673
