ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,CircSD_deg
Exp3_S12,14,near,no flankers,mid,Inf,24.303714228817
Exp3_S12,15,far,no flankers,mid,Inf,10.8263697040385
Exp3_S13,1,mid,mid,mid,5,16.3632464222589
Exp3_S13,2,mid,mid,mid,2.5,11.6683816666753
Exp3_S13,3,mid,mid,mid,1.25,16.1319143970188
Exp3_S13,4,mid,mid,mid,0.625,8.88005102637428
Exp3_S13,5,near,mid,mid,5,14.1687719051436
Exp3_S13,6,near,mid,mid,2.5,6.86944176571171
Exp3_S13,7,near,mid,mid,1.25,14.6735475039146
Exp3_S13,8,near,mid,mid,0.625,34.3360697930103
Exp3_S13,9,far,mid,mid,5,9.63331599859874
Exp3_S13,10,far,mid,mid,2.5,9.9447792036154
Exp3_S13,11,far,mid,mid,1.25,35.4223885989724
Exp3_S13,12,far,mid,mid,0.625,13.2056028878859
Exp3_S13,13,mid,no flankers,mid,Inf,10.2875195311995
Exp3_S13,14,near,no flankers,mid,Inf,17.226330311037
Exp3_S13,15,far,no flankers,mid,Inf,10.5060150518893
Exp3_S14,1,mid,mid,mid,5,89.4566708112843
Exp3_S14,2,mid,mid,mid,2.5,105.33149185421
Exp3_S14,3,mid,mid,mid,1.25,94.8313855148025
Exp3_S14,4,mid,mid,mid,0.625,88.1317865574807
Exp3_S14,5,near,mid,mid,5,97.170185419262
Exp3_S14,6,near,mid,mid,2.5,94.0411144671021
Exp3_S14,7,near,mid,mid,1.25,132.846819042145
Exp3_S14,8,near,mid,mid,0.625,NaN
Exp3_S14,9,far,mid,mid,5,68.4194536495928
Exp3_S14,10,far,mid,mid,2.5,146.281300759193
Exp3_S14,11,far,mid,mid,1.25,29.9380471775025
Exp3_S14,12,far,mid,mid,0.625,78.6856231827057
Exp3_S14,13,mid,no flankers,mid,Inf,102.194431229844
Exp3_S14,14,near,no flankers,mid,Inf,64.3439739683151
Exp3_S14,15,far,no flankers,mid,Inf,104.747003420849
Exp3_S15,1,mid,mid,mid,5,9.94344480488344
Exp3_S15,2,mid,mid,mid,2.5,19.2125615156694
Exp3_S15,3,mid,mid,mid,1.25,45.0010880719306
Exp3_S15,4,mid,mid,mid,0.625,25.8880501462035
Exp3_S15,5,near,mid,mid,5,7.51761320997268
Exp3_S15,6,near,mid,mid,2.5,16.722321110308
Exp3_S15,7,near,mid,mid,1.25,46.4277641638262
Exp3_S15,8,near,mid,mid,0.625,12.2173133712467
Exp3_S15,9,far,mid,mid,5,8.79977652311143
Exp3_S15,10,far,mid,mid,2.5,14.1970716804817
Exp3_S15,11,far,mid,mid,1.25,57.8201839737806
Exp3_S15,12,far,mid,mid,0.625,26.1634841430869
Exp3_S15,13,mid,no flankers,mid,Inf,17.8650236235936
Exp3_S15,14,near,no flankers,mid,Inf,15.6007563471326
Exp3_S15,15,far,no flankers,mid,Inf,9.04485331896606
Exp3_S16,1,mid,mid,mid,5,11.7316414775861
Exp3_S16,2,mid,mid,mid,2.5,23.2299473190114
Exp3_S16,3,mid,mid,mid,1.25,17.8560405649417
Exp3_S16,4,mid,mid,mid,0.625,45.233109596011
Exp3_S16,5,near,mid,mid,5,14.0335201706375
Exp3_S16,6,near,mid,mid,2.5,16.4948649066631
Exp3_S16,7,near,mid,mid,1.25,22.3811192606541
Exp3_S16,8,near,mid,mid,0.625,22.1361333986285
Exp3_S16,9,far,mid,mid,5,15.6944409326359
Exp3_S16,10,far,mid,mid,2.5,26.0709175233935
Exp3_S16,11,far,mid,mid,1.25,23.2745394082189
Exp3_S16,12,far,mid,mid,0.625,18.5854588963504
Exp3_S16,13,mid,no flankers,mid,Inf,15.6290550662888
Exp3_S16,14,near,no flankers,mid,Inf,17.1728431394412
Exp3_S16,15,far,no flankers,mid,Inf,19.436763012904
Exp3_S17,1,mid,mid,mid,5,17.7763714486958
Exp3_S17,2,mid,mid,mid,2.5,17.7208114754308
Exp3_S17,3,mid,mid,mid,1.25,44.7105001760501
Exp3_S17,4,mid,mid,mid,0.625,24.5567328845021
Exp3_S17,5,near,mid,mid,5,13.4743001097264
Exp3_S17,6,near,mid,mid,2.5,11.443721410837
Exp3_S17,7,near,mid,mid,1.25,28.1681540442603
Exp3_S17,8,near,mid,mid,0.625,139.612984711161
Exp3_S17,9,far,mid,mid,5,45.7873864252858
Exp3_S17,10,far,mid,mid,2.5,30.5430823636185
Exp3_S17,11,far,mid,mid,1.25,25.5275991064251
Exp3_S17,12,far,mid,mid,0.625,61.3785893382582
Exp3_S17,13,mid,no flankers,mid,Inf,34.0400025190617
Exp3_S17,14,near,no flankers,mid,Inf,14.5082250791288
Exp3_S17,15,far,no flankers,mid,Inf,27.1954708749676
Exp3_S18,1,mid,mid,mid,5,21.0037747462685
Exp3_S18,2,mid,mid,mid,2.5,21.3142176585967
Exp3_S18,3,mid,mid,mid,1.25,39.7307037433528
Exp3_S18,4,mid,mid,mid,0.625,65.5572154085391
Exp3_S18,5,near,mid,mid,5,NaN
Exp3_S18,6,near,mid,mid,2.5,NaN
Exp3_S18,7,near,mid,mid,1.25,NaN
Exp3_S18,8,near,mid,mid,0.625,NaN
Exp3_S18,9,far,mid,mid,5,18.2877914901702
Exp3_S18,10,far,mid,mid,2.5,14.8702943247691
Exp3_S18,11,far,mid,mid,1.25,23.7531791046202
Exp3_S18,12,far,mid,mid,0.625,NaN
Exp3_S18,13,mid,no flankers,mid,Inf,9.64367797088899
Exp3_S18,14,near,no flankers,mid,Inf,26.0476910131713
Exp3_S18,15,far,no flankers,mid,Inf,9.73348496422307
Exp3_S19,1,mid,mid,mid,5,18.9089273027988
Exp3_S19,2,mid,mid,mid,2.5,30.2855987241339
Exp3_S19,3,mid,mid,mid,1.25,38.8850296109429
Exp3_S19,4,mid,mid,mid,0.625,26.4001550964718
Exp3_S19,5,near,mid,mid,5,55.9101576672247
Exp3_S19,6,near,mid,mid,2.5,16.894840950238
Exp3_S19,7,near,mid,mid,1.25,70.5707646014372
Exp3_S19,8,near,mid,mid,0.625,20.3684149896533
Exp3_S19,9,far,mid,mid,5,19.3839602584953
Exp3_S19,10,far,mid,mid,2.5,40.8101571707251
Exp3_S19,11,far,mid,mid,1.25,54.5759924621538
Exp3_S19,12,far,mid,mid,0.625,42.5869738824961
Exp3_S19,13,mid,no flankers,mid,Inf,36.1269633239751
Exp3_S19,14,near,no flankers,mid,Inf,74.7535969958275
Exp3_S19,15,far,no flankers,mid,Inf,17.5288706847396
Exp3_S1,1,mid,mid,mid,5,14.1208121241461
Exp3_S1,2,mid,mid,mid,2.5,12.2842352681705
Exp3_S1,3,mid,mid,mid,1.25,23.909943430438
Exp3_S1,4,mid,mid,mid,0.625,37.4518046322923
Exp3_S1,5,near,mid,mid,5,10.6778772405514
Exp3_S1,6,near,mid,mid,2.5,19.4983654441621
Exp3_S1,7,near,mid,mid,1.25,24.5690361603275
Exp3_S1,8,near,mid,mid,0.625,65.9247715117165
Exp3_S1,9,far,mid,mid,5,13.953573407339
Exp3_S1,10,far,mid,mid,2.5,40.4918625392897
Exp3_S1,11,far,mid,mid,1.25,47.7008225799723
Exp3_S1,12,far,mid,mid,0.625,NaN
Exp3_S1,13,mid,no flankers,mid,Inf,20.9410774892176
Exp3_S1,14,near,no flankers,mid,Inf,19.621001834226
Exp3_S1,15,far,no flankers,mid,Inf,33.2962207410737
Exp3_S20,1,mid,mid,mid,5,11.947779348094
Exp3_S20,2,mid,mid,mid,2.5,9.35023404126812
Exp3_S20,3,mid,mid,mid,1.25,12.8243513110374
Exp3_S20,4,mid,mid,mid,0.625,14.5944703761233
Exp3_S20,5,near,mid,mid,5,11.4857916722814
Exp3_S20,6,near,mid,mid,2.5,14.2486861742395
Exp3_S20,7,near,mid,mid,1.25,NaN
Exp3_S20,8,near,mid,mid,0.625,NaN
Exp3_S20,9,far,mid,mid,5,22.5191609770181
Exp3_S20,10,far,mid,mid,2.5,14.9420418006121
Exp3_S20,11,far,mid,mid,1.25,NaN
Exp3_S20,12,far,mid,mid,0.625,NaN
Exp3_S20,13,mid,no flankers,mid,Inf,14.712396087087
Exp3_S20,14,near,no flankers,mid,Inf,17.0059482832093
Exp3_S20,15,far,no flankers,mid,Inf,19.908427643771
Exp3_S21,1,mid,mid,mid,5,14.471588596316
Exp3_S21,2,mid,mid,mid,2.5,18.9510810145824
Exp3_S21,3,mid,mid,mid,1.25,15.4484613613802
Exp3_S21,4,mid,mid,mid,0.625,21.350339101027
Exp3_S21,5,near,mid,mid,5,13.4504386901304
Exp3_S21,6,near,mid,mid,2.5,16.6767313600312
Exp3_S21,7,near,mid,mid,1.25,NaN
Exp3_S21,8,near,mid,mid,0.625,NaN
Exp3_S21,9,far,mid,mid,5,14.1257327064909
Exp3_S21,10,far,mid,mid,2.5,29.6182348946369
Exp3_S21,11,far,mid,mid,1.25,89.8114844448746
Exp3_S21,12,far,mid,mid,0.625,51.16327456793
Exp3_S21,13,mid,no flankers,mid,Inf,15.7344595585241
Exp3_S21,14,near,no flankers,mid,Inf,20.8781415427771
Exp3_S21,15,far,no flankers,mid,Inf,22.4867066712207
Exp3_S2,1,mid,mid,mid,5,19.2340923687185
Exp3_S2,2,mid,mid,mid,2.5,20.4957287504811
Exp3_S2,3,mid,mid,mid,1.25,45.332810664693
Exp3_S2,4,mid,mid,mid,0.625,34.0666225445119
Exp3_S2,5,near,mid,mid,5,5.2098790951746
Exp3_S2,6,near,mid,mid,2.5,5.83399225273151
Exp3_S2,7,near,mid,mid,1.25,11.0876809967507
Exp3_S2,8,near,mid,mid,0.625,12.6363814757792
Exp3_S2,9,far,mid,mid,5,25.0225750749571
Exp3_S2,10,far,mid,mid,2.5,49.8867166537608
Exp3_S2,11,far,mid,mid,1.25,41.5446557448803
Exp3_S2,12,far,mid,mid,0.625,71.1321460355139
Exp3_S2,13,mid,no flankers,mid,Inf,12.1671908895179
Exp3_S2,14,near,no flankers,mid,Inf,20.0333441550822
Exp3_S2,15,far,no flankers,mid,Inf,22.8482861388473
Exp3_S3,1,mid,mid,mid,5,11.7669838914365
Exp3_S3,2,mid,mid,mid,2.5,13.3023070337497
Exp3_S3,3,mid,mid,mid,1.25,21.5086420145742
Exp3_S3,4,mid,mid,mid,0.625,12.521780321984
Exp3_S3,5,near,mid,mid,5,NaN
Exp3_S3,6,near,mid,mid,2.5,NaN
Exp3_S3,7,near,mid,mid,1.25,16.2944455259959
Exp3_S3,8,near,mid,mid,0.625,NaN
Exp3_S3,9,far,mid,mid,5,18.8781587165898
Exp3_S3,10,far,mid,mid,2.5,15.0353864920519
Exp3_S3,11,far,mid,mid,1.25,14.67007475611
Exp3_S3,12,far,mid,mid,0.625,9.96852406630825
Exp3_S3,13,mid,no flankers,mid,Inf,19.6546442288106
Exp3_S3,14,near,no flankers,mid,Inf,35.2112774196581
Exp3_S3,15,far,no flankers,mid,Inf,16.2821151098552
Exp3_S4,1,mid,mid,mid,5,15.4651915649391
Exp3_S4,2,mid,mid,mid,2.5,15.9938660637801
Exp3_S4,3,mid,mid,mid,1.25,21.2116141261739
Exp3_S4,4,mid,mid,mid,0.625,19.4690266256801
Exp3_S4,5,near,mid,mid,5,11.2039834201728
Exp3_S4,6,near,mid,mid,2.5,26.8883164777623
Exp3_S4,7,near,mid,mid,1.25,21.6077548299801
Exp3_S4,8,near,mid,mid,0.625,21.0757553339043
Exp3_S4,9,far,mid,mid,5,22.7510145060836
Exp3_S4,10,far,mid,mid,2.5,23.2321668101868
Exp3_S4,11,far,mid,mid,1.25,45.5424078099809
Exp3_S4,12,far,mid,mid,0.625,49.4874207056347
Exp3_S4,13,mid,no flankers,mid,Inf,15.6080714807804
Exp3_S4,14,near,no flankers,mid,Inf,20.9479555074472
Exp3_S4,15,far,no flankers,mid,Inf,19.6126295678999
Exp3_S5,1,mid,mid,mid,5,77.1255469137533
Exp3_S5,2,mid,mid,mid,2.5,87.8008654075521
Exp3_S5,3,mid,mid,mid,1.25,56.5412749847134
Exp3_S5,4,mid,mid,mid,0.625,39.927837410751
Exp3_S5,5,near,mid,mid,5,26.6435526033066
Exp3_S5,6,near,mid,mid,2.5,87.5247594836721
Exp3_S5,7,near,mid,mid,1.25,NaN
Exp3_S5,8,near,mid,mid,0.625,NaN
Exp3_S5,9,far,mid,mid,5,59.4605693236266
Exp3_S5,10,far,mid,mid,2.5,68.1202749503809
Exp3_S5,11,far,mid,mid,1.25,82.7217284004334
Exp3_S5,12,far,mid,mid,0.625,NaN
Exp3_S5,13,mid,no flankers,mid,Inf,75.591335318118
Exp3_S5,14,near,no flankers,mid,Inf,45.3931356273073
Exp3_S5,15,far,no flankers,mid,Inf,86.5041967835063
Exp3_S6,1,mid,mid,mid,5,15.6325442988259
Exp3_S6,2,mid,mid,mid,2.5,27.2170570733803
Exp3_S6,3,mid,mid,mid,1.25,58.1307343885195
Exp3_S6,4,mid,mid,mid,0.625,19.0487083469048
Exp3_S6,5,near,mid,mid,5,15.8142405531938
Exp3_S6,6,near,mid,mid,2.5,18.2639681712346
Exp3_S6,7,near,mid,mid,1.25,30.0001963384251
Exp3_S6,8,near,mid,mid,0.625,43.7438894281543
Exp3_S6,9,far,mid,mid,5,14.139962558277
Exp3_S6,10,far,mid,mid,2.5,48.8344774927098
Exp3_S6,11,far,mid,mid,1.25,61.9050183390907
Exp3_S6,12,far,mid,mid,0.625,76.1406860425618
Exp3_S6,13,mid,no flankers,mid,Inf,18.2969717235398
Exp3_S6,14,near,no flankers,mid,Inf,8.69251808184735
Exp3_S6,15,far,no flankers,mid,Inf,19.0256207485386
Exp3_S7,1,mid,mid,mid,5,10.0838691005763
Exp3_S7,2,mid,mid,mid,2.5,12.6537204004358
Exp3_S7,3,mid,mid,mid,1.25,11.8803562769997
Exp3_S7,4,mid,mid,mid,0.625,20.9271174367598
Exp3_S7,5,near,mid,mid,5,10.3164470808134
Exp3_S7,6,near,mid,mid,2.5,18.1825161936551
Exp3_S7,7,near,mid,mid,1.25,41.3100470546034
Exp3_S7,8,near,mid,mid,0.625,10.6578348708694
Exp3_S7,9,far,mid,mid,5,14.7603705839225
Exp3_S7,10,far,mid,mid,2.5,16.0281032030615
Exp3_S7,11,far,mid,mid,1.25,44.1465598724937
Exp3_S7,12,far,mid,mid,0.625,NaN
Exp3_S7,13,mid,no flankers,mid,Inf,15.3966153835289
Exp3_S7,14,near,no flankers,mid,Inf,12.4131944595716
Exp3_S7,15,far,no flankers,mid,Inf,15.9670717544577
Exp3_S8,1,mid,mid,mid,5,11.1087319735624
Exp3_S8,2,mid,mid,mid,2.5,10.2223404272698
Exp3_S8,3,mid,mid,mid,1.25,20.2359334030906
Exp3_S8,4,mid,mid,mid,0.625,16.5555317817878
Exp3_S8,5,near,mid,mid,5,15.6019989948507
Exp3_S8,6,near,mid,mid,2.5,18.9709174218385
Exp3_S8,7,near,mid,mid,1.25,32.4023094607489
Exp3_S8,8,near,mid,mid,0.625,NaN
Exp3_S8,9,far,mid,mid,5,18.611931286225
Exp3_S8,10,far,mid,mid,2.5,32.8781071784323
Exp3_S8,11,far,mid,mid,1.25,76.1245244739053
Exp3_S8,12,far,mid,mid,0.625,15.8644734019335
Exp3_S8,13,mid,no flankers,mid,Inf,17.0685121427792
Exp3_S8,14,near,no flankers,mid,Inf,20.6715873273679
Exp3_S8,15,far,no flankers,mid,Inf,20.1705176520612
Exp3_S9,1,mid,mid,mid,5,19.5374067508858
Exp3_S9,2,mid,mid,mid,2.5,10.6269902316169
Exp3_S9,3,mid,mid,mid,1.25,61.7509611298899
Exp3_S9,4,mid,mid,mid,0.625,37.3002776359913
Exp3_S9,5,near,mid,mid,5,5.14920875997866
Exp3_S9,6,near,mid,mid,2.5,13.4088348735818
Exp3_S9,7,near,mid,mid,1.25,23.5354263417855
Exp3_S9,8,near,mid,mid,0.625,22.2004234055539
Exp3_S9,9,far,mid,mid,5,63.7362507774372
Exp3_S9,10,far,mid,mid,2.5,54.1375165694502
Exp3_S9,11,far,mid,mid,1.25,67.907642378734
Exp3_S9,12,far,mid,mid,0.625,24.8208004781925
Exp3_S9,13,mid,no flankers,mid,Inf,33.1857995642311
Exp3_S9,14,near,no flankers,mid,Inf,13.4290689591697
Exp3_S9,15,far,no flankers,mid,Inf,20.1516849000673
