ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,PerceivedPosCount_TCenter,PerceivedPosCount_TOffCenter,PerceivedPosCount_TObstructed,PerceivedPosCount_TOutside,PerceivedPosCount_noRingOrUnsure,CircSD_deg
Exp2_S11,2,near,mid,near,2.5,10,0,0,0,0,12.4360545168515
Exp2_S11,3,near,mid,near,1.25,10,0,0,0,0,20.8235971082001
Exp2_S11,4,near,mid,near,0.625,4,6,0,0,0,27.4587861280129
Exp2_S11,5,near,far,near,5,10,0,0,0,0,12.4834024221394
Exp2_S11,6,near,far,near,2.5,10,0,0,0,0,22.2473686288686
Exp2_S11,7,near,far,near,1.25,6,4,0,0,0,40.0756964247684
Exp2_S11,8,near,far,near,0.625,4,6,0,0,0,25.8302866519785
Exp2_S11,9,near,near,near,5,10,0,0,0,0,32.0813275597529
Exp2_S11,10,near,near,near,2.5,10,0,0,0,0,47.2236202003064
Exp2_S11,11,near,near,near,1.25,10,0,0,0,0,26.1849097016025
Exp2_S11,12,near,near,near,0.625,10,0,0,0,0,55.067700165921
Exp2_S11,13,far,mid,far,5,10,0,0,0,0,17.2951652279659
Exp2_S11,14,far,mid,far,2.5,10,0,0,0,0,14.1762588615605
Exp2_S11,15,far,mid,far,1.25,10,0,0,0,0,18.1175459333341
Exp2_S11,16,far,mid,far,0.625,10,0,0,0,0,30.2891616581927
Exp2_S11,17,far,near,far,5,10,0,0,0,0,15.6665097594691
Exp2_S11,18,far,near,far,2.5,9,1,0,0,0,21.7521418105158
Exp2_S11,19,far,near,far,1.25,10,0,0,0,0,16.6337166838381
Exp2_S11,20,far,near,far,0.625,5,5,0,0,0,42.6153019061699
Exp2_S11,21,far,far,far,5,10,0,0,0,0,13.7235025614477
Exp2_S11,22,far,far,far,2.5,10,0,0,0,0,23.7543799956623
Exp2_S11,23,far,far,far,1.25,10,0,0,0,0,37.279649187878
Exp2_S11,24,far,far,far,0.625,10,0,0,0,0,82.7686739289043
Exp2_S11,25,near,no flankers,near,Inf,0,0,0,0,10,13.6408521901078
Exp2_S11,26,far,no flankers,far,Inf,2,0,0,2,6,23.3931127552861
Exp2_S12,1,near,mid,near,5,5,2,1,2,0,18.303473101962
Exp2_S12,2,near,mid,near,2.5,9,0,0,0,1,38.2196738105214
Exp2_S12,3,near,mid,near,1.25,7,2,0,0,1,45.4457195664822
Exp2_S12,4,near,mid,near,0.625,8,0,0,1,1,39.3639779609185
Exp2_S12,5,near,far,near,5,6,2,1,1,0,18.5414045341883
Exp2_S12,6,near,far,near,2.5,5,2,1,1,1,53.4680503035675
Exp2_S12,7,near,far,near,1.25,3,2,2,3,0,49.7592510901185
Exp2_S12,8,near,far,near,0.625,2,0,3,1,4,82.8179463720822
Exp2_S12,9,near,near,near,5,10,0,0,0,0,18.3858062423976
Exp2_S12,10,near,near,near,2.5,10,0,0,0,0,54.4942708548454
Exp2_S12,11,near,near,near,1.25,9,0,0,0,1,65.0865292710962
Exp2_S12,12,near,near,near,0.625,10,0,0,0,0,58.9885890591835
Exp2_S12,13,far,mid,far,5,10,0,0,0,0,29.0407517700451
Exp2_S12,14,far,mid,far,2.5,5,4,0,0,1,41.1317081474743
Exp2_S12,15,far,mid,far,1.25,9,1,0,0,0,63.7763716472034
Exp2_S12,16,far,mid,far,0.625,4,5,0,0,1,81.1505101392214
Exp2_S12,17,far,near,far,5,6,4,0,0,0,14.2849515257869
Exp2_S12,18,far,near,far,2.5,8,0,1,1,0,27.2662711388137
Exp2_S12,19,far,near,far,1.25,5,3,1,1,0,68.7549662117562
Exp2_S12,20,far,near,far,0.625,5,1,2,1,1,73.4153306412975
Exp2_S12,21,far,far,far,5,9,1,0,0,0,26.3112494937724
Exp2_S12,22,far,far,far,2.5,10,0,0,0,0,20.4098464773788
Exp2_S12,23,far,far,far,1.25,8,2,0,0,0,48.9652308800635
Exp2_S12,24,far,far,far,0.625,10,0,0,0,0,17.7820587544848
Exp2_S12,25,near,no flankers,near,Inf,0,0,0,0,10,10.2772488492476
Exp2_S12,26,far,no flankers,far,Inf,0,0,0,0,10,12.772203593212
Exp2_S13,1,near,mid,near,5,7,2,0,1,0,45.3779816988773
Exp2_S13,2,near,mid,near,2.5,6,4,0,0,0,40.8144069830814
Exp2_S13,3,near,mid,near,1.25,7,3,0,0,0,62.5343742880488
Exp2_S13,4,near,mid,near,0.625,5,3,2,0,0,43.0317105907967
Exp2_S13,5,near,far,near,5,8,2,0,0,0,31.2242127614253
Exp2_S13,6,near,far,near,2.5,4,6,0,0,0,27.1116636846803
Exp2_S13,7,near,far,near,1.25,3,5,2,0,0,45.7319819287679
Exp2_S13,8,near,far,near,0.625,2,4,3,1,0,57.5794783092847
Exp2_S13,9,near,near,near,5,10,0,0,0,0,15.7582735960396
Exp2_S13,10,near,near,near,2.5,10,0,0,0,0,19.1529118998329
Exp2_S13,11,near,near,near,1.25,10,0,0,0,0,11.9786455628504
Exp2_S13,12,near,near,near,0.625,10,0,0,0,0,24.0053349001799
Exp2_S13,13,far,mid,far,5,10,0,0,0,0,30.4133340437053
Exp2_S13,14,far,mid,far,2.5,8,2,0,0,0,18.5005605171637
Exp2_S13,15,far,mid,far,1.25,6,0,4,0,0,21.8129628711976
Exp2_S13,16,far,mid,far,0.625,6,0,4,0,0,43.9322835895402
Exp2_S13,17,far,near,far,5,10,0,0,0,0,22.5099412923972
Exp2_S13,18,far,near,far,2.5,8,1,0,1,0,20.9134137088123
Exp2_S13,19,far,near,far,1.25,5,4,0,1,0,17.1381380219035
Exp2_S13,20,far,near,far,0.625,4,1,3,1,1,52.3581011976383
Exp2_S13,21,far,far,far,5,8,1,0,0,1,19.5892936957325
Exp2_S13,22,far,far,far,2.5,10,0,0,0,0,21.8128237250174
Exp2_S13,23,far,far,far,1.25,10,0,0,0,0,24.2203871845449
Exp2_S13,24,far,far,far,0.625,10,0,0,0,0,36.5011457092769
Exp2_S13,25,near,no flankers,near,Inf,0,0,0,0,10,11.7032254396036
Exp2_S13,26,far,no flankers,far,Inf,0,0,0,0,10,14.9579968985268
Exp2_S14,1,near,mid,near,5,7,1,1,0,1,67.8604856393587
Exp2_S14,2,near,mid,near,2.5,5,3,0,0,2,56.4408677663361
Exp2_S14,3,near,mid,near,1.25,3,5,0,0,2,61.0230144930807
Exp2_S14,4,near,mid,near,0.625,0,5,2,0,3,67.6811027226575
Exp2_S14,5,near,far,near,5,6,0,0,1,3,59.2763016703784
Exp2_S14,6,near,far,near,2.5,4,3,0,1,2,61.916167507587
Exp2_S14,7,near,far,near,1.25,2,6,1,0,1,47.4356880270524
Exp2_S14,8,near,far,near,0.625,3,5,2,0,0,77.2978214827186
Exp2_S14,9,near,near,near,5,7,2,0,0,1,22.0713091772914
Exp2_S14,10,near,near,near,2.5,7,2,0,0,1,42.4040987218236
Exp2_S14,11,near,near,near,1.25,6,4,0,0,0,31.5606640631176
Exp2_S14,12,near,near,near,0.625,10,0,0,0,0,53.9279287338158
Exp2_S14,13,far,mid,far,5,1,8,0,0,1,31.3103324289922
Exp2_S14,14,far,mid,far,2.5,5,4,0,0,1,19.9612030758395
Exp2_S14,15,far,mid,far,1.25,1,7,1,0,1,58.1848600221614
Exp2_S14,16,far,mid,far,0.625,1,5,3,0,1,67.468623108049
Exp2_S14,17,far,near,far,5,6,3,0,0,1,42.0678056043868
Exp2_S14,18,far,near,far,2.5,5,5,0,0,0,18.0146937594486
Exp2_S14,19,far,near,far,1.25,4,5,0,0,1,44.9564438156508
Exp2_S14,20,far,near,far,0.625,1,4,1,1,3,107.835627783779
Exp2_S14,21,far,far,far,5,8,1,0,0,1,30.6429218478161
Exp2_S14,22,far,far,far,2.5,7,2,0,0,1,46.986766904746
Exp2_S14,23,far,far,far,1.25,9,0,0,0,1,22.1064248177376
Exp2_S14,24,far,far,far,0.625,9,0,0,0,1,46.7318310377272
Exp2_S14,25,near,no flankers,near,Inf,0,0,0,0,10,52.8098275268985
Exp2_S14,26,far,no flankers,far,Inf,0,0,0,0,10,26.1528234283286
Exp2_S15,1,near,mid,near,5,8,0,1,0,1,29.2621080851895
Exp2_S15,2,near,mid,near,2.5,7,2,0,1,0,13.4381412539357
Exp2_S15,3,near,mid,near,1.25,4,5,1,0,0,40.5361740484966
Exp2_S15,4,near,mid,near,0.625,3,1,6,0,0,41.6832575216981
Exp2_S15,5,near,far,near,5,7,3,0,0,0,42.3920718348361
Exp2_S15,6,near,far,near,2.5,8,2,0,0,0,10.8171279657126
Exp2_S15,7,near,far,near,1.25,5,5,0,0,0,39.5354380417931
Exp2_S15,8,near,far,near,0.625,6,2,2,0,0,50.9118177294274
Exp2_S15,9,near,near,near,5,10,0,0,0,0,39.6094243833454
Exp2_S15,10,near,near,near,2.5,9,1,0,0,0,15.2336552044635
Exp2_S15,11,near,near,near,1.25,10,0,0,0,0,13.6236575452784
Exp2_S15,12,near,near,near,0.625,10,0,0,0,0,33.7016276402093
Exp2_S15,13,far,mid,far,5,5,5,0,0,0,12.4512478306634
Exp2_S15,14,far,mid,far,2.5,5,5,0,0,0,18.534084623151
Exp2_S15,15,far,mid,far,1.25,1,6,3,0,0,34.421901406979
Exp2_S15,16,far,mid,far,0.625,7,1,2,0,0,15.0199914560245
Exp2_S15,17,far,near,far,5,1,8,0,1,0,11.3215788941048
Exp2_S15,18,far,near,far,2.5,3,5,2,0,0,12.9025226191488
Exp2_S15,19,far,near,far,1.25,3,6,1,0,0,19.7787517265521
Exp2_S15,20,far,near,far,0.625,6,1,3,0,0,19.5554292803947
Exp2_S15,21,far,far,far,5,10,0,0,0,0,10.3646515848662
Exp2_S15,22,far,far,far,2.5,10,0,0,0,0,12.2414128456222
Exp2_S15,23,far,far,far,1.25,10,0,0,0,0,11.9148901943814
Exp2_S15,24,far,far,far,0.625,10,0,0,0,0,12.8736194242532
Exp2_S15,25,near,no flankers,near,Inf,0,0,0,0,10,14.8721928948361
Exp2_S15,26,far,no flankers,far,Inf,0,0,0,0,10,9.53118178016878
Exp2_S16,1,near,mid,near,5,4,5,1,0,0,19.6010807190089
Exp2_S16,2,near,mid,near,2.5,4,5,1,0,0,20.5712294243155
Exp2_S16,3,near,mid,near,1.25,3,3,1,3,0,43.1656295333326
Exp2_S16,4,near,mid,near,0.625,1,4,0,4,1,37.6617630707112
Exp2_S16,5,near,far,near,5,1,9,0,0,0,20.9968703684038
Exp2_S16,6,near,far,near,2.5,2,5,2,0,1,33.8160714981435
Exp2_S16,7,near,far,near,1.25,1,4,1,3,1,31.0541332115839
Exp2_S16,8,near,far,near,0.625,0,7,0,3,0,45.0185948548952
Exp2_S16,9,near,near,near,5,10,0,0,0,0,19.3411664381538
Exp2_S16,10,near,near,near,2.5,8,2,0,0,0,26.0016435023604
Exp2_S16,11,near,near,near,1.25,9,1,0,0,0,18.1108305973228
Exp2_S16,12,near,near,near,0.625,8,2,0,0,0,19.4956490075317
Exp2_S16,13,far,mid,far,5,3,7,0,0,0,45.387621250727
Exp2_S16,14,far,mid,far,2.5,2,8,0,0,0,23.1518759438551
Exp2_S16,15,far,mid,far,1.25,1,1,6,1,1,35.7787838647265
Exp2_S16,16,far,mid,far,0.625,0,2,6,2,0,17.5249448351297
Exp2_S16,17,far,near,far,5,4,6,0,0,0,17.7306941586203
Exp2_S16,18,far,near,far,2.5,1,7,2,0,0,47.1005322620072
Exp2_S16,19,far,near,far,1.25,4,5,1,0,0,94.7322047424151
Exp2_S16,20,far,near,far,0.625,3,5,1,0,1,41.5661565792375
Exp2_S16,21,far,far,far,5,7,3,0,0,0,16.8751123989541
Exp2_S16,22,far,far,far,2.5,9,1,0,0,0,21.7871306985649
Exp2_S16,23,far,far,far,1.25,8,1,0,0,1,13.9730650268183
Exp2_S16,24,far,far,far,0.625,9,1,0,0,0,11.0155584213781
Exp2_S16,25,near,no flankers,near,Inf,0,1,0,0,9,41.72828400912
Exp2_S16,26,far,no flankers,far,Inf,0,1,0,1,8,11.8451805388546
Exp2_S17,1,near,mid,near,5,4,4,0,2,0,63.4988778749058
Exp2_S17,2,near,mid,near,2.5,2,7,1,0,0,39.3259178530334
Exp2_S17,3,near,mid,near,1.25,0,5,3,2,0,36.8603642139045
Exp2_S17,4,near,mid,near,0.625,0,0,3,7,0,60.4018732671774
Exp2_S17,5,near,far,near,5,5,2,0,3,0,22.3910444536452
Exp2_S17,6,near,far,near,2.5,0,8,0,2,0,64.7010978419226
Exp2_S17,7,near,far,near,1.25,0,2,2,6,0,62.850355913615
Exp2_S17,8,near,far,near,0.625,0,0,3,7,0,31.2346373862023
Exp2_S17,9,near,near,near,5,8,1,0,0,1,47.077136006617
Exp2_S17,10,near,near,near,2.5,10,0,0,0,0,25.2989820807183
Exp2_S17,11,near,near,near,1.25,10,0,0,0,0,35.4127653024761
Exp2_S17,12,near,near,near,0.625,9,0,1,0,0,63.4172186725725
Exp2_S17,13,far,mid,far,5,6,4,0,0,0,30.1559222819177
Exp2_S17,14,far,mid,far,2.5,1,9,0,0,0,32.9189962998806
Exp2_S17,15,far,mid,far,1.25,2,6,1,1,0,60.0911336037158
Exp2_S17,16,far,mid,far,0.625,1,7,1,1,0,50.2921280595724
Exp2_S17,17,far,near,far,5,2,3,4,1,0,58.7548599558942
Exp2_S17,18,far,near,far,2.5,2,3,2,3,0,72.3064573618614
Exp2_S17,19,far,near,far,1.25,0,1,3,5,1,54.0487397589109
Exp2_S17,20,far,near,far,0.625,0,1,2,6,1,70.4578780097868
Exp2_S17,21,far,far,far,5,9,1,0,0,0,31.9252226817536
Exp2_S17,22,far,far,far,2.5,9,1,0,0,0,42.6207265762977
Exp2_S17,23,far,far,far,1.25,8,2,0,0,0,41.6710451076611
Exp2_S17,24,far,far,far,0.625,6,2,1,1,0,64.2231595874005
Exp2_S17,25,near,no flankers,near,Inf,0,0,0,1,9,34.2768438703697
Exp2_S17,26,far,no flankers,far,Inf,2,0,1,0,7,49.5074124910984
Exp2_S18,1,near,mid,near,5,4,6,0,0,0,43.3132920809948
Exp2_S18,2,near,mid,near,2.5,0,4,2,4,0,44.2095227700268
Exp2_S18,3,near,mid,near,1.25,2,2,1,5,0,38.2515641302485
Exp2_S18,4,near,mid,near,0.625,1,3,5,1,0,70.9719029423678
Exp2_S18,5,near,far,near,5,1,3,0,6,0,88.5113483540442
Exp2_S18,6,near,far,near,2.5,2,4,0,3,1,37.9332314620034
Exp2_S18,7,near,far,near,1.25,3,3,0,4,0,60.2450877370148
Exp2_S18,8,near,far,near,0.625,1,0,2,7,0,92.1302631661883
Exp2_S18,9,near,near,near,5,8,2,0,0,0,30.9501027013289
Exp2_S18,10,near,near,near,2.5,8,1,0,1,0,34.190721256915
Exp2_S18,11,near,near,near,1.25,7,2,0,1,0,48.21310925136
Exp2_S18,12,near,near,near,0.625,8,1,0,1,0,43.1607978029839
Exp2_S18,13,far,mid,far,5,9,0,0,1,0,44.9429001403335
Exp2_S18,14,far,mid,far,2.5,9,1,0,0,0,76.5875153252487
Exp2_S18,15,far,mid,far,1.25,7,2,1,0,0,43.9602519394507
Exp2_S18,16,far,mid,far,0.625,5,3,0,2,0,97.1518664909413
Exp2_S18,17,far,near,far,5,2,4,1,3,0,33.6344088921838
Exp2_S18,18,far,near,far,2.5,5,2,1,2,0,50.9974104840365
Exp2_S18,19,far,near,far,1.25,2,4,1,3,0,62.3433300414443
Exp2_S18,20,far,near,far,0.625,2,0,2,6,0,60.4372477832418
Exp2_S18,21,far,far,far,5,7,0,2,1,0,67.7888592917929
Exp2_S18,22,far,far,far,2.5,7,3,0,0,0,53.0422501219818
Exp2_S18,23,far,far,far,1.25,6,3,1,0,0,59.8517247189166
Exp2_S18,24,far,far,far,0.625,5,2,1,2,0,87.2024349303336
Exp2_S18,25,near,no flankers,near,Inf,1,0,0,2,7,19.3760623151529
Exp2_S18,26,far,no flankers,far,Inf,2,0,0,0,8,37.2692662145642
Exp2_S19,1,near,mid,near,5,6,3,1,0,0,13.7732871312641
Exp2_S19,2,near,mid,near,2.5,5,5,0,0,0,19.6713460857448
Exp2_S19,3,near,mid,near,1.25,3,7,0,0,0,21.6169203449071
Exp2_S19,4,near,mid,near,0.625,1,4,4,1,0,16.1891565593202
Exp2_S19,5,near,far,near,5,10,0,0,0,0,17.3688906920326
Exp2_S19,6,near,far,near,2.5,6,4,0,0,0,14.645938191127
Exp2_S19,7,near,far,near,1.25,0,10,0,0,0,14.3476026118131
Exp2_S19,8,near,far,near,0.625,0,3,7,0,0,46.5181482893943
Exp2_S19,9,near,near,near,5,10,0,0,0,0,13.1667273011032
Exp2_S19,10,near,near,near,2.5,10,0,0,0,0,20.0404577364976
Exp2_S19,11,near,near,near,1.25,10,0,0,0,0,11.327559609638
Exp2_S19,12,near,near,near,0.625,10,0,0,0,0,14.4967420113253
Exp2_S19,13,far,mid,far,5,10,0,0,0,0,13.2775743781095
Exp2_S19,14,far,mid,far,2.5,10,0,0,0,0,15.5068520430197
Exp2_S19,15,far,mid,far,1.25,3,6,1,0,0,14.8449309014845
Exp2_S19,16,far,mid,far,0.625,3,6,1,0,0,15.3120924574092
Exp2_S19,17,far,near,far,5,10,0,0,0,0,12.710857893004
Exp2_S19,18,far,near,far,2.5,7,3,0,0,0,12.5215020213263
Exp2_S19,19,far,near,far,1.25,0,8,2,0,0,36.9624580791226
Exp2_S19,20,far,near,far,0.625,0,3,7,0,0,12.4328775065762
Exp2_S19,21,far,far,far,5,10,0,0,0,0,12.3975947942367
Exp2_S19,22,far,far,far,2.5,10,0,0,0,0,12.5853873583519
Exp2_S19,23,far,far,far,1.25,9,1,0,0,0,18.3039793511646
Exp2_S19,24,far,far,far,0.625,10,0,0,0,0,24.8929622564281
Exp2_S19,25,near,no flankers,near,Inf,0,0,0,0,10,11.798928597621
Exp2_S19,26,far,no flankers,far,Inf,0,0,0,0,10,11.0695066718633
Exp2_S1,1,near,mid,near,5,8,2,0,0,0,45.372405736972
Exp2_S1,2,near,mid,near,2.5,8,2,0,0,0,43.6607965151735
Exp2_S1,3,near,mid,near,1.25,7,2,1,0,0,23.7824260461669
Exp2_S1,4,near,mid,near,0.625,4,3,3,0,0,51.0415844599109
Exp2_S1,5,near,far,near,5,9,0,0,1,0,40.9108151846214
Exp2_S1,6,near,far,near,2.5,4,4,0,1,1,43.3119406592842
Exp2_S1,7,near,far,near,1.25,5,4,1,0,0,46.0146227967039
Exp2_S1,8,near,far,near,0.625,4,2,2,1,1,79.8775620669966
Exp2_S1,9,near,near,near,5,9,0,0,0,1,12.1550499315226
Exp2_S1,10,near,near,near,2.5,9,0,0,0,1,41.672185019901
Exp2_S1,11,near,near,near,1.25,10,0,0,0,0,75.856765542191
Exp2_S1,12,near,near,near,0.625,10,0,0,0,0,89.0108768591665
Exp2_S1,13,far,mid,far,5,8,0,0,0,2,18.5795318931988
Exp2_S1,14,far,mid,far,2.5,10,0,0,0,0,80.8618304664461
Exp2_S1,15,far,mid,far,1.25,7,0,1,0,2,30.1704430540227
Exp2_S1,16,far,mid,far,0.625,7,2,0,0,1,113.575990362181
Exp2_S1,17,far,near,far,5,6,0,0,1,3,38.3104096516474
Exp2_S1,18,far,near,far,2.5,10,0,0,0,0,17.2083757008108
Exp2_S1,19,far,near,far,1.25,10,0,0,0,0,37.7212820316748
Exp2_S1,20,far,near,far,0.625,4,1,1,3,1,86.2422392454728
Exp2_S1,21,far,far,far,5,9,1,0,0,0,24.1030161192684
Exp2_S1,22,far,far,far,2.5,9,0,0,0,1,41.3915271114492
Exp2_S1,23,far,far,far,1.25,10,0,0,0,0,86.9460673831002
Exp2_S1,24,far,far,far,0.625,9,1,0,0,0,65.287778456777
Exp2_S1,25,near,no flankers,near,Inf,2,0,0,0,8,40.1941873461029
Exp2_S1,26,far,no flankers,far,Inf,0,0,0,0,10,10.849553521299
Exp2_S2,1,near,mid,near,5,3,7,0,0,0,81.3180733230883
Exp2_S2,2,near,mid,near,2.5,2,6,1,1,0,18.5451056085645
Exp2_S2,3,near,mid,near,1.25,2,6,1,1,0,17.2769070584295
Exp2_S2,4,near,mid,near,0.625,1,3,5,0,1,82.1812226726684
Exp2_S2,5,near,far,near,5,4,5,0,0,1,42.7149161796757
Exp2_S2,6,near,far,near,2.5,3,7,0,0,0,24.5926014767606
Exp2_S2,7,near,far,near,1.25,0,4,6,0,0,34.9110460373629
Exp2_S2,8,near,far,near,0.625,0,3,6,1,0,70.4629186716033
Exp2_S2,9,near,near,near,5,8,1,0,0,1,8.4723046671961
Exp2_S2,10,near,near,near,2.5,4,5,0,0,1,19.9508316366618
Exp2_S2,11,near,near,near,1.25,8,1,1,0,0,45.2598232630522
Exp2_S2,12,near,near,near,0.625,8,2,0,0,0,38.1955817209223
Exp2_S2,13,far,mid,far,5,8,2,0,0,0,41.50098998486
Exp2_S2,14,far,mid,far,2.5,4,3,3,0,0,29.2624999006144
Exp2_S2,15,far,mid,far,1.25,4,3,3,0,0,64.8245625338851
Exp2_S2,16,far,mid,far,0.625,4,4,2,0,0,41.861204613931
Exp2_S2,17,far,near,far,5,6,3,0,1,0,19.5728530332385
Exp2_S2,18,far,near,far,2.5,5,3,1,0,1,18.557212676169
Exp2_S2,19,far,near,far,1.25,4,3,3,0,0,18.7836793735352
Exp2_S2,20,far,near,far,0.625,3,1,3,2,1,36.2824205979664
Exp2_S2,21,far,far,far,5,5,2,1,0,2,14.3854746944587
Exp2_S2,22,far,far,far,2.5,5,2,2,0,1,14.8453758861069
Exp2_S2,23,far,far,far,1.25,6,1,2,0,1,28.4114651387309
Exp2_S2,24,far,far,far,0.625,6,2,1,0,1,38.3237341127176
Exp2_S2,25,near,no flankers,near,Inf,0,0,0,5,5,18.0343996821173
Exp2_S2,26,far,no flankers,far,Inf,0,0,1,3,6,17.7614494777366
Exp2_S3,1,near,mid,near,5,0,6,2,2,0,38.6464936512043
Exp2_S3,2,near,mid,near,2.5,3,5,0,2,0,34.3819440199677
Exp2_S3,3,near,mid,near,1.25,3,5,0,2,0,25.2177772843082
Exp2_S3,4,near,mid,near,0.625,4,2,3,1,0,71.0904036400519
Exp2_S3,5,near,far,near,5,1,9,0,0,0,32.5927171414886
Exp2_S3,6,near,far,near,2.5,2,8,0,0,0,35.8488364262076
Exp2_S3,7,near,far,near,1.25,4,2,3,1,0,71.3628404544873
Exp2_S3,8,near,far,near,0.625,2,0,2,5,1,63.7076958562872
Exp2_S3,9,near,near,near,5,8,2,0,0,0,21.4135568297568
Exp2_S3,10,near,near,near,2.5,7,3,0,0,0,30.1131875012144
Exp2_S3,11,near,near,near,1.25,7,3,0,0,0,48.5767331746851
Exp2_S3,12,near,near,near,0.625,10,0,0,0,0,39.0314938880093
Exp2_S3,13,far,mid,far,5,8,2,0,0,0,37.6174305010364
Exp2_S3,14,far,mid,far,2.5,6,3,0,1,0,57.7350605126528
Exp2_S3,15,far,mid,far,1.25,5,5,0,0,0,50.6874757253453
Exp2_S3,16,far,mid,far,0.625,4,2,4,0,0,76.7238161153604
Exp2_S3,17,far,near,far,5,6,4,0,0,0,46.7226246272419
Exp2_S3,18,far,near,far,2.5,6,3,1,0,0,53.5895548235902
Exp2_S3,19,far,near,far,1.25,2,5,3,0,0,74.088814493254
Exp2_S3,20,far,near,far,0.625,2,0,5,3,0,89.7225188402702
Exp2_S3,21,far,far,far,5,9,1,0,0,0,17.8276876506673
Exp2_S3,22,far,far,far,2.5,5,4,0,0,1,51.0943539224114
Exp2_S3,23,far,far,far,1.25,7,3,0,0,0,53.3718185830873
Exp2_S3,24,far,far,far,0.625,8,0,1,1,0,77.7997786384089
Exp2_S3,25,near,no flankers,near,Inf,1,0,0,0,9,14.4183055782203
Exp2_S3,26,far,no flankers,far,Inf,0,0,0,0,10,26.5011282332101
Exp2_S4,1,near,mid,near,5,9,0,1,0,0,20.1396466977362
Exp2_S4,2,near,mid,near,2.5,5,3,0,2,0,12.4307454123576
Exp2_S4,3,near,mid,near,1.25,8,2,0,0,0,21.2476775881087
Exp2_S4,4,near,mid,near,0.625,8,2,0,0,0,48.3407186823967
Exp2_S4,5,near,far,near,5,6,4,0,0,0,15.1205976093335
Exp2_S4,6,near,far,near,2.5,5,2,0,2,1,60.0291804924835
Exp2_S4,7,near,far,near,1.25,4,6,0,0,0,46.2674131684231
Exp2_S4,8,near,far,near,0.625,7,2,0,1,0,78.0760790066435
Exp2_S4,9,near,near,near,5,9,1,0,0,0,17.5734387172647
Exp2_S4,10,near,near,near,2.5,10,0,0,0,0,16.9669690071683
Exp2_S4,11,near,near,near,1.25,9,0,0,0,1,46.9379160006753
Exp2_S4,12,near,near,near,0.625,8,2,0,0,0,15.979461977122
Exp2_S4,13,far,mid,far,5,10,0,0,0,0,14.8396108557682
Exp2_S4,14,far,mid,far,2.5,10,0,0,0,0,22.8481206581102
Exp2_S4,15,far,mid,far,1.25,6,4,0,0,0,38.544112701213
Exp2_S4,16,far,mid,far,0.625,7,3,0,0,0,58.6141890525444
Exp2_S4,17,far,near,far,5,7,3,0,0,0,16.5374995667231
Exp2_S4,18,far,near,far,2.5,7,3,0,0,0,23.4927226760183
Exp2_S4,19,far,near,far,1.25,8,2,0,0,0,19.7990749733204
Exp2_S4,20,far,near,far,0.625,5,4,0,1,0,91.2832316229385
Exp2_S4,21,far,far,far,5,9,0,0,0,1,14.253067011378
Exp2_S4,22,far,far,far,2.5,9,1,0,0,0,20.6595051375254
Exp2_S4,23,far,far,far,1.25,9,1,0,0,0,67.1038982536466
