ID,Condition_number,Target_Screen,Flanker_Screen,Fixation_Screen,Target_Flanker_Spacing_in_deg,PerceivedPosCount_TCenter,PerceivedPosCount_TOffCenter,PerceivedPosCount_TObstructed,PerceivedPosCount_TOutside,PerceivedPosCount_noRingOrUnsure,CircSD_deg
Exp2_S4,24,far,far,far,0.625,9,0,0,0,1,76.0023765571396
Exp2_S4,25,near,no flankers,near,Inf,1,0,0,0,9,41.1791943339726
Exp2_S4,26,far,no flankers,far,Inf,2,0,0,0,8,9.56159830140344
Exp2_S5,1,near,mid,near,5,3,5,2,0,0,23.9866724890136
Exp2_S5,2,near,mid,near,2.5,4,6,0,0,0,17.0415790785013
Exp2_S5,3,near,mid,near,1.25,4,3,1,1,1,19.8732810627185
Exp2_S5,4,near,mid,near,0.625,4,1,5,0,0,40.52498145229
Exp2_S5,5,near,far,near,5,5,5,0,0,0,21.3534645919405
Exp2_S5,6,near,far,near,2.5,4,6,0,0,0,14.4046783605043
Exp2_S5,7,near,far,near,1.25,1,5,4,0,0,42.6613356462455
Exp2_S5,8,near,far,near,0.625,1,3,6,0,0,16.2457769591856
Exp2_S5,9,near,near,near,5,10,0,0,0,0,15.8643987800478
Exp2_S5,10,near,near,near,2.5,10,0,0,0,0,11.949950934405
Exp2_S5,11,near,near,near,1.25,10,0,0,0,0,8.10204460438918
Exp2_S5,12,near,near,near,0.625,10,0,0,0,0,31.2624423403808
Exp2_S5,13,far,mid,far,5,10,0,0,0,0,14.1345326113708
Exp2_S5,14,far,mid,far,2.5,8,1,0,0,1,15.0620318527717
Exp2_S5,15,far,mid,far,1.25,9,0,1,0,0,26.1484197231483
Exp2_S5,16,far,mid,far,0.625,9,0,1,0,0,65.059866999467
Exp2_S5,17,far,near,far,5,10,0,0,0,0,15.8155685901552
Exp2_S5,18,far,near,far,2.5,8,2,0,0,0,43.000128838961
Exp2_S5,19,far,near,far,1.25,10,0,0,0,0,29.5557327455903
Exp2_S5,20,far,near,far,0.625,7,1,2,0,0,39.0483670694263
Exp2_S5,21,far,far,far,5,9,0,0,0,1,21.170864195393
Exp2_S5,22,far,far,far,2.5,10,0,0,0,0,17.1236646409771
Exp2_S5,23,far,far,far,1.25,10,0,0,0,0,15.6476047138238
Exp2_S5,24,far,far,far,0.625,10,0,0,0,0,34.3005416116585
Exp2_S5,25,near,no flankers,near,Inf,1,0,0,0,9,17.1849330185997
Exp2_S5,26,far,no flankers,far,Inf,1,0,0,0,9,14.805577372859
Exp2_S6,1,near,mid,near,5,5,3,0,2,0,47.6025734046775
Exp2_S6,2,near,mid,near,2.5,5,1,1,3,0,29.5139613432526
Exp2_S6,3,near,mid,near,1.25,4,2,1,3,0,17.7098370360076
Exp2_S6,4,near,mid,near,0.625,3,0,3,4,0,65.8416721561436
Exp2_S6,5,near,far,near,5,7,3,0,0,0,36.5452299712338
Exp2_S6,6,near,far,near,2.5,1,5,2,2,0,22.5607159506897
Exp2_S6,7,near,far,near,1.25,3,1,1,4,1,47.179903154852
Exp2_S6,8,near,far,near,0.625,2,0,2,4,2,42.0400900294047
Exp2_S6,9,near,near,near,5,10,0,0,0,0,35.6464193040209
Exp2_S6,10,near,near,near,2.5,10,0,0,0,0,17.6829648382645
Exp2_S6,11,near,near,near,1.25,9,1,0,0,0,24.3189184525121
Exp2_S6,12,near,near,near,0.625,10,0,0,0,0,15.86274811014
Exp2_S6,13,far,mid,far,5,4,6,0,0,0,26.5641574558997
Exp2_S6,14,far,mid,far,2.5,4,6,0,0,0,33.4175777160216
Exp2_S6,15,far,mid,far,1.25,1,5,4,0,0,29.4626578481453
Exp2_S6,16,far,mid,far,0.625,7,0,2,1,0,31.5643800406467
Exp2_S6,17,far,near,far,5,5,5,0,0,0,27.8556186006042
Exp2_S6,18,far,near,far,2.5,3,3,3,1,0,27.469655910517
Exp2_S6,19,far,near,far,1.25,2,3,3,2,0,35.381652819712
Exp2_S6,20,far,near,far,0.625,1,1,5,1,2,65.3994987451704
Exp2_S6,21,far,far,far,5,9,0,0,1,0,50.297399975197
Exp2_S6,22,far,far,far,2.5,9,1,0,0,0,16.6428987656543
Exp2_S6,23,far,far,far,1.25,10,0,0,0,0,63.0759885655285
Exp2_S6,24,far,far,far,0.625,9,1,0,0,0,38.0939743628866
Exp2_S6,25,near,no flankers,near,Inf,0,0,0,1,9,18.1153252690495
Exp2_S6,26,far,no flankers,far,Inf,0,0,0,0,10,27.8440331304834
Exp2_S7,1,near,mid,near,5,6,3,0,1,0,55.0671633044563
Exp2_S7,2,near,mid,near,2.5,3,2,1,4,0,47.2877427613006
Exp2_S7,3,near,mid,near,1.25,5,4,0,1,0,41.584895025
Exp2_S7,4,near,mid,near,0.625,4,3,2,1,0,42.0803039163902
Exp2_S7,5,near,far,near,5,7,1,0,1,1,60.0963619497128
Exp2_S7,6,near,far,near,2.5,10,0,0,0,0,39.636368452284
Exp2_S7,7,near,far,near,1.25,5,4,0,1,0,36.9424271398777
Exp2_S7,8,near,far,near,0.625,2,3,3,2,0,75.5726400017273
Exp2_S7,9,near,near,near,5,10,0,0,0,0,76.0733380162633
Exp2_S7,10,near,near,near,2.5,8,1,0,1,0,21.5142981126694
Exp2_S7,11,near,near,near,1.25,10,0,0,0,0,32.5328326588544
Exp2_S7,12,near,near,near,0.625,9,0,0,0,1,25.8492677961474
Exp2_S7,13,far,mid,far,5,8,2,0,0,0,72.1718944441739
Exp2_S7,14,far,mid,far,2.5,4,5,0,0,1,32.9782150530086
Exp2_S7,15,far,mid,far,1.25,3,6,1,0,0,84.1671414891593
Exp2_S7,16,far,mid,far,0.625,5,4,0,1,0,89.2826725550231
Exp2_S7,17,far,near,far,5,7,2,0,1,0,46.2659877009011
Exp2_S7,18,far,near,far,2.5,5,5,0,0,0,34.9425772944103
Exp2_S7,19,far,near,far,1.25,5,3,0,2,0,60.4449939113149
Exp2_S7,20,far,near,far,0.625,3,5,2,0,0,34.1088522175312
Exp2_S7,21,far,far,far,5,9,1,0,0,0,16.063685066527
Exp2_S7,22,far,far,far,2.5,8,2,0,0,0,24.4438257267538
Exp2_S7,23,far,far,far,1.25,10,0,0,0,0,58.3684253706871
Exp2_S7,24,far,far,far,0.625,9,1,0,0,0,74.6048354756578
Exp2_S7,25,near,no flankers,near,Inf,3,0,0,7,0,20.5150935038357
Exp2_S7,26,far,no flankers,far,Inf,2,1,0,6,1,31.1407019994198
Exp2_S8,1,near,mid,near,5,5,3,0,2,0,39.2696125959311
Exp2_S8,2,near,mid,near,2.5,3,6,0,1,0,17.2265966294928
Exp2_S8,3,near,mid,near,1.25,5,5,0,0,0,47.5091246667638
Exp2_S8,4,near,mid,near,0.625,3,6,1,0,0,15.0123732591882
Exp2_S8,5,near,far,near,5,6,1,1,2,0,29.2695742046172
Exp2_S8,6,near,far,near,2.5,6,1,2,1,0,44.380104207044
Exp2_S8,7,near,far,near,1.25,8,0,1,1,0,16.4796832330027
Exp2_S8,8,near,far,near,0.625,2,4,2,1,1,58.019036465417
Exp2_S8,9,near,near,near,5,10,0,0,0,0,17.6226555589804
Exp2_S8,10,near,near,near,2.5,10,0,0,0,0,22.9986437314871
Exp2_S8,11,near,near,near,1.25,10,0,0,0,0,11.1384796687114
Exp2_S8,12,near,near,near,0.625,10,0,0,0,0,32.9066859051502
Exp2_S8,13,far,mid,far,5,8,2,0,0,0,11.5527098544686
Exp2_S8,14,far,mid,far,2.5,7,3,0,0,0,16.4041818092758
Exp2_S8,15,far,mid,far,1.25,1,5,4,0,0,40.8561458516316
Exp2_S8,16,far,mid,far,0.625,3,5,2,0,0,20.6809393979812
Exp2_S8,17,far,near,far,5,5,2,3,0,0,15.7650875861011
Exp2_S8,18,far,near,far,2.5,9,1,0,0,0,31.6739531308351
Exp2_S8,19,far,near,far,1.25,5,3,2,0,0,13.5225747528406
Exp2_S8,20,far,near,far,0.625,3,3,3,1,0,29.8225878589707
Exp2_S8,21,far,far,far,5,9,1,0,0,0,7.39284316803181
Exp2_S8,22,far,far,far,2.5,10,0,0,0,0,15.6537082721473
Exp2_S8,23,far,far,far,1.25,10,0,0,0,0,17.7249130180509
Exp2_S8,24,far,far,far,0.625,10,0,0,0,0,16.2886438080189
Exp2_S8,25,near,no flankers,near,Inf,0,0,0,0,10,16.4496146070034
Exp2_S8,26,far,no flankers,far,Inf,0,0,0,0,10,37.5346913020209
Exp2_S9,1,near,mid,near,5,3,3,1,3,0,42.8022878863335
Exp2_S9,2,near,mid,near,2.5,2,4,0,4,0,13.9063171438032
Exp2_S9,3,near,mid,near,1.25,3,2,0,5,0,43.7024305801705
Exp2_S9,4,near,mid,near,0.625,0,3,2,5,0,24.2803139345463
Exp2_S9,5,near,far,near,5,2,4,0,4,0,25.316534213066
Exp2_S9,6,near,far,near,2.5,2,1,1,6,0,21.2270345486922
Exp2_S9,7,near,far,near,1.25,1,2,2,5,0,28.2414340925606
Exp2_S9,8,near,far,near,0.625,0,1,4,5,0,22.2797753287337
Exp2_S9,9,near,near,near,5,10,0,0,0,0,60.1310633976419
Exp2_S9,10,near,near,near,2.5,10,0,0,0,0,34.3700816090974
Exp2_S9,11,near,near,near,1.25,9,0,0,0,1,53.075467462545
Exp2_S9,12,near,near,near,0.625,10,0,0,0,0,35.686916435761
Exp2_S9,13,far,mid,far,5,9,1,0,0,0,14.6267772255871
Exp2_S9,14,far,mid,far,2.5,9,1,0,0,0,23.8832906165948
Exp2_S9,15,far,mid,far,1.25,6,2,2,0,0,58.2928042062459
Exp2_S9,16,far,mid,far,0.625,6,2,2,0,0,45.9142328382687
Exp2_S9,17,far,near,far,5,9,1,0,0,0,29.4955833693014
Exp2_S9,18,far,near,far,2.5,5,5,0,0,0,25.5751230107689
Exp2_S9,19,far,near,far,1.25,0,10,0,0,0,21.1250883089021
Exp2_S9,20,far,near,far,0.625,2,2,5,1,0,57.2927949370629
Exp2_S9,21,far,far,far,5,9,1,0,0,0,13.4842934622541
Exp2_S9,22,far,far,far,2.5,10,0,0,0,0,18.4181036062642
Exp2_S9,23,far,far,far,1.25,10,0,0,0,0,25.4504530882861
Exp2_S9,24,far,far,far,0.625,10,0,0,0,0,50.6052555011361
Exp2_S9,25,near,no flankers,near,Inf,1,0,0,0,9,17.5870087565894
Exp2_S9,26,far,no flankers,far,Inf,1,0,0,0,9,20.4593038029636
