"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp3_ES4",2,205,217.612718418791,"mid","mid","mid",1.25,1,1,"target in center of ring"
"Exp3_ES4",6,203,212.727912591562,"near","mid","mid",0.625,1,2,"unsure or no ring"
"Exp3_ES4",1,117,129.925931988378,"mid","mid","mid",2.5,1,3,"target in center of ring"
"Exp3_ES4",6,344,1.62700004092159,"near","mid","mid",0.625,2,4,"target outside ring"
"Exp3_ES4",3,324,306.806359209396,"mid","mid","mid",0.625,1,5,"target in center of ring"
"Exp3_ES4",6,3,4,"near","mid","mid",0.625,3,6,"unsure or no ring"
"Exp3_ES4",12,63,40.9215533821664,"far","no flankers","mid",Inf,1,7,"unsure or no ring"
"Exp3_ES4",12,342,335.470106805254,"far","no flankers","mid",Inf,2,8,"unsure or no ring"
"Exp3_ES4",3,331,334.4470679707,"mid","mid","mid",0.625,2,9,"unsure or no ring"
"Exp3_ES4",3,183,174.613291320539,"mid","mid","mid",0.625,3,10,"target in center of ring"
"Exp3_ES4",1,195,183.101485452388,"mid","mid","mid",2.5,2,11,"target in center of ring"
"Exp3_ES4",5,82,83.981912673405,"near","mid","mid",1.25,1,12,"target outside ring"
"Exp3_ES4",9,36,346.72353398535,"far","mid","mid",0.625,1,13,"ring obstructs target"
"Exp3_ES4",12,6,14.6039612063674,"far","no flankers","mid",Inf,3,14,"unsure or no ring"
"Exp3_ES4",9,8,2.04607766910833,"far","mid","mid",0.625,2,15,"ring obstructs target"
"Exp3_ES4",8,189,183.101485452388,"far","mid","mid",1.25,1,16,"ring obstructs target"
"Exp3_ES4",9,272,271.018660228342,"far","mid","mid",0.625,3,17,"unsure or no ring"
"Exp3_ES4",1,192,186.654417481688,"mid","mid","mid",2.5,3,18,"target in center of ring"
"Exp3_ES4",7,243,212.705446658755,"far","mid","mid",2.5,1,19,"target in center of ring"
"Exp3_ES4",3,346,329.331873797929,"mid","mid","mid",0.625,4,20,"target in center of ring"
"Exp3_ES4",7,116,124.724106887097,"far","mid","mid",2.5,2,21,"target not in center of ring"
"Exp3_ES4",3,296,320.354912632483,"mid","mid","mid",0.625,5,22,"target in center of ring"
"Exp3_ES4",10,92,82.866145598887,"mid","no flankers","mid",Inf,1,23,"unsure or no ring"
"Exp3_ES4",12,125,138.023611736301,"far","no flankers","mid",Inf,4,24,"unsure or no ring"
"Exp3_ES4",7,166,160.493145639809,"far","mid","mid",2.5,3,25,"target not in center of ring"
"Exp3_ES4",11,166,166.115194172771,"near","no flankers","mid",Inf,1,26,"unsure or no ring"
"Exp3_ES4",8,307,331.377951467038,"far","mid","mid",1.25,2,27,"target in center of ring"
"Exp3_ES4",4,130,133.069116503663,"near","mid","mid",2.5,1,28,"unsure or no ring"
"Exp3_ES4",11,250,230.686213528666,"near","no flankers","mid",Inf,2,29,"unsure or no ring"
"Exp3_ES4",11,310,309.470106805254,"near","no flankers","mid",Inf,3,30,"unsure or no ring"
"Exp3_ES4",8,50,84.9122232679952,"far","mid","mid",1.25,3,31,"ring obstructs target"
"Exp3_ES4",10,183,174.501902852232,"mid","no flankers","mid",Inf,2,32,"unsure or no ring"
"Exp3_ES4",2,218,204.521135982322,"mid","mid","mid",1.25,2,33,"unsure or no ring"
"Exp3_ES4",8,161,151.387281581209,"far","mid","mid",1.25,4,34,"target not in center of ring"
"Exp3_ES4",12,219,219.866718500634,"far","no flankers","mid",Inf,5,35,"unsure or no ring"
"Exp3_ES4",1,350,339.562262143471,"mid","mid","mid",2.5,4,36,"target in center of ring"
"Exp3_ES4",3,309,296.848058272292,"mid","mid","mid",0.625,6,37,"target in center of ring"
"Exp3_ES4",5,258,221.760281540287,"near","mid","mid",1.25,2,38,"target outside ring"
"Exp3_ES4",11,275,269.861766992675,"near","no flankers","mid",Inf,4,39,"unsure or no ring"
"Exp3_ES4",4,282,274.087776732005,"near","mid","mid",2.5,2,40,"target outside ring"
"Exp3_ES4",7,121,119.161844743626,"far","mid","mid",2.5,4,41,"target not in center of ring"
"Exp3_ES4",3,3,7.16127184187911,"mid","mid","mid",0.625,7,42,"target in center of ring"
"Exp3_ES4",5,88,86.8947088431477,"near","mid","mid",1.25,3,43,"target outside ring"
"Exp3_ES4",7,76,193.031796046978,"far","mid","mid",2.5,5,44,"target not in center of ring"
"Exp3_ES4",10,161,165.212301018947,"mid","no flankers","mid",Inf,3,45,"unsure or no ring"
"Exp3_ES4",6,345,344.677456316242,"near","mid","mid",0.625,4,46,"target outside ring"
"Exp3_ES4",8,24,0,"far","mid","mid",1.25,5,47,"ring obstructs target"
"Exp3_ES4",5,71,57.2901747350329,"near","mid","mid",1.25,4,48,"target outside ring"
"Exp3_ES4",7,191,201.755902934075,"far","mid","mid",2.5,6,49,"target not in center of ring"
"Exp3_ES4",6,58,35.8063592093956,"near","mid","mid",0.625,5,50,"target outside ring"
"Exp3_ES4",11,179,175.50247575398,"near","no flankers","mid",Inf,5,51,"unsure or no ring"
"Exp3_ES4",9,187,173.234766951754,"far","mid","mid",0.625,4,52,"ring obstructs target"
"Exp3_ES4",11,135,141.801980603184,"near","no flankers","mid",Inf,6,53,"unsure or no ring"
"Exp3_ES4",4,330,317.055407783279,"near","mid","mid",2.5,3,54,"target outside ring"
