"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp3_ES3",1,165,153.455825183124,"mid","mid","mid",2.5,1,1,"target in center of ring"
"Exp3_ES3",11,271,263.677456316242,"near","no flankers","mid",Inf,1,2,"unsure or no ring"
"Exp3_ES3",8,111,145.640708761305,"far","mid","mid",1.25,1,3,"target in center of ring"
"Exp3_ES3",12,72,101.534844702705,"far","no flankers","mid",Inf,1,4,"unsure or no ring"
"Exp3_ES3",8,35,39.8985145476122,"far","mid","mid",1.25,2,5,"target in center of ring"
"Exp3_ES3",1,359,0,"mid","mid","mid",2.5,2,6,"target in center of ring"
"Exp3_ES3",3,326,344.515611572615,"mid","mid","mid",0.625,1,7,"target in center of ring"
"Exp3_ES3",6,354,355.727912591562,"near","mid","mid",0.625,1,8,"target outside ring"
"Exp3_ES3",4,261,205.916601874207,"near","mid","mid",2.5,1,9,"ring obstructs target"
"Exp3_ES3",1,217,221.880427221017,"mid","mid","mid",2.5,3,10,"target in center of ring"
"Exp3_ES3",1,266,274.354339730736,"mid","mid","mid",2.5,4,11,"target in center of ring"
"Exp3_ES3",6,101,94.7421942136923,"near","mid","mid",0.625,2,12,"target outside ring"
"Exp3_ES3",10,250,266.38233007325,"mid","no flankers","mid",Inf,1,13,"unsure or no ring"
"Exp3_ES3",2,41,46.7559029340754,"mid","mid","mid",1.25,1,14,"target in center of ring"
"Exp3_ES3",9,91,137.087203830257,"far","mid","mid",0.625,1,15,"target in center of ring"
"Exp3_ES3",6,307,307.848058272292,"near","mid","mid",0.625,3,16,"target outside ring"
"Exp3_ES3",1,126,133.318165077546,"mid","mid","mid",2.5,5,17,"target in center of ring"
"Exp3_ES3",9,153,122.262757294267,"far","mid","mid",0.625,2,18,"target in center of ring"
"Exp3_ES3",7,46,50.2397184597127,"far","mid","mid",2.5,1,19,"target not in center of ring"
"Exp3_ES3",6,315,312.963252445063,"near","mid","mid",0.625,4,20,"target outside ring"
"Exp3_ES3",8,135,105.372999959078,"far","mid","mid",1.25,3,21,"target in center of ring"
"Exp3_ES3",5,292,299.898514547612,"near","mid","mid",1.25,1,22,"target outside ring"
"Exp3_ES3",5,357,9.75590293407538,"near","mid","mid",1.25,2,23,"target outside ring"
"Exp3_ES3",6,110,98.7191553791382,"near","mid","mid",0.625,5,24,"target outside ring"
"Exp3_ES3",12,20,358.091582436469,"far","no flankers","mid",Inf,2,25,"unsure or no ring"
"Exp3_ES3",11,138,137.704873757008,"near","no flankers","mid",Inf,2,26,"unsure or no ring"
"Exp3_ES3",3,111,158.571019355895,"mid","mid","mid",0.625,2,27,"target in center of ring"
"Exp3_ES3",7,283,306.704873757008,"far","mid","mid",2.5,2,28,"target in center of ring"
"Exp3_ES3",4,6,18.4146990219749,"near","mid","mid",2.5,2,29,"target outside ring"
"Exp3_ES3",8,144,141.05045627532,"far","mid","mid",1.25,4,30,"target in center of ring"
"Exp3_ES3",10,183,181.562262143471,"mid","no flankers","mid",Inf,2,31,"unsure or no ring"
"Exp3_ES3",3,327,148.340631010353,"mid","mid","mid",0.625,3,32,"target in center of ring"
"Exp3_ES3",6,203,206.709825264967,"near","mid","mid",0.625,6,33,"ring obstructs target"
"Exp3_ES3",3,244,219.524941686786,"mid","mid","mid",0.625,4,34,"target in center of ring"
"Exp3_ES3",3,247,65.7328640995212,"mid","mid","mid",0.625,5,35,"target in center of ring"
"Exp3_ES3",9,270,55.848058272292,"far","mid","mid",0.625,3,36,"target in center of ring"
"Exp3_ES3",4,350,355.930883496338,"near","mid","mid",2.5,3,37,"target outside ring"
"Exp3_ES3",4,188,183.165650448091,"near","mid","mid",2.5,4,38,"target outside ring"
"Exp3_ES3",8,121,146.207922412735,"far","mid","mid",1.25,5,39,"target in center of ring"
"Exp3_ES3",10,168,160.511232966404,"mid","no flankers","mid",Inf,3,40,"unsure or no ring"
"Exp3_ES3",8,262,220.318165077546,"far","mid","mid",1.25,6,41,"target not in center of ring"
"Exp3_ES3",7,326,322.930883496338,"far","mid","mid",2.5,3,42,"target not in center of ring"
"Exp3_ES3",11,6,5.11519417277081,"near","no flankers","mid",Inf,3,43,"unsure or no ring"
"Exp3_ES3",10,262,268.750951426116,"mid","no flankers","mid",Inf,4,44,"unsure or no ring"
"Exp3_ES3",4,184,199.460776691083,"near","mid","mid",2.5,5,45,"target outside ring"
"Exp3_ES3",12,326,339.920980480419,"far","no flankers","mid",Inf,3,46,"target in center of ring"
"Exp3_ES3",7,128,134.654417481688,"far","mid","mid",2.5,4,47,"target in center of ring"
