"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp3_ES2",9,104,85.9352621025494,"far","mid","mid",0.625,1,1,"ring obstructs target"
"Exp3_ES2",10,224,225.38233007325,"mid","no flankers","mid",Inf,1,2,"unsure or no ring"
"Exp3_ES2",2,310,322.17060195605,"mid","mid","mid",1.25,1,3,"target in center of ring"
"Exp3_ES2",12,85,85.9352621025494,"far","no flankers","mid",Inf,1,4,"unsure or no ring"
"Exp3_ES2",5,216,210.645087367516,"near","mid","mid",1.25,1,5,"ring obstructs target"
"Exp3_ES2",5,32,46.8387281581209,"near","mid","mid",1.25,2,6,"ring obstructs target"
"Exp3_ES2",2,53,50.1289028931538,"mid","mid","mid",1.25,2,7,"target in center of ring"
"Exp3_ES2",8,13,57.2901747350329,"far","mid","mid",1.25,1,8,"target not in center of ring"
"Exp3_ES2",11,71,92.0460776691083,"near","no flankers","mid",Inf,1,9,"unsure or no ring"
"Exp3_ES2",1,95,88.9676310512747,"mid","mid","mid",2.5,1,10,"target in center of ring"
"Exp3_ES2",6,147,127.004378606212,"near","mid","mid",0.625,1,11,"ring obstructs target"
"Exp3_ES2",4,219,234.635757253345,"near","mid","mid",2.5,1,12,"ring obstructs target"
"Exp3_ES2",5,193,179.031796046978,"near","mid","mid",1.25,3,13,"target not in center of ring"
"Exp3_ES2",6,257,238.15632033392,"near","mid","mid",0.625,2,14,"target outside ring"
"Exp3_ES2",2,266,263.806359209396,"mid","mid","mid",1.25,3,15,"target in center of ring"
"Exp3_ES2",5,241,230.948970822932,"near","mid","mid",1.25,4,16,"target outside ring"
"Exp3_ES2",7,84,86.6450873675165,"far","mid","mid",2.5,1,17,"ring obstructs target"
"Exp3_ES2",4,332,314.732291197774,"near","mid","mid",2.5,2,18,"target outside ring"
"Exp3_ES2",6,184,177.460776691083,"near","mid","mid",0.625,3,19,"target outside ring"
"Exp3_ES2",3,248,226.299504849204,"mid","mid","mid",0.625,1,20,"target not in center of ring"
"Exp3_ES2",7,312,313.013708720383,"far","mid","mid",2.5,2,21,"target not in center of ring"
"Exp3_ES2",11,357,2.04607766910835,"near","no flankers","mid",Inf,2,22,"unsure or no ring"
"Exp3_ES2",6,77,32.3181650775463,"near","mid","mid",0.625,4,23,"target outside ring"
"Exp3_ES2",2,53,39.8985145476123,"mid","mid","mid",1.25,4,24,"target in center of ring"
"Exp3_ES2",8,283,55.9632524450628,"far","mid","mid",1.25,2,25,"unsure or no ring"
"Exp3_ES2",8,174,45.1475631214961,"far","mid","mid",1.25,3,26,"target not in center of ring"
"Exp3_ES2",10,55,49.1058640585997,"mid","no flankers","mid",Inf,2,27,"unsure or no ring"
"Exp3_ES2",3,216,218.866145598887,"mid","mid","mid",0.625,2,28,"target in center of ring"
"Exp3_ES2",3,264,64.4514465769121,"mid","mid","mid",0.625,3,29,"target in center of ring"
"Exp3_ES2",2,265,269.741621311945,"mid","mid","mid",1.25,5,30,"target in center of ring"
"Exp3_ES2",8,344,4.09215533821664,"far","mid","mid",1.25,4,31,"ring obstructs target"
"Exp3_ES2",8,125,228.691165036625,"far","mid","mid",1.25,5,32,"ring obstructs target"
"Exp3_ES2",6,5,0,"near","mid","mid",0.625,5,33,"target outside ring"
"Exp3_ES2",1,301,286.161271841879,"mid","mid","mid",2.5,2,34,"target in center of ring"
"Exp3_ES2",12,293,277.635757253345,"far","no flankers","mid",Inf,2,35,"unsure or no ring"
"Exp3_ES2",9,129,130.612718418791,"far","mid","mid",0.625,2,36,"unsure or no ring"
"Exp3_ES2",9,345,207.340631010353,"far","mid","mid",0.625,3,37,"ring obstructs target"
"Exp3_ES2",7,296,310.976961165446,"far","mid","mid",2.5,3,38,"target not in center of ring"
"Exp3_ES2",12,159,134.479436919425,"far","no flankers","mid",Inf,3,39,"unsure or no ring"
"Exp3_ES2",1,131,148.308834963375,"mid","mid","mid",2.5,3,40,"target in center of ring"
"Exp3_ES2",10,186,175.962679543315,"mid","no flankers","mid",Inf,3,41,"unsure or no ring"
"Exp3_ES2",10,282,270.082252322298,"mid","no flankers","mid",Inf,4,42,"unsure or no ring"
"Exp3_ES2",9,189,217.907271760036,"far","mid","mid",0.625,4,43,"ring obstructs target"
"Exp3_ES2",10,68,59.5715922576421,"mid","no flankers","mid",Inf,5,44,"unsure or no ring"
"Exp3_ES2",1,1,6.13823300732495,"mid","mid","mid",2.5,4,45,"target in center of ring"
"Exp3_ES2",5,118,118.511232966403,"near","mid","mid",1.25,5,46,"target outside ring"
"Exp3_ES2",9,51,47.0597863894914,"far","mid","mid",0.625,5,47,"ring obstructs target"
"Exp3_ES2",5,93,117.419077628187,"near","mid","mid",1.25,6,48,"target outside ring"
"Exp3_ES2",7,340,175.962679543316,"far","mid","mid",2.5,4,49,"target in center of ring"
"Exp3_ES2",11,66,57.9676310512747,"near","no flankers","mid",Inf,3,50,"unsure or no ring"
"Exp3_ES2",6,256,183.363669844907,"near","mid","mid",0.625,6,51,"target in center of ring"
"Exp3_ES2",5,83,87.4975242460204,"near","mid","mid",1.25,7,52,"target outside ring"
"Exp3_ES2",11,315,301.709825264967,"near","no flankers","mid",Inf,4,53,"unsure or no ring"
"Exp3_ES2",3,328,4.09215533821661,"mid","mid","mid",0.625,4,54,"target in center of ring"
"Exp3_ES2",1,80,93.0965339444286,"mid","mid","mid",2.5,5,55,"target in center of ring"
"Exp3_ES2",7,21,38.8754757130581,"far","mid","mid",2.5,5,56,"target not in center of ring"
"Exp3_ES2",4,226,233.972009657487,"near","mid","mid",2.5,3,57,"ring obstructs target"
"Exp3_ES2",11,274,92,"near","no flankers","mid",Inf,5,58,"unsure or no ring"
"Exp3_ES2",7,34,54.2210582313705,"far","mid","mid",2.5,6,59,"target not in center of ring"
"Exp3_ES2",4,325,300.686786430413,"near","mid","mid",2.5,4,60,"target not in center of ring"
"Exp3_ES2",8,150,130.857388386463,"far","mid","mid",1.25,6,61,"ring obstructs target"
"Exp3_ES2",4,275,269.059213487744,"near","mid","mid",2.5,5,62,"ring obstructs target"
"Exp3_ES2",3,211,215.709825264967,"mid","mid","mid",0.625,5,63,"target not in center of ring"
"Exp3_ES2",1,146,124.810737815608,"mid","mid","mid",2.5,6,64,"target in center of ring"
"Exp3_ES2",2,229,221.138233007325,"mid","mid","mid",1.25,6,65,"target in center of ring"
"Exp3_ES2",11,273,268.972582559234,"near","no flankers","mid",Inf,6,66,"unsure or no ring"
"Exp3_ES2",1,233,221.764660146499,"mid","mid","mid",2.5,7,67,"target in center of ring"
"Exp3_ES2",11,333,323.054834881532,"near","no flankers","mid",Inf,7,68,"unsure or no ring"
"Exp3_ES2",9,341,117.843106764333,"far","mid","mid",0.625,6,69,"ring obstructs target"
"Exp3_ES2",10,337,350.815689323567,"mid","no flankers","mid",Inf,6,70,"unsure or no ring"
"Exp3_ES2",12,209,223.72353398535,"far","no flankers","mid",Inf,4,71,"unsure or no ring"
"Exp3_ES2",5,345,356.953922330892,"near","mid","mid",1.25,8,72,"target not in center of ring"
"Exp3_ES2",12,135,141.179359168474,"far","no flankers","mid",Inf,5,73,"unsure or no ring"
"Exp3_ES2",4,4,0,"near","mid","mid",2.5,6,74,"target outside ring"
"Exp3_ES2",3,98,102.285796128821,"mid","mid","mid",0.625,6,75,"target in center of ring"
"Exp3_ES2",7,225,231.138233007325,"far","mid","mid",2.5,7,76,"target not in center of ring"
"Exp3_ES2",4,358,0,"near","mid","mid",2.5,7,77,"target outside ring"
"Exp3_ES2",2,154,178.917174775954,"mid","mid","mid",1.25,7,78,"target in center of ring"
"Exp3_ES2",1,154,138.544174816876,"mid","mid","mid",2.5,8,79,"target in center of ring"
"Exp3_ES2",12,280,265.216106723411,"far","no flankers","mid",Inf,6,80,"unsure or no ring"
"Exp3_ES2",2,211,183.207349510987,"mid","mid","mid",1.25,8,81,"target in center of ring"
"Exp3_ES2",7,219,212.524941686786,"far","mid","mid",2.5,8,82,"target not in center of ring"
"Exp3_ES2",7,58,64.848058272292,"far","mid","mid",2.5,9,83,"target not in center of ring"
"Exp3_ES2",8,358,7.16127184187913,"far","mid","mid",1.25,7,84,"ring obstructs target"
