"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp3_ES1",3,198,187.216106723411,"mid","mid","mid",0.625,1,1,"target in center of ring"
"Exp3_ES1",7,210,196.317592175799,"far","mid","mid",2.5,1,2,"target in center of ring"
"Exp3_ES1",3,342,159.599009698408,"mid","mid","mid",0.625,2,3,"target in center of ring"
"Exp3_ES1",11,139,132.387281581209,"near","no flankers","mid",Inf,1,4,"unsure or no ring"
"Exp3_ES1",11,141,143.364242746655,"near","no flankers","mid",Inf,2,5,"unsure or no ring"
"Exp3_ES1",8,12,47.0597863894913,"far","mid","mid",1.25,1,6,"target in center of ring"
"Exp3_ES1",7,213,207.590252485985,"far","mid","mid",2.5,2,7,"target in center of ring"
"Exp3_ES1",9,271,294.548553423088,"far","mid","mid",0.625,1,8,"ring obstructs target"
"Exp3_ES1",1,82,83.3088349633752,"mid","mid","mid",2.5,1,9,"target in center of ring"
"Exp3_ES1",9,220,221.225436837582,"far","mid","mid",0.625,2,10,"ring obstructs target"
"Exp3_ES1",2,234,153.455825183124,"mid","mid","mid",1.25,1,11,"target in center of ring"
"Exp3_ES1",6,187,169.824446535991,"near","mid","mid",0.625,1,12,"target not in center of ring"
"Exp3_ES1",2,302,295.571592257642,"mid","mid","mid",1.25,2,13,"target in center of ring"
"Exp3_ES1",10,182,172.755902934075,"mid","no flankers","mid",Inf,1,14,"unsure or no ring"
"Exp3_ES1",7,331,335.470106805254,"far","mid","mid",2.5,3,15,"target in center of ring"
"Exp3_ES1",6,275,296.594631092196,"near","mid","mid",0.625,2,16,"target not in center of ring"
"Exp3_ES1",6,172,165.539223308917,"near","mid","mid",0.625,3,17,"target not in center of ring"
"Exp3_ES1",6,307,309.386708679462,"near","mid","mid",0.625,4,18,"ring obstructs target"
"Exp3_ES1",11,267,263.428407742358,"near","no flankers","mid",Inf,3,19,"unsure or no ring"
"Exp3_ES1",1,252,191.318165077546,"mid","mid","mid",2.5,2,20,"target in center of ring"
"Exp3_ES1",4,59,84.7004951507959,"near","mid","mid",2.5,1,21,"target in center of ring"
"Exp3_ES1",1,142,145.193640790604,"mid","mid","mid",2.5,3,22,"target in center of ring"
"Exp3_ES1",7,282,61.4887670335965,"far","mid","mid",2.5,4,23,"target in center of ring"
"Exp3_ES1",2,318,331.188689282645,"mid","mid","mid",1.25,3,24,"target in center of ring"
"Exp3_ES1",3,296,142.202398003028,"mid","mid","mid",0.625,3,25,"target in center of ring"
"Exp3_ES1",9,46,317.055407783279,"far","mid","mid",0.625,3,26,"target outside ring"
"Exp3_ES1",5,269,266.94954372468,"near","mid","mid",1.25,1,27,"target not in center of ring"
"Exp3_ES1",8,278,180.037320456684,"far","mid","mid",1.25,2,28,"target not in center of ring"
"Exp3_ES1",6,246,338.539223308917,"near","mid","mid",0.625,5,29,"ring obstructs target"
"Exp3_ES1",8,332,225.727912591562,"far","mid","mid",1.25,3,30,"ring obstructs target"
"Exp3_ES1",10,2,359.031796046978,"mid","no flankers","mid",Inf,2,31,"unsure or no ring"
"Exp3_ES1",10,118,118.585873879772,"mid","no flankers","mid",Inf,3,32,"unsure or no ring"
