"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp4_S16",3,89,54.6494293212891,"mid","near","near",1.25,1,1,"target in center of ring"
"Exp4_S16",9,114,90.0977540016174,"far","near","near",0.625,1,2,"ring obstructs target"
"Exp4_S16",25,191,183.175671190023,"near","no flankers","far",Inf,1,3,"unsure or no ring"
"Exp4_S16",24,268,15.3112578392029,"near","far","far",0.625,1,4,"ring obstructs target"
"Exp4_S16",24,152,325.154055595398,"near","far","far",0.625,2,5,"target outside ring"
"Exp4_S16",7,66,135.586222052574,"far","near","near",2.5,1,6,"target in center of ring"
"Exp4_S16",24,192,152.84280166775,"near","far","far",0.625,3,7,"target outside ring"
"Exp4_S16",20,96,92.4621869027615,"mid","no flankers","far",Inf,1,8,"unsure or no ring"
"Exp4_S16",23,116,137.146391987801,"near","far","far",1.25,1,9,"target outside ring"
"Exp4_S16",6,119,150.695430278778,"far","near","near",5,1,10,"target in center of ring"
"Exp4_S16",19,250,246.180198431015,"mid","far","far",0.625,1,11,"target outside ring"
"Exp4_S16",18,123,126.135587096214,"mid","far","far",1.25,1,12,"target not in center of ring"
"Exp4_S16",21,192,181.317529678345,"near","far","far",5,1,13,"target in center of ring"
"Exp4_S16",23,220,210.687352180481,"near","far","far",1.25,2,14,"target not in center of ring"
"Exp4_S16",11,193,200.764457471669,"near","near","near",5,1,15,"target in center of ring"
"Exp4_S16",7,310,113.72995018959,"far","near","near",2.5,2,16,"target in center of ring"
"Exp4_S16",23,278,152.306728363037,"near","far","far",1.25,3,17,"target outside ring"
"Exp4_S16",2,318,316.166638374329,"mid","near","near",2.5,1,18,"target in center of ring"
"Exp4_S16",14,20,25.4137781709433,"near","near","near",0.625,1,19,"target in center of ring"
"Exp4_S16",29,328,317.157198891044,"far","far","far",0.625,1,20,"target in center of ring"
"Exp4_S16",12,150,205.304710865021,"near","near","near",2.5,1,21,"target in center of ring"
"Exp4_S16",10,188,23.632198870182,"far","no flankers","near",Inf,1,22,"unsure or no ring"
"Exp4_S16",9,243,218.982741832733,"far","near","near",0.625,2,23,"target outside ring"
"Exp4_S16",4,203,241.706888861954,"mid","near","near",0.625,1,24,"target outside ring"
"Exp4_S16",2,41,24.0287174209952,"mid","near","near",2.5,2,25,"target in center of ring"
"Exp4_S16",18,352,333.343675196171,"mid","far","far",1.25,2,26,"target not in center of ring"
"Exp4_S16",14,203,222.051781766117,"near","near","near",0.625,2,27,"target in center of ring"
"Exp4_S16",5,241,233.201161190867,"mid","no flankers","near",Inf,1,28,"unsure or no ring"
"Exp4_S16",27,255,250.20948433876,"far","far","far",2.5,1,29,"target in center of ring"
"Exp4_S16",23,353,342.077034950256,"near","far","far",1.25,4,30,"target outside ring"
"Exp4_S16",3,156,119.172443881631,"mid","near","near",1.25,2,31,"target in center of ring"
"Exp4_S16",7,3,276.574764586985,"far","near","near",2.5,3,32,"ring obstructs target"
"Exp4_S16",7,350,98.551703594625,"far","near","near",2.5,4,33,"ring obstructs target"
"Exp4_S16",14,338,333.890793561935,"near","near","near",0.625,3,34,"target in center of ring"
