"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp1_ES1",8,140,154.165650448091,"mid","far","mid",1.25,1,1,"target not in center of ring"
"Exp1_ES1",9,241,224.981912673405,"mid","far","mid",0.625,1,2,"target not in center of ring"
"Exp1_ES1",6,170,159.097106846176,"mid","near","mid",0.625,1,3,"ring obstructs target"
"Exp1_ES1",4,173,162.663174694111,"mid","near","mid",2.5,1,4,"target not in center of ring"
"Exp1_ES1",10,239,224.981912673405,"mid","no flankers","mid",Inf,1,5,"unsure or no ring"
"Exp1_ES1",3,304,322.313213569587,"mid","mid","mid",0.625,1,6,"target in center of ring"
"Exp1_ES1",8,232,243.39661169538,"mid","far","mid",1.25,2,7,"target not in center of ring"
"Exp1_ES1",4,256,227.027990342513,"mid","near","mid",2.5,2,8,"target in center of ring"
"Exp1_ES1",1,94,91.0504562753202,"mid","mid","mid",2.5,1,9,"target in center of ring"
"Exp1_ES1",7,234,219.064737897451,"mid","far","mid",2.5,1,10,"target not in center of ring"
"Exp1_ES1",2,236,225.820067929779,"mid","mid","mid",1.25,1,11,"target in center of ring"
"Exp1_ES1",2,24,54.2210582313705,"mid","mid","mid",1.25,2,12,"target in center of ring"
"Exp1_ES1",10,291,309.8941359414,"mid","no flankers","mid",Inf,2,13,"unsure or no ring"
"Exp1_ES1",6,281,315.064164995703,"mid","near","mid",0.625,2,14,"ring obstructs target"
"Exp1_ES1",3,11,34.0186602283422,"mid","mid","mid",0.625,2,15,"target in center of ring"
"Exp1_ES1",2,260,250.557883537259,"mid","mid","mid",1.25,3,16,"target in center of ring"
"Exp1_ES1",7,60,64.451446576912,"mid","far","mid",2.5,2,17,"target not in center of ring"
"Exp1_ES1",8,15,48.0828252240455,"mid","far","mid",1.25,3,18,"target not in center of ring"
