"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S1",1,246,234.181933403015,"mid","mid","mid",5,1,1
"Exp5_S1",8,94,81.235671043396,"near","near","near",0.625,1,2
"Exp5_S1",12,52,132.688742607832,"far","far","far",0.625,1,3
"Exp5_S1",8,94,88.3850617557764,"near","near","near",0.625,2,4
"Exp5_S1",6,208,217.149380207062,"near","near","near",2.5,1,5
"Exp5_S1",13,287,303.95710337162,"mid","no flankers","mid",Inf,1,6
"Exp5_S1",12,173,178.431506097317,"far","far","far",0.625,2,7
"Exp5_S1",15,192,166.329730585217,"far","no flankers","far",Inf,1,8
"Exp5_S1",10,269,283.249582290649,"far","far","far",2.5,1,9
"Exp5_S1",9,357,13.6995363235474,"far","far","far",5,1,10
"Exp5_S1",11,264,273.579303264618,"far","far","far",1.25,1,11
"Exp5_S1",7,161,128.500070571899,"near","near","near",1.25,1,12
"Exp5_S1",6,179,172.115011274815,"near","near","near",2.5,2,13
"Exp5_S1",9,77,86.2265682220459,"far","far","far",5,2,14
"Exp5_S1",5,221,224.591870546341,"near","near","near",5,1,15
"Exp5_S1",7,241,250.908049494028,"near","near","near",1.25,2,16
"Exp5_S1",8,116,116.683977842331,"near","near","near",0.625,3,17
"Exp5_S1",6,135,134.408118724823,"near","near","near",2.5,3,18
"Exp5_S1",8,167,173.304569274187,"near","near","near",0.625,4,19
"Exp5_S1",15,252,228.579296559095,"far","no flankers","far",Inf,2,20
"Exp5_S1",7,15,29.5402461290359,"near","near","near",1.25,3,21
"Exp5_S1",6,208,191.626390457153,"near","near","near",2.5,4,22
"Exp5_S1",3,167,176.355034351349,"mid","mid","mid",1.25,1,23
"Exp5_S1",12,354,346.245032250881,"far","far","far",0.625,3,24
"Exp5_S1",11,275,237.850466281176,"far","far","far",1.25,2,25
"Exp5_S1",5,217,219.701243162155,"near","near","near",5,2,26
"Exp5_S1",7,43,65.8448150679469,"near","near","near",1.25,4,27
"Exp5_S1",14,63,59.0804886817932,"near","no flankers","near",Inf,1,28
"Exp5_S1",4,39,46.7315125465393,"mid","mid","mid",0.625,1,29
"Exp5_S1",5,164,132.005646705627,"near","near","near",5,3,30
"Exp5_S1",2,275,258.698185920715,"mid","mid","mid",2.5,1,31
"Exp5_S1",15,204,239.395959973335,"far","no flankers","far",Inf,3,32
"Exp5_S1",4,51,60.5806198120117,"mid","mid","mid",0.625,2,33
"Exp5_S1",4,103,87.7204138040543,"mid","mid","mid",0.625,3,34
"Exp5_S1",9,309,323,"far","far","far",5,3,35
"Exp5_S1",1,11,4.32172560691833,"mid","mid","mid",5,2,36
"Exp5_S1",3,180,182.354277133942,"mid","mid","mid",1.25,2,37
"Exp5_S1",14,182,171.758669063449,"near","no flankers","near",Inf,2,38
"Exp5_S1",8,232,256.155186161399,"near","near","near",0.625,5,39
"Exp5_S1",12,41,90.2558290958405,"far","far","far",0.625,4,40
"Exp5_S1",4,102,92.3232364654541,"mid","mid","mid",0.625,4,41
"Exp5_S1",6,329,324.155187502503,"near","near","near",2.5,5,42
"Exp5_S1",7,162,130.540245905519,"near","near","near",1.25,5,43
"Exp5_S1",5,172,182.040318153799,"near","near","near",5,4,44
"Exp5_S1",3,3,359,"mid","mid","mid",1.25,3,45
"Exp5_S1",4,9,179.807726860046,"mid","mid","mid",0.625,5,46
"Exp5_S1",13,322,296.258140563965,"mid","no flankers","mid",Inf,2,47
"Exp5_S1",9,97,86.5684936791658,"far","far","far",5,4,48
"Exp5_S1",11,87,106.180201113224,"far","far","far",1.25,3,49
"Exp5_S1",11,203,225.449989572167,"far","far","far",1.25,4,50
"Exp5_S1",8,93,87.6896281242371,"near","near","near",0.625,6,51
"Exp5_S1",6,339,319.120669603348,"near","near","near",2.5,6,52
"Exp5_S1",15,61,58.0216383934021,"far","no flankers","far",Inf,4,53
"Exp5_S1",2,35,38.7529563903809,"mid","mid","mid",2.5,2,54
"Exp5_S1",1,76,116.60282087326,"mid","mid","mid",5,3,55
"Exp5_S1",7,34,37.3390853852034,"near","near","near",1.25,6,56
"Exp5_S1",2,84,96.1397930979729,"mid","mid","mid",2.5,3,57
"Exp5_S1",2,70,83.0635814666748,"mid","mid","mid",2.5,4,58
"Exp5_S1",10,301,308.300451718271,"far","far","far",2.5,2,59
"Exp5_S1",13,248,216.171586513519,"mid","no flankers","mid",Inf,3,60
"Exp5_S1",12,179,152.586957931519,"far","far","far",0.625,5,61
"Exp5_S1",14,108,85.6667107343674,"near","no flankers","near",Inf,3,62
"Exp5_S1",2,44,42.1723508834839,"mid","mid","mid",2.5,5,63
"Exp5_S1",10,161,144.380625158548,"far","far","far",2.5,3,64
"Exp5_S1",11,93,87.9229692965746,"far","far","far",1.25,5,65
"Exp5_S1",7,23,22.1551823616028,"near","near","near",1.25,7,66
"Exp5_S1",9,340,347.109447836876,"far","far","far",5,5,67
"Exp5_S1",2,246,244.451931267977,"mid","mid","mid",2.5,6,68
"Exp5_S1",5,91,107.821898460388,"near","near","near",5,5,69
"Exp5_S1",14,350,7.38506555557251,"near","no flankers","near",Inf,4,70
"Exp5_S1",14,324,290.005802378058,"near","no flankers","near",Inf,5,71
"Exp5_S1",14,5,357.522989749908,"near","no flankers","near",Inf,6,72
"Exp5_S1",4,107,86.6242647171021,"mid","mid","mid",0.625,6,73
"Exp5_S1",10,316,303.395961761475,"far","far","far",2.5,4,74
"Exp5_S1",1,250,244.65530538559,"mid","mid","mid",5,4,75
"Exp5_S1",10,92,96.0292785316706,"far","far","far",2.5,5,76
"Exp5_S1",1,27,34.3113822937012,"mid","mid","mid",5,5,77
"Exp5_S1",9,213,196.90135884285,"far","far","far",5,6,78
"Exp5_S1",4,76,117.720414698124,"mid","mid","mid",0.625,7,79
"Exp5_S1",5,144,146.545895628631,"near","near","near",5,6,80
"Exp5_S1",14,92,89.7585124969482,"near","no flankers","near",Inf,7,81
"Exp5_S1",10,28,48.3387870788574,"far","far","far",2.5,6,82
"Exp5_S1",10,91,99.2743101119995,"far","far","far",2.5,7,83
"Exp5_S1",1,339,351.02144742012,"mid","mid","mid",5,6,84
