"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S8",4,126,94.4490013122559,"mid","mid","mid",0.625,1,1
"Exp5_S8",9,248,271.376101493835,"far","far","far",5,1,2
"Exp5_S8",12,38,43.5162097960711,"far","far","far",0.625,1,3
"Exp5_S8",11,153,158.252700775862,"far","far","far",1.25,1,4
"Exp5_S8",15,278,276.061689406633,"far","no flankers","far",Inf,1,5
"Exp5_S8",4,42,74.4188544750214,"mid","mid","mid",0.625,2,6
"Exp5_S8",13,318,303.462902545929,"mid","no flankers","mid",Inf,1,7
"Exp5_S8",12,341,8.40676207095385,"far","far","far",0.625,2,8
"Exp5_S8",4,187,116.01083278656,"mid","mid","mid",0.625,3,9
"Exp5_S8",13,30,38.5510022640228,"mid","no flankers","mid",Inf,2,10
"Exp5_S8",7,22,33.5573577880859,"near","near","near",1.25,1,11
"Exp5_S8",7,149,140.316166877747,"near","near","near",1.25,2,12
"Exp5_S8",11,265,179.705815315247,"far","far","far",1.25,2,13
"Exp5_S8",5,196,175.850471496582,"near","near","near",5,1,14
"Exp5_S8",4,234,204.292114138603,"mid","mid","mid",0.625,4,15
"Exp5_S8",6,31,45.7873964309692,"near","near","near",2.5,1,16
"Exp5_S8",5,300,299.919504165649,"near","near","near",5,2,17
"Exp5_S8",13,39,69.1128301620483,"mid","no flankers","mid",Inf,3,18
"Exp5_S8",8,153,64.9885368347168,"near","near","near",0.625,1,19
"Exp5_S8",5,302,301.396528720856,"near","near","near",5,3,20
"Exp5_S8",11,326,306.619372606277,"far","far","far",1.25,3,21
"Exp5_S8",4,99,76.5177726745605,"mid","mid","mid",0.625,5,22
"Exp5_S8",14,251,235.396661818027,"near","no flankers","near",Inf,1,23
"Exp5_S8",10,295,273.579293429852,"far","far","far",2.5,1,24
"Exp5_S8",10,67,87.838282585144,"far","far","far",2.5,2,25
"Exp5_S8",10,230,238.12163734436,"far","far","far",2.5,3,26
"Exp5_S8",2,346,3.70246410369873,"mid","mid","mid",2.5,1,27
"Exp5_S8",2,25,359.917313098907,"mid","mid","mid",2.5,2,28
"Exp5_S8",8,25,3.36200903356075,"near","near","near",0.625,2,29
"Exp5_S8",1,63,87.7024730443954,"mid","mid","mid",5,1,30
"Exp5_S8",14,102,82.7127027511597,"near","no flankers","near",Inf,2,31
"Exp5_S8",2,262,92.258889913559,"mid","mid","mid",2.5,3,32
"Exp5_S8",1,178,184.983759760857,"mid","mid","mid",5,2,33
"Exp5_S8",9,42,93.8828867673874,"far","far","far",5,2,34
"Exp5_S8",2,17,351.92813873291,"mid","mid","mid",2.5,4,35
