"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S5",4,56,62.9420399665833,"mid","mid","mid",0.625,1,1
"Exp5_S5",5,250,225.074690103531,"near","near","near",5,1,2
"Exp5_S5",7,65,70.8965903520584,"near","near","near",1.25,1,3
"Exp5_S5",5,163,149.178253412247,"near","near","near",5,2,4
"Exp5_S5",3,174,161.20942902565,"mid","mid","mid",1.25,1,5
"Exp5_S5",13,63,59.2395704984665,"mid","no flankers","mid",Inf,1,6
"Exp5_S5",3,271,288.200940608978,"mid","mid","mid",1.25,2,7
"Exp5_S5",11,308,295.33740067482,"far","far","far",1.25,1,8
"Exp5_S5",4,54,60.4737210273743,"mid","mid","mid",0.625,2,9
"Exp5_S5",2,85,72.8153049945831,"mid","mid","mid",2.5,1,10
"Exp5_S5",14,302,296.373609542847,"near","no flankers","near",Inf,1,11
"Exp5_S5",15,126,143.442320823669,"far","no flankers","far",Inf,1,12
"Exp5_S5",15,351,329.989198684692,"far","no flankers","far",Inf,2,13
"Exp5_S5",9,212,223.616250991821,"far","far","far",5,1,14
"Exp5_S5",13,85,96.264306306839,"mid","no flankers","mid",Inf,2,15
"Exp5_S5",5,155,143.270194530487,"near","near","near",5,3,16
"Exp5_S5",6,154,152.132306098938,"near","near","near",2.5,1,17
"Exp5_S5",4,300,307.551002264023,"mid","mid","mid",0.625,3,18
"Exp5_S5",3,98,135.757341384888,"mid","mid","mid",1.25,3,19
"Exp5_S5",14,28,57.3505431860685,"near","no flankers","near",Inf,2,20
"Exp5_S5",5,105,135.885139703751,"near","near","near",5,4,21
"Exp5_S5",6,270,266.258593797684,"near","near","near",2.5,2,22
"Exp5_S5",7,44,51.6954302787781,"near","near","near",1.25,2,23
"Exp5_S5",15,290,292.707216024399,"far","no flankers","far",Inf,3,24
"Exp5_S5",5,223,214.977088421583,"near","near","near",5,5,25
"Exp5_S5",4,335,315.80447936058,"mid","mid","mid",0.625,4,26
"Exp5_S5",12,148,150.813527047634,"far","far","far",0.625,1,27
"Exp5_S5",4,110,118.082686901093,"mid","mid","mid",0.625,5,28
"Exp5_S5",12,85,91.8243292570114,"far","far","far",0.625,2,29
"Exp5_S5",2,253,220.975269556046,"mid","mid","mid",2.5,2,30
"Exp5_S5",14,248,199.281649984419,"near","no flankers","near",Inf,3,31
"Exp5_S5",6,77,84.6149362325668,"near","near","near",2.5,3,32
"Exp5_S5",10,115,138.131055384874,"far","far","far",2.5,1,33
"Exp5_S5",13,9,27.151472568512,"mid","no flankers","mid",Inf,3,34
"Exp5_S5",9,332,308.508540153503,"far","far","far",5,2,35
"Exp5_S5",5,64,56.1264753341675,"near","near","near",5,6,36
"Exp5_S5",12,305,149.392822377384,"far","far","far",0.625,3,37
"Exp5_S5",15,155,153.741042360663,"far","no flankers","far",Inf,4,38
"Exp5_S5",1,37,54.3029379844666,"mid","mid","mid",5,1,39
"Exp5_S5",1,262,262.214838266373,"mid","mid","mid",5,2,40
"Exp5_S5",14,11,32.4942684173584,"near","no flankers","near",Inf,4,41
"Exp5_S5",8,325,313.028717979789,"near","near","near",0.625,1,42
"Exp5_S5",11,225,214.047750383615,"far","far","far",1.25,2,43
"Exp5_S5",3,222,224.093512535095,"mid","mid","mid",1.25,4,44
"Exp5_S5",8,191,179.701239362359,"near","near","near",0.625,2,45
"Exp5_S5",3,316,144.595053911209,"mid","mid","mid",1.25,5,46
"Exp5_S5",2,252,233.897995471954,"mid","mid","mid",2.5,3,47
"Exp5_S5",15,114,118.926111698151,"far","no flankers","far",Inf,5,48
"Exp5_S5",13,37,53.6197848021984,"mid","no flankers","mid",Inf,4,49
"Exp5_S5",7,309,311.735607624054,"near","near","near",1.25,3,50
"Exp5_S5",8,251,265.948225498199,"near","near","near",0.625,3,51
"Exp5_S5",8,148,135.885143280029,"near","near","near",0.625,4,52
"Exp5_S5",13,105,87.7163796424866,"mid","no flankers","mid",Inf,5,53
"Exp5_S5",5,88,96.0057950019836,"near","near","near",5,7,54
"Exp5_S5",6,173,174.563301645219,"near","near","near",2.5,4,55
"Exp5_S5",5,165,153.856266386807,"near","near","near",5,8,56
"Exp5_S5",12,134,144.593236811459,"far","far","far",0.625,4,57
"Exp5_S5",12,38,59.1432542800903,"far","far","far",0.625,5,58
"Exp5_S5",7,328,308.781579971313,"near","near","near",1.25,4,59
"Exp5_S5",7,160,144.333283789456,"near","near","near",1.25,5,60
