"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S13",10,260,235.984662055969,"far","far","far",2.5,5,69
"Exp5_S13",12,152,157.036944150925,"far","far","far",0.625,5,70
"Exp5_S13",5,302,308.781578630209,"near","near","near",5,7,71
"Exp5_S13",7,53,42.833354473114,"near","near","near",1.25,8,72
"Exp5_S13",8,232,218.597838878632,"near","near","near",0.625,5,73
"Exp5_S13",15,270,274.563959956169,"far","no flankers","far",Inf,5,74
"Exp5_S13",3,196,207.33850479126,"mid","mid","mid",1.25,6,75
"Exp5_S13",9,355,358.19414460659,"far","far","far",5,4,76
"Exp5_S13",10,34,53.9923238754272,"far","far","far",2.5,6,77
"Exp5_S13",14,109,128.597679853439,"near","no flankers","near",Inf,6,78
"Exp5_S13",10,331,334.090968608856,"far","far","far",2.5,7,79
"Exp5_S13",12,187,171.563960067928,"far","far","far",0.625,6,80
"Exp5_S13",8,45,38.2126177623868,"near","near","near",0.625,6,81
"Exp5_S13",3,120,136.917312204838,"mid","mid","mid",1.25,7,82
"Exp5_S13",13,107,136.991486549377,"mid","no flankers","mid",Inf,7,83
"Exp5_S13",12,104,91.2018082141876,"far","far","far",0.625,7,84
"Exp5_S13",14,95,90.0977754592896,"near","no flankers","near",Inf,7,85
"Exp5_S13",15,244,273.599515579641,"far","no flankers","far",Inf,6,86
"Exp5_S13",4,88,87.7990593910217,"mid","mid","mid",0.625,5,87
"Exp5_S13",11,279,276.226553916931,"far","far","far",1.25,2,88
"Exp5_S13",12,103,94.2851185798645,"far","far","far",0.625,8,89
"Exp5_S13",13,218,210.068785667419,"mid","no flankers","mid",Inf,8,90
"Exp5_S13",11,130,141.970721803606,"far","far","far",1.25,3,91
"Exp5_S13",5,227,208.316166877747,"near","near","near",5,8,92
"Exp5_S13",8,285,140.534445762634,"near","near","near",0.625,7,93
"Exp5_S13",11,174,180.919832706451,"far","far","far",1.25,4,94
"Exp5_S13",9,276,275.191001534462,"far","far","far",5,5,95
"Exp5_S13",1,165,181.972183227539,"mid","mid","mid",5,5,96
"Exp5_S13",4,183,178.952872753143,"mid","mid","mid",0.625,6,97
"Exp5_S13",10,183,178.899972438812,"far","far","far",2.5,8,98
"Exp5_S13",1,222,221.887162685394,"mid","mid","mid",5,6,99
"Exp5_S13",12,64,42.1617245674133,"far","far","far",0.625,9,100
"Exp5_S13",3,138,148.09891462326,"mid","mid","mid",1.25,8,101
"Exp5_S13",4,150,146.030143260956,"mid","mid","mid",0.625,7,102
"Exp5_S13",10,122,145.377485215664,"far","far","far",2.5,9,103
"Exp5_S13",6,271,267.775925442576,"near","near","near",2.5,4,104
"Exp5_S13",9,10,3.22342157363892,"far","far","far",5,6,105
"Exp5_S13",2,42,40.7272124290466,"mid","mid","mid",2.5,9,106
"Exp5_S13",14,231,231.660913944244,"near","no flankers","near",Inf,8,107
"Exp5_S13",1,43,34.5564222335815,"mid","mid","mid",5,7,108
"Exp5_S13",11,88,91.371205329895,"far","far","far",1.25,5,109
"Exp5_S13",11,259,244.568495690823,"far","far","far",1.25,6,110
"Exp5_S13",6,213,212.689776420593,"near","near","near",2.5,5,111
"Exp5_S13",9,228,226.839661389589,"far","far","far",5,7,112
"Exp5_S13",11,144,120.223422020674,"far","far","far",1.25,7,113
"Exp5_S13",1,52,45.6777408123016,"mid","mid","mid",5,8,114
"Exp5_S13",15,305,315.77517414093,"far","no flankers","far",Inf,7,115
"Exp5_S13",14,284,285.149381548166,"near","no flankers","near",Inf,9,116
"Exp5_S13",1,111,118.360895335674,"mid","mid","mid",5,9,117
"Exp5_S13",11,197,221.460783958435,"far","far","far",1.25,8,118
"Exp5_S13",2,50,42.1213221549988,"mid","mid","mid",2.5,10,119
"Exp5_S13",7,265,236.977087974548,"near","near","near",1.25,9,120
"Exp5_S13",4,301,316.074194908142,"mid","mid","mid",0.625,8,121
"Exp5_S13",3,175,159.605890274048,"mid","mid","mid",1.25,9,122
"Exp5_S13",11,198,188.158599376678,"far","far","far",1.25,9,123
"Exp5_S13",12,226,207.123379707336,"far","far","far",0.625,10,124
"Exp5_S13",6,320,322.07469367981,"near","near","near",2.5,6,125
"Exp5_S13",7,250,208.12646818161,"near","near","near",1.25,10,126
"Exp5_S13",14,78,69.6838331222534,"near","no flankers","near",Inf,10,127
"Exp5_S13",5,297,309.672525405884,"near","near","near",5,9,128
"Exp5_S13",6,68,48.1090688705444,"near","near","near",2.5,7,129
"Exp5_S13",4,316,320.258889913559,"mid","mid","mid",0.625,9,130
"Exp5_S13",3,327,319.074194908142,"mid","mid","mid",1.25,10,131
"Exp5_S13",15,185,182.670268967748,"far","no flankers","far",Inf,8,132
"Exp5_S13",15,213,214.357612654567,"far","no flankers","far",Inf,9,133
"Exp5_S13",11,6,3.2234251499176,"far","far","far",1.25,10,134
"Exp5_S13",9,211,206.71035194397,"far","far","far",5,8,135
"Exp5_S13",15,324,317.651793427765,"far","no flankers","far",Inf,10,136
"Exp5_S13",9,350,0.930641062557697,"far","far","far",5,9,137
"Exp5_S13",13,57,36.3500652313232,"mid","no flankers","mid",Inf,9,138
"Exp5_S13",4,37,31.9945907592773,"mid","mid","mid",0.625,10,139
"Exp5_S13",8,23,39.6551117897034,"near","near","near",0.625,8,140
"Exp5_S13",6,269,265.212773099542,"near","near","near",2.5,8,141
"Exp5_S13",6,72,80.0287177562714,"near","near","near",2.5,9,142
"Exp5_S13",1,63,83.4080181121826,"mid","mid","mid",5,10,143
"Exp5_S13",13,27,49.3663090467453,"mid","no flankers","mid",Inf,10,144
"Exp5_S13",6,25,32.4942719936371,"near","near","near",2.5,10,145
"Exp5_S13",5,274,256.626545906067,"near","near","near",5,10,146
"Exp5_S13",9,162,161.842801779509,"far","far","far",5,10,147
"Exp5_S13",8,52,39.9653460979462,"near","near","near",0.625,9,148
"Exp5_S13",8,82,91.4539499282837,"near","near","near",0.625,10,149
"Exp5_S13",10,233,207.910771965981,"far","far","far",2.5,10,150
