"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S13",8,72,56.8102904632688,"near","near","near",0.625,1,1
"Exp5_S13",14,202,223.954024747014,"near","no flankers","near",Inf,1,2
"Exp5_S13",1,260,228.699388504028,"mid","mid","mid",5,1,3
"Exp5_S13",14,234,216.528791904449,"near","no flankers","near",Inf,2,4
"Exp5_S13",2,206,199.595053911209,"mid","mid","mid",2.5,1,5
"Exp5_S13",14,70,51.8907903209329,"near","no flankers","near",Inf,3,6
"Exp5_S13",15,270,270.460783064365,"far","no flankers","far",Inf,1,7
"Exp5_S13",2,17,40.7272052764893,"mid","mid","mid",2.5,2,8
"Exp5_S13",1,252,208.010818481445,"mid","mid","mid",5,2,9
"Exp5_S13",8,229,224.505887031555,"near","near","near",0.625,2,10
"Exp5_S13",2,45,38.3415777087212,"mid","mid","mid",2.5,3,11
"Exp5_S13",2,46,48.1321531534195,"mid","mid","mid",2.5,4,12
"Exp5_S13",12,254,44.813527494669,"far","far","far",0.625,1,13
"Exp5_S13",12,132,180.600904107094,"far","far","far",0.625,2,14
"Exp5_S13",15,113,99.9261125922203,"far","no flankers","far",Inf,2,15
"Exp5_S13",11,199,174.491459846497,"far","far","far",1.25,1,16
"Exp5_S13",9,254,274.241895437241,"far","far","far",5,1,17
"Exp5_S13",14,75,92.350543409586,"near","no flankers","near",Inf,4,18
"Exp5_S13",13,37,45.6638431549072,"mid","no flankers","mid",Inf,1,19
"Exp5_S13",7,150,144.574763916433,"near","near","near",1.25,1,20
"Exp5_S13",12,54,48.3513450622559,"far","far","far",0.625,3,21
"Exp5_S13",13,83,92.5618243217468,"mid","no flankers","mid",Inf,2,22
"Exp5_S13",12,147,154.986059188843,"far","far","far",0.625,4,23
"Exp5_S13",7,277,266.316167213023,"near","near","near",1.25,2,24
"Exp5_S13",2,213,219.540180206299,"mid","mid","mid",2.5,5,25
"Exp5_S13",14,119,138.839149475098,"near","no flankers","near",Inf,5,26
"Exp5_S13",4,6,7.40494251251221,"mid","mid","mid",0.625,1,27
"Exp5_S13",6,90,88.6207509040833,"near","near","near",2.5,1,28
"Exp5_S13",7,38,47.862073905766,"near","near","near",1.25,3,29
"Exp5_S13",7,155,136.120665580034,"near","near","near",1.25,4,30
"Exp5_S13",4,205,230.738038063049,"mid","mid","mid",0.625,2,31
"Exp5_S13",13,130,145.630602836609,"mid","no flankers","mid",Inf,3,32
"Exp5_S13",2,327,317.038628101349,"mid","mid","mid",2.5,6,33
"Exp5_S13",15,358,359,"far","no flankers","far",Inf,3,34
"Exp5_S13",13,169,173.79057097435,"mid","no flankers","mid",Inf,4,35
"Exp5_S13",10,245,269.628794670105,"far","far","far",2.5,1,36
"Exp5_S13",13,35,46.8980026245117,"mid","no flankers","mid",Inf,5,37
"Exp5_S13",3,24,45.741110086441,"mid","mid","mid",1.25,1,38
"Exp5_S13",6,339,313.563301086426,"near","near","near",2.5,2,39
"Exp5_S13",4,296,324.884094238281,"mid","mid","mid",0.625,3,40
"Exp5_S13",5,272,275.959822654724,"near","near","near",5,1,41
"Exp5_S13",13,44,50.5401659011841,"mid","no flankers","mid",Inf,6,42
"Exp5_S13",10,300,277.348205566406,"far","far","far",2.5,2,43
"Exp5_S13",8,270,270.379258930683,"near","near","near",0.625,3,44
"Exp5_S13",3,86,90.2534770965576,"mid","mid","mid",1.25,2,45
"Exp5_S13",10,157,180.208083629608,"far","far","far",2.5,3,46
"Exp5_S13",5,254,263.120665580034,"near","near","near",5,2,47
"Exp5_S13",7,344,316.166638374329,"near","near","near",1.25,5,48
"Exp5_S13",3,158,141.614371538162,"mid","mid","mid",1.25,3,49
"Exp5_S13",3,304,299.454410552979,"mid","mid","mid",1.25,4,50
"Exp5_S13",1,187,181.421188116074,"mid","mid","mid",5,3,51
"Exp5_S13",5,167,179.592029571533,"near","near","near",5,3,52
"Exp5_S13",2,171,176.619784355164,"mid","mid","mid",2.5,7,53
"Exp5_S13",7,277,265.948373682797,"near","near","near",1.25,6,54
"Exp5_S13",9,15,11.2833842635155,"far","far","far",5,2,55
"Exp5_S13",4,188,179.272794723511,"mid","mid","mid",0.625,4,56
"Exp5_S13",10,230,221.955383524299,"far","far","far",2.5,4,57
"Exp5_S13",5,42,38.4023201465607,"near","near","near",5,4,58
"Exp5_S13",5,61,39.8102943748236,"near","near","near",5,5,59
"Exp5_S13",3,9,9.06645202636719,"mid","mid","mid",1.25,5,60
"Exp5_S13",5,181,177.241480350494,"near","near","near",5,6,61
"Exp5_S13",1,33,14.5262718200684,"mid","mid","mid",5,4,62
"Exp5_S13",9,357,358.19414639473,"far","far","far",5,3,63
"Exp5_S13",2,319,314.448997735977,"mid","mid","mid",2.5,8,64
"Exp5_S13",15,209,210.651794433594,"far","no flankers","far",Inf,4,65
"Exp5_S13",8,136,148.333283901215,"near","near","near",0.625,4,66
"Exp5_S13",6,298,313.16679404676,"near","near","near",2.5,3,67
"Exp5_S13",7,322,308.396662712097,"near","near","near",1.25,7,68
