"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S3",6,359,348.660913944244,"near","near","near",2.5,1,1
"Exp5_S3",8,148,147.701239362359,"near","near","near",0.625,1,2
"Exp5_S3",15,16,1.72256469726562,"far","no flankers","far",Inf,1,3
"Exp5_S3",7,181,180.195515155792,"near","near","near",1.25,1,4
"Exp5_S3",14,2,0,"near","no flankers","near",Inf,1,5
"Exp5_S3",5,59,40.2585941329598,"near","near","near",5,1,6
"Exp5_S3",1,244,225.850853919983,"mid","mid","mid",5,1,7
"Exp5_S3",7,43,49.0343751907349,"near","near","near",1.25,2,8
"Exp5_S3",6,26,35.6436553299427,"near","near","near",2.5,2,9
"Exp5_S3",11,77,47.374345049262,"far","far","far",1.25,1,10
"Exp5_S3",14,312,296.965497970581,"near","no flankers","near",Inf,2,11
"Exp5_S3",8,334,327.816098988056,"near","near","near",0.625,2,12
"Exp5_S3",12,211,243.300451830029,"far","far","far",0.625,1,13
"Exp5_S3",11,188,175.676547288895,"far","far","far",1.25,2,14
"Exp5_S3",5,256,227.925309896469,"near","near","near",5,2,15
"Exp5_S3",11,173,176.582434043288,"far","far","far",1.25,3,16
"Exp5_S3",6,179,183.149532079697,"near","near","near",2.5,3,17
"Exp5_S3",8,196,192.011600732803,"near","near","near",0.625,3,18
"Exp5_S3",12,212,221.695028528571,"far","far","far",0.625,2,19
"Exp5_S3",4,355,23.4490013122559,"mid","mid","mid",0.625,1,20
"Exp5_S3",8,356,13.2931065559387,"near","near","near",0.625,4,21
"Exp5_S3",2,73,40.7272034883499,"mid","mid","mid",2.5,1,22
"Exp5_S3",15,227,236.94004535675,"far","no flankers","far",Inf,2,23
"Exp5_S3",7,59,63.5115297138691,"near","near","near",1.25,3,24
"Exp5_S3",2,314,293.58963572979,"mid","mid","mid",2.5,2,25
"Exp5_S3",11,346,352.85674571991,"far","far","far",1.25,4,26
"Exp5_S3",10,182,184.129313468933,"far","far","far",2.5,1,27
"Exp5_S3",1,183,179.942047119141,"mid","mid","mid",5,2,28
"Exp5_S3",1,111,87.8516101837158,"mid","mid","mid",5,3,29
"Exp5_S3",10,74,68.4977388381958,"far","far","far",2.5,2,30
"Exp5_S3",1,254,241.054877281189,"mid","mid","mid",5,4,31
"Exp5_S3",5,240,238.626545011997,"near","near","near",5,3,32
"Exp5_S3",13,31,46.4713802337646,"mid","no flankers","mid",Inf,1,33
"Exp5_S3",7,114,228.241487391293,"near","near","near",1.25,4,34
"Exp5_S3",3,164,172.605890274048,"mid","mid","mid",1.25,1,35
"Exp5_S3",15,334,320.318928152323,"far","no flankers","far",Inf,3,36
"Exp5_S3",8,309,320.235678084195,"near","near","near",0.625,5,37
"Exp5_S3",14,134,128.436839945614,"near","no flankers","near",Inf,3,38
"Exp5_S3",3,1,43.6197843551636,"mid","mid","mid",1.25,2,39
"Exp5_S3",4,76,62.9173130989075,"mid","mid","mid",0.625,2,40
"Exp5_S3",1,189,182.655347585678,"mid","mid","mid",5,5,41
"Exp5_S3",6,161,142.316025733948,"near","near","near",2.5,4,42
"Exp5_S3",2,67,69.1128373146057,"mid","mid","mid",2.5,3,43
"Exp5_S3",10,56,49.1571950912476,"far","far","far",2.5,3,44
"Exp5_S3",12,49,212.462187461555,"far","far","far",0.625,3,45
"Exp5_S3",12,305,316.289633750916,"far","far","far",0.625,4,46
"Exp5_S3",5,171,186.011456459761,"near","near","near",5,4,47
"Exp5_S3",10,271,272.460783958435,"far","far","far",2.5,4,48
"Exp5_S3",11,82,44.3220573663712,"far","far","far",1.25,5,49
"Exp5_S3",12,243,238.728825807571,"far","far","far",0.625,5,50
"Exp5_S3",8,275,262.908214330673,"near","near","near",0.625,6,51
