"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S6",6,254,227.459914684296,"near","near","near",2.5,1,1
"Exp5_S6",3,336,309.633678436279,"mid","mid","mid",1.25,1,2
"Exp5_S6",11,196,153.651796557009,"far","far","far",1.25,1,3
"Exp5_S6",5,148,143.270198106766,"near","near","near",5,1,4
"Exp5_S6",3,145,146.864764094353,"mid","mid","mid",1.25,2,5
"Exp5_S6",8,98,196.442627906799,"near","near","near",0.625,1,6
"Exp5_S6",3,291,294.054877281189,"mid","mid","mid",1.25,3,7
"Exp5_S6",10,20,22.5639581680298,"far","far","far",2.5,1,8
"Exp5_S6",4,321,153.035559654236,"mid","mid","mid",0.625,1,9
"Exp5_S6",12,89,115.973852694035,"far","far","far",0.625,1,10
"Exp5_S6",10,332,319.029278196394,"far","far","far",2.5,2,11
"Exp5_S6",3,231,205.991515606642,"mid","mid","mid",1.25,4,12
"Exp5_S6",3,256,144.044049859047,"mid","mid","mid",1.25,5,13
"Exp5_S6",1,301,312.3276720047,"mid","mid","mid",5,1,14
"Exp5_S6",4,113,205.655344009399,"mid","mid","mid",0.625,2,15
"Exp5_S6",15,224,227.343675978482,"far","no flankers","far",Inf,1,16
"Exp5_S6",13,132,145.448997735977,"mid","no flankers","mid",Inf,1,17
"Exp5_S6",15,150,138.607177734375,"far","no flankers","far",Inf,2,18
"Exp5_S6",14,141,130.333285912871,"near","no flankers","near",Inf,1,19
"Exp5_S6",15,36,58.078431636095,"far","no flankers","far",Inf,3,20
"Exp5_S6",14,203,221.551823616028,"near","no flankers","near",Inf,2,21
"Exp5_S6",6,267,307.218561172485,"near","near","near",2.5,2,22
"Exp5_S6",2,357,346.658423185349,"mid","mid","mid",2.5,1,23
"Exp5_S6",9,29,29.0108066797256,"far","far","far",5,1,24
"Exp5_S6",9,205,224.027910232544,"far","far","far",5,2,25
"Exp5_S6",7,299,306.12646907568,"near","near","near",1.25,1,26
"Exp5_S6",13,179,175.110496520996,"mid","no flankers","mid",Inf,2,27
"Exp5_S6",12,21,349.329728126526,"far","far","far",0.625,2,28
"Exp5_S6",9,230,232.086453437805,"far","far","far",5,3,29
"Exp5_S6",5,307,307.304576873779,"near","near","near",5,2,30
"Exp5_S6",15,92,94.2342255711555,"far","no flankers","far",Inf,4,31
"Exp5_S6",6,171,173.839015707374,"near","near","near",2.5,3,32
"Exp5_S6",4,204,208.572671413422,"mid","mid","mid",0.625,3,33
"Exp5_S6",9,224,204.687366485596,"far","far","far",5,4,34
"Exp5_S6",1,223,213.785161733627,"mid","mid","mid",5,2,35
"Exp5_S6",10,80,98.0630941390991,"far","far","far",2.5,3,36
"Exp5_S6",4,124,204.870185852051,"mid","mid","mid",0.625,4,37
"Exp5_S6",7,0,1.4770120382309,"near","near","near",1.25,2,38
"Exp5_S6",3,338,318.272809028625,"mid","mid","mid",1.25,6,39
"Exp5_S6",13,208,226.693979263306,"mid","no flankers","mid",Inf,3,40
"Exp5_S6",10,41,57.7441603988409,"far","far","far",2.5,4,41
"Exp5_S6",9,183,180.648662090302,"far","far","far",5,5,42
"Exp5_S6",14,168,164.764321915805,"near","no flankers","near",Inf,3,43
"Exp5_S6",8,112,155.614938467741,"near","near","near",0.625,2,44
"Exp5_S6",9,150,168.423843383789,"far","far","far",5,6,45
"Exp5_S6",13,81,87.6252007484436,"mid","no flankers","mid",Inf,4,46
"Exp5_S6",1,250,232.021644115448,"mid","mid","mid",5,3,47
"Exp5_S6",9,319,331.600884437561,"far","far","far",5,7,48
"Exp5_S6",5,184,190.724147811532,"near","near","near",5,3,49
"Exp5_S6",14,359,353.385213851929,"near","no flankers","near",Inf,4,50
"Exp5_S6",8,103,91.0229120254517,"near","near","near",0.625,3,51
"Exp5_S6",15,338,330.966199144721,"far","no flankers","far",Inf,5,52
"Exp5_S6",4,272,275.92272233963,"mid","mid","mid",0.625,5,53
"Exp5_S6",1,152,159.066448450089,"mid","mid","mid",5,4,54
"Exp5_S6",11,239,273.185091018677,"far","far","far",1.25,2,55
"Exp5_S6",5,132,132.712532997131,"near","near","near",5,4,56
"Exp5_S6",2,233,215.429676532745,"mid","mid","mid",2.5,2,57
"Exp5_S6",5,79,91.2987608611584,"near","near","near",5,5,58
"Exp5_S6",5,20,38.4023205935955,"near","near","near",5,6,59
"Exp5_S6",14,220,227.545908927917,"near","no flankers","near",Inf,5,60
"Exp5_S6",7,352,343.862074241042,"near","near","near",1.25,3,61
"Exp5_S6",12,303,274.026148200035,"far","far","far",0.625,3,62
"Exp5_S6",10,182,203.469850063324,"far","far","far",2.5,5,63
"Exp5_S6",2,50,45.9173135459423,"mid","mid","mid",2.5,3,64
"Exp5_S6",13,168,155.363971829414,"mid","no flankers","mid",Inf,5,65
"Exp5_S6",13,300,305.751932144165,"mid","no flankers","mid",Inf,6,66
"Exp5_S6",1,53,52.9505391120911,"mid","mid","mid",5,5,67
"Exp5_S6",12,0,3.47298240661621,"far","far","far",0.625,4,68
"Exp5_S6",1,321,298.873261451721,"mid","mid","mid",5,6,69
"Exp5_S6",9,338,337.241891860962,"far","far","far",5,8,70
"Exp5_S6",7,237,233.706888973713,"near","near","near",1.25,4,71
"Exp5_S6",2,79,50.6004667282104,"mid","mid","mid",2.5,4,72
"Exp5_S6",5,128,132.931115627289,"near","near","near",5,7,73
"Exp5_S6",12,339,306.619390487671,"far","far","far",0.625,5,74
"Exp5_S6",13,258,234.489970207214,"mid","no flankers","mid",Inf,7,75
"Exp5_S6",7,234,236.321976184845,"near","near","near",1.25,5,76
"Exp5_S6",8,303,313.660913944244,"near","near","near",0.625,4,77
"Exp5_S6",3,157,144.614364385605,"mid","mid","mid",1.25,7,78
"Exp5_S6",4,72,216.184698581696,"mid","mid","mid",0.625,6,79
"Exp5_S6",7,140,133.017124176025,"near","near","near",1.25,6,80
"Exp5_S6",3,341,316.044049859047,"mid","mid","mid",1.25,8,81
"Exp5_S6",9,249,221.753587156534,"far","far","far",5,9,82
"Exp5_S6",2,224,230.787506103516,"mid","mid","mid",2.5,5,83
"Exp5_S6",14,257,255.523138046265,"near","no flankers","near",Inf,6,84
"Exp5_S6",14,90,96.0917820930481,"near","no flankers","near",Inf,7,85
"Exp5_S6",11,108,129.896826684475,"far","far","far",1.25,3,86
"Exp5_S6",4,253,238.248067855835,"mid","mid","mid",0.625,7,87
"Exp5_S6",8,74,73.8506269454956,"near","near","near",0.625,5,88
"Exp5_S6",8,232,237.50572822988,"near","near","near",0.625,6,89
"Exp5_S6",10,175,175.676531195641,"far","far","far",2.5,6,90
"Exp5_S6",15,10,17.7288293838501,"far","no flankers","far",Inf,6,91
"Exp5_S6",12,64,206.123379707336,"far","far","far",0.625,6,92
"Exp5_S6",5,252,258.333432197571,"near","near","near",5,8,93
"Exp5_S6",10,170,185.741034984589,"far","far","far",2.5,7,94
"Exp5_S6",4,336,198.435092926025,"mid","mid","mid",0.625,8,95
"Exp5_S6",12,160,168.627053312957,"far","far","far",0.625,7,96
"Exp5_S6",8,303,235.816098988056,"near","near","near",0.625,7,97
"Exp5_S6",2,307,310.424263715744,"mid","mid","mid",2.5,6,98
"Exp5_S6",1,303,306.765842318535,"mid","mid","mid",5,7,99
"Exp5_S6",13,79,91.462902545929,"mid","no flankers","mid",Inf,8,100
"Exp5_S6",6,238,216.586222052574,"near","near","near",2.5,4,101
"Exp5_S6",15,329,317.534679412842,"far","no flankers","far",Inf,7,102
"Exp5_S6",13,298,303.462924003601,"mid","no flankers","mid",Inf,9,103
"Exp5_S6",11,211,218.633322022855,"far","far","far",1.25,4,104
"Exp5_S6",14,193,192.068892642856,"near","no flankers","near",Inf,8,105
"Exp5_S6",11,2,351.768905878067,"far","far","far",1.25,5,106
"Exp5_S6",7,201,195.948218345642,"near","near","near",1.25,7,107
"Exp5_S6",13,162,144.920395851135,"mid","no flankers","mid",Inf,10,108
"Exp5_S6",11,198,213.160334587097,"far","far","far",1.25,6,109
"Exp5_S6",15,88,99.5639599561691,"far","no flankers","far",Inf,8,110
"Exp5_S6",15,248,251.015334367752,"far","no flankers","far",Inf,9,111
"Exp5_S6",6,229,233.011456012726,"near","near","near",2.5,5,112
"Exp5_S6",4,13,118.360895335674,"mid","mid","mid",0.625,9,113
"Exp5_S6",10,79,64.707215577364,"far","far","far",2.5,8,114
"Exp5_S6",6,339,332.586222052574,"near","near","near",2.5,6,115
"Exp5_S6",7,224,233.459892779589,"near","near","near",1.25,8,116
"Exp5_S6",10,119,143.31264603138,"far","far","far",2.5,9,117
"Exp5_S6",2,12,19.7465264797211,"mid","mid","mid",2.5,7,118
"Exp5_S6",7,338,323.551711082458,"near","near","near",1.25,9,119
"Exp5_S6",12,86,70.8752160072327,"far","far","far",0.625,8,120
"Exp5_S6",12,293,219.835134483874,"far","far","far",0.625,9,121
"Exp5_S6",6,26,30.9424163028598,"near","near","near",2.5,7,122
"Exp5_S6",2,229,222.206342697144,"mid","mid","mid",2.5,8,123
"Exp5_S6",6,250,223.333432197571,"near","near","near",2.5,8,124
"Exp5_S6",1,124,120.493045806885,"mid","mid","mid",5,8,125
"Exp5_S6",1,94,96.2642955780029,"mid","mid","mid",5,9,126
"Exp5_S6",5,200,214.109209790826,"near","near","near",5,9,127
"Exp5_S6",11,236,218.781102538109,"far","far","far",1.25,7,128
"Exp5_S6",7,111,135.758511938155,"near","near","near",1.25,10,129
"Exp5_S6",14,218,225.626545011997,"near","no flankers","near",Inf,9,130
"Exp5_S6",8,259,267.069032669067,"near","near","near",0.625,8,131
"Exp5_S6",2,249,217.526271820068,"mid","mid","mid",2.5,9,132
"Exp5_S6",10,352,2.41756439208984,"far","far","far",2.5,10,133
"Exp5_S6",6,8,5.90804815292358,"near","near","near",2.5,9,134
"Exp5_S6",12,321,144.64239025116,"far","far","far",0.625,10,135
"Exp5_S6",2,196,178.952867388725,"mid","mid","mid",2.5,10,136
"Exp5_S6",15,176,190.181937217712,"far","no flankers","far",Inf,10,137
"Exp5_S6",3,123,138.911900281906,"mid","mid","mid",1.25,9,138
"Exp5_S6",11,122,140.055417791009,"far","far","far",1.25,8,139
"Exp5_S6",8,96,41.3734540939331,"near","near","near",0.625,9,140
"Exp5_S6",1,15,12.3415786027908,"mid","mid","mid",5,10,141
"Exp5_S6",8,141,144.747211933136,"near","near","near",0.625,10,142
"Exp5_S6",5,4,6.59187244623899,"near","near","near",5,10,143
"Exp5_S6",11,359,196.372947692871,"far","far","far",1.25,9,144
"Exp5_S6",14,31,43.1722993850708,"near","no flankers","near",Inf,10,145
"Exp5_S6",4,215,221.884094238281,"mid","mid","mid",0.625,10,146
"Exp5_S6",9,148,146.741042360663,"far","far","far",5,10,147
"Exp5_S6",6,248,221.672525405884,"near","near","near",2.5,10,148
"Exp5_S6",3,123,149.193197727203,"mid","mid","mid",1.25,10,149
"Exp5_S6",11,269,213.567090064287,"far","far","far",1.25,10,150
