"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S12",9,319,298.117113232613,"far","far","far",5,4,31
"Exp5_S12",6,255,254.057582914829,"near","near","near",2.5,3,32
"Exp5_S12",8,142,130.270053386688,"near","near","near",0.625,2,33
"Exp5_S12",11,149,181.317533254623,"far","far","far",1.25,4,34
"Exp5_S12",8,344,187.17244399339,"near","near","near",0.625,3,35
"Exp5_S12",6,310,326.505727112293,"near","near","near",2.5,4,36
"Exp5_S12",13,93,73.6421784758568,"mid","no flankers","mid",Inf,4,37
"Exp5_S12",4,50,61.0169696807861,"mid","mid","mid",0.625,3,38
"Exp5_S12",12,227,266.248170852661,"far","far","far",0.625,3,39
"Exp5_S12",10,38,53.1864756345749,"far","far","far",2.5,3,40
"Exp5_S12",6,261,269.942564040422,"near","near","near",2.5,5,41
"Exp5_S12",9,278,225.227951049805,"far","far","far",5,5,42
"Exp5_S12",13,43,56.771252900362,"mid","no flankers","mid",Inf,5,43
"Exp5_S12",12,308,299.731963291764,"far","far","far",0.625,4,44
"Exp5_S12",5,262,239.166641950607,"near","near","near",5,1,45
"Exp5_S12",8,139,156.379257142544,"near","near","near",0.625,4,46
"Exp5_S12",9,179,186.457653515041,"far","far","far",5,6,47
"Exp5_S12",5,134,147.78723025322,"near","near","near",5,2,48
"Exp5_S12",9,140,147.264891400933,"far","far","far",5,7,49
"Exp5_S12",13,171,193.1622838974,"mid","no flankers","mid",Inf,6,50
"Exp5_S12",13,175,175.969856739044,"mid","no flankers","mid",Inf,7,51
"Exp5_S12",15,177,198.582432702184,"far","no flankers","far",Inf,3,52
"Exp5_S12",1,334,324.878676950932,"mid","mid","mid",5,3,53
"Exp5_S12",11,20,50.7688808441162,"far","far","far",1.25,5,54
"Exp5_S12",8,304,152.252781249583,"near","near","near",0.625,5,55
"Exp5_S12",14,14,45.787353515625,"near","no flankers","near",Inf,4,56
"Exp5_S12",15,329,317.317529678345,"far","no flankers","far",Inf,4,57
"Exp5_S12",10,83,91.0616871714592,"far","far","far",2.5,4,58
"Exp5_S12",2,163,154.129814147949,"mid","mid","mid",2.5,3,59
"Exp5_S12",8,224,214.695430278778,"near","near","near",0.625,6,60
"Exp5_S12",7,65,50.0745529830456,"near","near","near",1.25,3,61
"Exp5_S12",4,50,99.8268761634827,"mid","mid","mid",0.625,4,62
"Exp5_S12",2,271,266.578102111816,"mid","mid","mid",2.5,4,63
"Exp5_S12",5,109,118.160977363586,"near","near","near",5,3,64
"Exp5_S12",5,272,299.919504165649,"near","near","near",5,4,65
"Exp5_S12",1,103,81.8485269844532,"mid","mid","mid",5,4,66
"Exp5_S12",15,140,142.217149287462,"far","no flankers","far",Inf,5,67
"Exp5_S12",12,278,80.0090732574463,"far","far","far",0.625,5,68
"Exp5_S12",1,97,93.2233338356018,"mid","mid","mid",5,5,69
"Exp5_S12",3,285,81.3145198822021,"mid","mid","mid",1.25,2,70
"Exp5_S12",14,356,330.936765909195,"near","no flankers","near",Inf,5,71
"Exp5_S12",12,14,27.7595052719116,"far","far","far",0.625,6,72
"Exp5_S12",12,278,300.19276714325,"far","far","far",0.625,7,73
"Exp5_S12",11,84,281.637867927551,"far","far","far",1.25,6,74
"Exp5_S12",6,17,31.0172653198242,"near","near","near",2.5,6,75
"Exp5_S12",12,251,62.7378883361816,"far","far","far",0.625,8,76
"Exp5_S12",2,223,51.1792821884155,"mid","mid","mid",2.5,5,77
"Exp5_S12",13,33,48.1244049072266,"mid","no flankers","mid",Inf,8,78
"Exp5_S12",14,177,189.057605266571,"near","no flankers","near",Inf,6,79
"Exp5_S12",14,166,167.72981262207,"near","no flankers","near",Inf,7,80
"Exp5_S12",3,15,34.7936573028564,"mid","mid","mid",1.25,3,81
"Exp5_S12",8,357,339.798852443695,"near","near","near",0.625,7,82
"Exp5_S12",7,243,52.9769468307495,"near","near","near",1.25,4,83
"Exp5_S12",7,347,348.660917520523,"near","near","near",1.25,5,84
"Exp5_S12",6,19,32.4942702054977,"near","near","near",2.5,7,85
"Exp5_S12",10,352,358.194142818451,"far","far","far",2.5,5,86
"Exp5_S12",15,305,278.414417743683,"far","no flankers","far",Inf,6,87
"Exp5_S12",15,181,200.550009645522,"far","no flankers","far",Inf,7,88
"Exp5_S12",4,29,30.6560859680176,"mid","mid","mid",0.625,5,89
"Exp5_S12",7,138,144.833206176758,"near","near","near",1.25,6,90
"Exp5_S12",3,229,217.211766242981,"mid","mid","mid",1.25,4,91
"Exp5_S12",11,281,95.6608533859253,"far","far","far",1.25,7,92
"Exp5_S12",2,310,309.633678436279,"mid","mid","mid",2.5,6,93
"Exp5_S12",5,335,312.000000558794,"near","near","near",5,5,94
"Exp5_S12",5,40,58.7067460417747,"near","near","near",5,6,95
"Exp5_S12",7,306,314.689631253481,"near","near","near",1.25,7,96
"Exp5_S12",1,198,210.377140045166,"mid","mid","mid",5,6,97
"Exp5_S12",2,131,136.198585510254,"mid","mid","mid",2.5,7,98
"Exp5_S12",15,22,49.2973170280457,"far","no flankers","far",Inf,8,99
"Exp5_S12",10,286,98.6347132325172,"far","far","far",2.5,6,100
"Exp5_S12",6,152,149.59187322855,"near","near","near",2.5,8,101
"Exp5_S12",10,119,100.070755958557,"far","far","far",2.5,7,102
"Exp5_S12",4,47,63.1985855102539,"mid","mid","mid",0.625,6,103
"Exp5_S12",3,171,203.809892177582,"mid","mid","mid",1.25,5,104
"Exp5_S12",4,161,202.561831474304,"mid","mid","mid",0.625,7,105
"Exp5_S12",13,22,35.0772776603699,"mid","no flankers","mid",Inf,9,106
"Exp5_S12",2,306,324.443584918976,"mid","mid","mid",2.5,8,107
"Exp5_S12",14,259,245.184062719345,"near","no flankers","near",Inf,8,108
"Exp5_S12",1,112,140.554088592529,"mid","mid","mid",5,7,109
"Exp5_S12",1,43,44.4296751916409,"mid","mid","mid",5,8,110
"Exp5_S12",2,137,108.644518375397,"mid","mid","mid",2.5,9,111
"Exp5_S12",3,312,301.181615829468,"mid","mid","mid",1.25,6,112
"Exp5_S12",15,186,224.027895927429,"far","no flankers","far",Inf,9,113
"Exp5_S12",10,65,58.0216026306152,"far","far","far",2.5,8,114
"Exp5_S12",4,310,72.9095912277699,"mid","mid","mid",0.625,8,115
"Exp5_S12",13,307,315.173120260239,"mid","no flankers","mid",Inf,10,116
"Exp5_S12",1,158,150.578819036484,"mid","mid","mid",5,9,117
"Exp5_S12",8,28,48.7414026260376,"near","near","near",0.625,8,118
"Exp5_S12",5,57,49.6378536224365,"near","near","near",5,7,119
"Exp5_S12",4,343,339.424263715744,"mid","mid","mid",0.625,9,120
"Exp5_S12",7,11,359,"near","near","near",1.25,8,121
"Exp5_S12",5,29,37.0056467056274,"near","near","near",5,8,122
"Exp5_S12",8,258,262.609280139208,"near","near","near",0.625,9,123
"Exp5_S12",5,184,218.189705401659,"near","near","near",5,9,124
"Exp5_S12",12,228,101.537824720144,"far","far","far",0.625,9,125
"Exp5_S12",12,131,90.1355870962143,"far","far","far",0.625,10,126
"Exp5_S12",3,144,117.350065231323,"mid","mid","mid",1.25,7,127
"Exp5_S12",3,205,187.591960430145,"mid","mid","mid",1.25,8,128
"Exp5_S12",11,282,314.677928328514,"far","far","far",1.25,8,129
"Exp5_S12",8,36,217.120821475983,"near","near","near",0.625,10,130
"Exp5_S12",15,0,20.1463937759399,"far","no flankers","far",Inf,10,131
"Exp5_S12",3,194,225.619784355164,"mid","mid","mid",1.25,9,132
"Exp5_S12",14,211,214.252936698496,"near","no flankers","near",Inf,9,133
"Exp5_S12",6,320,316.166642844677,"near","near","near",2.5,9,134
"Exp5_S12",4,326,342.955955505371,"mid","mid","mid",0.625,10,135
"Exp5_S12",9,213,222.810386657715,"far","far","far",5,8,136
"Exp5_S12",2,220,227.09891462326,"mid","mid","mid",2.5,10,137
"Exp5_S12",9,227,225.758106015623,"far","far","far",5,9,138
"Exp5_S12",3,199,213.369382858276,"mid","mid","mid",1.25,10,139
"Exp5_S12",11,48,51.5747661888599,"far","far","far",1.25,9,140
"Exp5_S12",7,232,210.126467734575,"near","near","near",1.25,9,141
"Exp5_S12",11,277,278.047750048339,"far","far","far",1.25,10,142
"Exp5_S12",10,120,112.366678982973,"far","far","far",2.5,9,143
"Exp5_S12",7,156,140.402153968811,"near","near","near",1.25,10,144
"Exp5_S12",1,3,359,"mid","mid","mid",5,10,145
"Exp5_S12",6,298,311.735614776611,"near","near","near",2.5,10,146
"Exp5_S12",10,348,330.417567297816,"far","far","far",2.5,10,147
"Exp5_S12",9,169,202.69328571856,"far","far","far",5,10,148
"Exp5_S12",5,254,231.724147811532,"near","near","near",5,10,149
"Exp5_S12",14,9,10.3390860557556,"near","no flankers","near",Inf,10,150
