"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S7",7,121,129.977087974548,"near","near","near",1.25,1,1
"Exp5_S7",5,237,211.29877114296,"near","near","near",5,1,2
"Exp5_S7",10,350,303.252699658275,"far","far","far",2.5,1,3
"Exp5_S7",7,2,41.3563442230225,"near","near","near",1.25,2,4
"Exp5_S7",1,107,87.1761994361877,"mid","mid","mid",5,1,5
"Exp5_S7",12,311,207.164864063263,"far","far","far",0.625,1,6
"Exp5_S7",13,85,85.1568818092346,"mid","no flankers","mid",Inf,1,7
"Exp5_S7",15,291,272.460782840848,"far","no flankers","far",Inf,1,8
"Exp5_S7",11,140,51.0108027681708,"far","far","far",1.25,1,9
"Exp5_S7",4,15,310.619784355164,"mid","mid","mid",0.625,1,10
"Exp5_S7",14,2,359,"near","no flankers","near",Inf,1,11
"Exp5_S7",5,343,325.770122617483,"near","near","near",5,2,12
"Exp5_S7",10,75,35.4576587677002,"far","far","far",2.5,2,13
"Exp5_S7",10,210,231.369814902544,"far","far","far",2.5,3,14
"Exp5_S7",11,181,30.637846916914,"far","far","far",1.25,2,15
"Exp5_S7",11,39,22.563943862915,"far","far","far",1.25,3,16
"Exp5_S7",15,188,184.540971815586,"far","no flankers","far",Inf,2,17
"Exp5_S7",7,112,131.454091072083,"near","near","near",1.25,3,18
"Exp5_S7",7,151,313.212617874146,"near","near","near",1.25,4,19
"Exp5_S7",3,149,33.3222591876984,"mid","mid","mid",1.25,1,20
"Exp5_S7",12,280,233.833745956421,"far","far","far",0.625,2,21
"Exp5_S7",1,185,217.156881809235,"mid","mid","mid",5,2,22
"Exp5_S7",5,232,219.620743528008,"near","near","near",5,3,23
"Exp5_S7",15,106,140.218899250031,"far","no flankers","far",Inf,3,24
"Exp5_S7",6,162,134.408140182495,"near","near","near",2.5,1,25
"Exp5_S7",3,246,215.977603197098,"mid","mid","mid",1.25,2,26
"Exp5_S7",15,83,66.3743448257446,"far","no flankers","far",Inf,4,27
"Exp5_S7",2,11,39.4930744171143,"mid","mid","mid",2.5,1,28
"Exp5_S7",15,225,228.439175516367,"far","no flankers","far",Inf,5,29
"Exp5_S7",10,178,178.33287499845,"far","far","far",2.5,4,30
"Exp5_S7",4,0,217.118253707886,"mid","mid","mid",0.625,2,31
"Exp5_S7",4,255,209.806802272797,"mid","mid","mid",0.625,3,32
"Exp5_S7",2,27,46.5927238464355,"mid","mid","mid",2.5,2,33
"Exp5_S7",2,200,211.040983200073,"mid","mid","mid",2.5,3,34
"Exp5_S7",6,31,42.833354473114,"near","near","near",2.5,2,35
"Exp5_S7",15,153,130.136980652809,"far","no flankers","far",Inf,6,36
"Exp5_S7",10,87,103.865818530321,"far","far","far",2.5,5,37
"Exp5_S7",5,158,140.402170956135,"near","near","near",5,4,38
"Exp5_S7",13,121,135.435093820095,"mid","no flankers","mid",Inf,2,39
"Exp5_S7",13,192,188.410358905792,"mid","no flankers","mid",Inf,3,40
"Exp5_S7",10,90,94.1108360290527,"far","far","far",2.5,6,41
"Exp5_S7",5,322,323.195509791374,"near","near","near",5,5,42
"Exp5_S7",8,189,200.873680114746,"near","near","near",0.625,1,43
"Exp5_S7",15,341,353.995463371277,"far","no flankers","far",Inf,7,44
"Exp5_S7",7,252,218.011456012726,"near","near","near",1.25,5,45
"Exp5_S7",7,96,108.431036785245,"near","near","near",1.25,6,46
"Exp5_S7",14,41,56.0803546905518,"near","no flankers","near",Inf,2,47
"Exp5_S7",1,359,359,"mid","mid","mid",5,3,48
