"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S4",12,20,267.35134126246,"far","far","far",0.625,1,1
"Exp5_S4",9,266,263.909031391144,"far","far","far",5,1,2
"Exp5_S4",8,347,358.063234090805,"near","near","near",0.625,1,3
"Exp5_S4",9,325,311.454517483711,"far","far","far",5,2,4
"Exp5_S4",3,33,55.537097454071,"mid","mid","mid",1.25,1,5
"Exp5_S4",2,45,70.3469824790955,"mid","mid","mid",2.5,1,6
"Exp5_S4",7,10,4.43103790283203,"near","near","near",1.25,1,7
"Exp5_S4",9,260,219.337397098541,"far","far","far",5,3,8
"Exp5_S4",5,75,98.9598280191422,"near","near","near",5,1,9
"Exp5_S4",3,176,205.366310834885,"mid","mid","mid",1.25,2,10
"Exp5_S4",7,329,316.166640721262,"near","near","near",1.25,2,11
"Exp5_S4",2,51,46.897993683815,"mid","mid","mid",2.5,2,12
"Exp5_S4",11,57,309.061690747738,"far","far","far",1.25,1,13
"Exp5_S4",4,326,326.91188955307,"mid","mid","mid",0.625,1,14
"Exp5_S4",4,104,125.884079933167,"mid","mid","mid",0.625,2,15
"Exp5_S4",7,275,326.54024579376,"near","near","near",1.25,3,16
"Exp5_S4",10,250,226.563959956169,"far","far","far",2.5,1,17
"Exp5_S4",1,174,177.853943824768,"mid","mid","mid",5,1,18
"Exp5_S4",9,186,213.113975077868,"far","far","far",5,4,19
"Exp5_S4",10,3,15.472982853651,"far","far","far",2.5,2,20
"Exp5_S4",6,129,146.637994207442,"near","near","near",2.5,1,21
"Exp5_S4",8,86,355.356344223022,"near","near","near",0.625,2,22
"Exp5_S4",8,268,243.218420475721,"near","near","near",0.625,3,23
"Exp5_S4",4,318,311.975269556046,"mid","mid","mid",0.625,3,24
"Exp5_S4",11,177,175.168003335595,"far","far","far",1.25,2,25
"Exp5_S4",6,298,295.620743528008,"near","near","near",2.5,2,26
"Exp5_S4",11,246,208.231094568968,"far","far","far",1.25,3,27
"Exp5_S4",6,317,333.362146824598,"near","near","near",2.5,3,28
"Exp5_S4",6,311,318.982891023159,"near","near","near",2.5,4,29
"Exp5_S4",14,107,134.408120512962,"near","no flankers","near",Inf,1,30
"Exp5_S4",3,262,90.0935161113739,"mid","mid","mid",1.25,3,31
"Exp5_S4",15,118,120.072484016418,"far","no flankers","far",Inf,1,32
"Exp5_S4",11,11,45.223422691226,"far","far","far",1.25,4,33
