"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S4",15,351,331.600905895233,"far","no flankers","far",Inf,2,34
"Exp5_S4",4,210,198.699402809143,"mid","mid","mid",0.625,4,35
"Exp5_S4",12,39,63.6625957489014,"far","far","far",0.625,2,36
"Exp5_S4",1,287,297.625200748444,"mid","mid","mid",5,2,37
"Exp5_S4",8,279,320.597679853439,"near","near","near",0.625,4,38
"Exp5_S4",1,103,107.66925239563,"mid","mid","mid",5,3,39
"Exp5_S4",1,50,73.7550148963928,"mid","mid","mid",5,4,40
"Exp5_S4",3,333,310.867845058441,"mid","mid","mid",1.25,4,41
"Exp5_S4",10,157,138.226553916931,"far","far","far",2.5,3,42
"Exp5_S4",1,223,213.369390010834,"mid","mid","mid",5,5,43
"Exp5_S4",7,226,212.212618097663,"near","near","near",1.25,4,44
"Exp5_S4",12,92,123.690134823322,"far","far","far",0.625,3,45
"Exp5_S4",9,16,66.0801601409912,"far","far","far",5,5,46
"Exp5_S4",15,326,303.395968914032,"far","no flankers","far",Inf,3,47
"Exp5_S4",14,9,54.6494579315186,"near","no flankers","near",Inf,2,48
"Exp5_S4",1,299,281.248060703278,"mid","mid","mid",5,6,49
"Exp5_S4",10,306,306.069359049201,"far","far","far",2.5,4,50
"Exp5_S4",3,97,130.903404712677,"mid","mid","mid",1.25,5,51
"Exp5_S4",11,94,153.013941034675,"far","far","far",1.25,5,52
"Exp5_S4",10,51,99.9261045455933,"far","far","far",2.5,5,53
"Exp5_S4",5,343,316.166624069214,"near","near","near",5,2,54
"Exp5_S4",15,145,318.70721244812,"far","no flankers","far",Inf,4,55
"Exp5_S4",3,238,220.391041278839,"mid","mid","mid",1.25,6,56
"Exp5_S4",4,91,144.517779827118,"mid","mid","mid",0.625,5,57
"Exp5_S4",11,121,132.160334587097,"far","far","far",1.25,6,58
"Exp5_S4",1,279,314.570323467255,"mid","mid","mid",5,7,59
"Exp5_S4",11,280,66.9630558490753,"far","far","far",1.25,7,60
"Exp5_S4",5,298,297.844814956188,"near","near","near",5,3,61
"Exp5_S4",3,338,337.746522903442,"mid","mid","mid",1.25,7,62
"Exp5_S4",2,59,56.7712587118149,"mid","mid","mid",2.5,3,63
"Exp5_S4",9,13,25.7873797416687,"far","far","far",5,6,64
"Exp5_S4",2,275,266.829211145639,"mid","mid","mid",2.5,4,65
"Exp5_S4",5,85,93.3218278884888,"near","near","near",5,4,66
"Exp5_S4",2,150,75.2836346626282,"mid","mid","mid",2.5,5,67
"Exp5_S4",15,293,291.308118343353,"far","no flankers","far",Inf,5,68
"Exp5_S4",6,115,121.115015745163,"near","near","near",2.5,5,69
"Exp5_S4",13,59,76.0633692741394,"mid","no flankers","mid",Inf,1,70
"Exp5_S4",10,212,221.425233364105,"far","far","far",2.5,6,71
"Exp5_S4",8,101,286.626390457153,"near","near","near",0.625,5,72
"Exp5_S4",5,219,183.235529899597,"near","near","near",5,5,73
"Exp5_S4",12,188,263.109447054565,"far","far","far",0.625,4,74
"Exp5_S4",13,255,223.248067855835,"mid","no flankers","mid",Inf,2,75
"Exp5_S4",5,155,137.333284124732,"near","near","near",5,6,76
"Exp5_S4",15,155,144.411270871758,"far","no flankers","far",Inf,6,77
"Exp5_S4",3,237,208.966773986816,"mid","mid","mid",1.25,8,78
"Exp5_S4",7,102,23.1666419506073,"near","near","near",1.25,5,79
"Exp5_S4",4,297,236.156881809235,"mid","mid","mid",0.625,6,80
"Exp5_S4",3,41,22.2148561477661,"mid","mid","mid",1.25,9,81
"Exp5_S4",13,21,51.8346261978149,"mid","no flankers","mid",Inf,3,82
"Exp5_S4",1,151,162.225674629211,"mid","mid","mid",5,8,83
"Exp5_S4",13,1,352.829211592674,"mid","no flankers","mid",Inf,4,84
"Exp5_S4",6,9,32.4942684173584,"near","near","near",2.5,6,85
"Exp5_S4",11,144,218.909031838179,"far","far","far",1.25,8,86
"Exp5_S4",2,316,321.848526984453,"mid","mid","mid",2.5,6,87
"Exp5_S4",14,10,25.1092100143433,"near","no flankers","near",Inf,3,88
"Exp5_S4",2,211,233.115920066833,"mid","mid","mid",2.5,7,89
"Exp5_S4",9,345,341.00313949585,"far","far","far",5,7,90
"Exp5_S4",14,57,48.1206666976213,"near","no flankers","near",Inf,4,91
"Exp5_S4",14,44,59.0804886817932,"near","no flankers","near",Inf,5,92
"Exp5_S4",9,156,212.600904107094,"far","far","far",5,8,93
"Exp5_S4",12,186,153.520737484097,"far","far","far",0.625,5,94
"Exp5_S4",7,354,333.074833482504,"near","near","near",1.25,6,95
"Exp5_S4",10,73,119.215752601624,"far","far","far",2.5,7,96
"Exp5_S4",8,329,330.143733277917,"near","near","near",0.625,6,97
"Exp5_S4",6,264,276.293110914528,"near","near","near",2.5,7,98
"Exp5_S4",11,33,338.853620529175,"far","far","far",1.25,9,99
"Exp5_S4",12,189,175.220282748342,"far","far","far",0.625,6,100
"Exp5_S4",13,210,226.53168463707,"mid","no flankers","mid",Inf,5,101
"Exp5_S4",2,68,66.6445255279541,"mid","mid","mid",2.5,8,102
"Exp5_S4",15,69,77.3621499538422,"far","no flankers","far",Inf,7,103
"Exp5_S4",5,275,291.258593462408,"near","near","near",5,7,104
"Exp5_S4",7,329,311.735600471497,"near","near","near",1.25,7,105
"Exp5_S4",6,11,48.7414169311523,"near","near","near",2.5,8,106
"Exp5_S4",8,278,259.431037008762,"near","near","near",0.625,7,107
"Exp5_S4",12,194,119.26665365696,"far","far","far",0.625,7,108
"Exp5_S4",10,81,93.4792685508728,"far","far","far",2.5,8,109
"Exp5_S4",14,142,143.270205259323,"near","no flankers","near",Inf,6,110
"Exp5_S4",8,85,41.7585124969482,"near","near","near",0.625,8,111
"Exp5_S4",10,206,235.896825790405,"far","far","far",2.5,9,112
"Exp5_S4",13,249,240.660756826401,"mid","no flankers","mid",Inf,6,113
"Exp5_S4",5,162,175.850475072861,"near","near","near",5,8,114
"Exp5_S4",5,303,302.873538970947,"near","near","near",5,9,115
"Exp5_S4",4,319,322.435091137886,"mid","mid","mid",0.625,7,116
"Exp5_S4",14,244,229.02291738987,"near","no flankers","near",Inf,7,117
"Exp5_S4",9,287,216.363543510437,"far","far","far",5,9,118
"Exp5_S4",13,352,8.63908767700195,"mid","no flankers","mid",Inf,7,119
"Exp5_S4",15,149,157.947721481323,"far","no flankers","far",Inf,8,120
"Exp5_S4",6,271,246.747056484222,"near","near","near",2.5,9,121
"Exp5_S4",4,137,132.054886221886,"mid","mid","mid",0.625,8,122
"Exp5_S4",1,201,230.897995471954,"mid","mid","mid",5,9,123
"Exp5_S4",10,350,331.080167293549,"far","far","far",2.5,10,124
"Exp5_S4",5,278,206.471208095551,"near","near","near",5,10,125
"Exp5_S4",12,251,234.898208618164,"far","far","far",0.625,8,126
"Exp5_S4",4,335,300.994576454163,"mid","mid","mid",0.625,9,127
"Exp5_S4",15,34,36.2635087966919,"far","no flankers","far",Inf,9,128
"Exp5_S4",7,155,144.683974601328,"near","near","near",1.25,8,129
"Exp5_S4",13,48,54.3029379844666,"mid","no flankers","mid",Inf,8,130
"Exp5_S4",15,114,129.742770195007,"far","no flankers","far",Inf,10,131
"Exp5_S4",14,211,211.867871031165,"near","no flankers","near",Inf,8,132
"Exp5_S4",2,309,333.082701206207,"mid","mid","mid",2.5,9,133
"Exp5_S4",8,163,81.2356746196747,"near","near","near",0.625,9,134
"Exp5_S4",12,321,317.901340961456,"far","far","far",0.625,9,135
"Exp5_S4",7,164,154.477013379335,"near","near","near",1.25,9,136
"Exp5_S4",7,281,325.028714179993,"near","near","near",1.25,10,137
"Exp5_S4",14,81,56.126446723938,"near","no flankers","near",Inf,9,138
"Exp5_S4",13,137,148.751932144165,"mid","no flankers","mid",Inf,9,139
"Exp5_S4",2,254,223.757355690002,"mid","mid","mid",2.5,10,140
"Exp5_S4",4,109,138.666904449463,"mid","mid","mid",0.625,10,141
"Exp5_S4",6,66,46.1034076362848,"near","near","near",2.5,10,142
"Exp5_S4",3,313,300.561831474304,"mid","mid","mid",1.25,10,143
"Exp5_S4",8,275,246.224074445665,"near","near","near",0.625,10,144
"Exp5_S4",1,303,281.66383600235,"mid","mid","mid",5,10,145
"Exp5_S4",14,151,155.747064530849,"near","no flankers","near",Inf,10,146
"Exp5_S4",12,31,46.7626309096813,"far","far","far",0.625,10,147
"Exp5_S4",11,48,30.509937286377,"far","far","far",1.25,10,148
"Exp5_S4",13,72,52.8377161026001,"mid","no flankers","mid",Inf,10,149
"Exp5_S4",9,263,225.941443383694,"far","far","far",5,10,150
