"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S14",6,34,38.7241471409798,"near","near","near",2.5,1,1
"Exp5_S14",4,238,227.085002660751,"mid","mid","mid",0.625,1,2
"Exp5_S14",3,289,310.20942902565,"mid","mid","mid",1.25,1,3
"Exp5_S14",13,93,86.5896410942078,"mid","no flankers","mid",Inf,1,4
"Exp5_S14",1,295,312.729553222656,"mid","mid","mid",5,1,5
"Exp5_S14",6,232,219.701239474118,"near","near","near",2.5,2,6
"Exp5_S14",14,178,179.988544881344,"near","no flankers","near",Inf,1,7
"Exp5_S14",14,140,144.793035984039,"near","no flankers","near",Inf,2,8
"Exp5_S14",12,19,245.37433052063,"far","far","far",0.625,1,9
"Exp5_S14",10,334,227.645504713058,"far","far","far",2.5,1,10
"Exp5_S14",11,253,164.915303230286,"far","far","far",1.25,1,11
"Exp5_S14",2,104,109.578815460205,"mid","mid","mid",2.5,1,12
"Exp5_S14",10,64,41.9044929742813,"far","far","far",2.5,2,13
"Exp5_S14",3,100,117.19551885128,"mid","mid","mid",1.25,2,14
"Exp5_S14",9,357,2.41756439208984,"far","far","far",5,1,15
"Exp5_S14",8,51,39.022911131382,"near","near","near",0.625,1,16
"Exp5_S14",12,263,218.716616630554,"far","far","far",0.625,2,17
"Exp5_S14",15,45,40.8766211867332,"far","no flankers","far",Inf,1,18
"Exp5_S14",5,66,55.5229858383536,"near","near","near",5,1,19
"Exp5_S14",2,35,28.3856391906738,"mid","mid","mid",2.5,2,20
"Exp5_S14",7,136,133.620744645596,"near","near","near",1.25,1,21
"Exp5_S14",13,171,162.234157681465,"mid","no flankers","mid",Inf,2,22
"Exp5_S14",8,213,254.500070571899,"near","near","near",0.625,2,23
"Exp5_S14",8,38,38.4023201465607,"near","near","near",0.625,3,24
"Exp5_S14",13,99,114.79057097435,"mid","no flankers","mid",Inf,3,25
"Exp5_S14",14,220,228.597680076957,"near","no flankers","near",Inf,3,26
"Exp5_S14",5,69,71.6033375114202,"near","near","near",5,2,27
"Exp5_S14",7,305,329.459752082825,"near","near","near",1.25,2,28
"Exp5_S14",6,2,19.2011547088623,"near","near","near",2.5,3,29
"Exp5_S14",9,224,158.341951608658,"far","far","far",5,2,30
"Exp5_S14",15,74,30.3112578392029,"far","no flankers","far",Inf,2,31
"Exp5_S14",13,182,178.884094238281,"mid","no flankers","mid",Inf,4,32
"Exp5_S14",3,7,157.327673792839,"mid","mid","mid",1.25,3,33
"Exp5_S14",7,299,316.16664262116,"near","near","near",1.25,3,34
"Exp5_S14",13,94,123.088099718094,"mid","no flankers","mid",Inf,5,35
"Exp5_S14",12,272,263.909026920795,"far","far","far",0.625,3,36
"Exp5_S14",8,110,117.488471627235,"near","near","near",0.625,4,37
"Exp5_S14",5,251,214.5976780653,"near","near","near",5,3,38
"Exp5_S14",1,356,1.23415812849998,"mid","mid","mid",5,2,39
"Exp5_S14",15,90,89.2310936748981,"far","no flankers","far",Inf,3,40
"Exp5_S14",2,256,225.313763618469,"mid","mid","mid",2.5,3,41
"Exp5_S14",6,176,179.218419134617,"near","near","near",2.5,4,42
"Exp5_S14",9,205,218.021606206894,"far","far","far",5,3,43
"Exp5_S14",9,335,345.300463676453,"far","far","far",5,4,44
"Exp5_S14",1,168,184.983765125275,"mid","mid","mid",5,3,45
"Exp5_S14",11,243,134.577907919884,"far","far","far",1.25,2,46
"Exp5_S14",3,311,341.721796035767,"mid","mid","mid",1.25,4,47
"Exp5_S14",5,291,316.166638374329,"near","near","near",5,4,48
"Exp5_S14",4,334,48.1213221549988,"mid","mid","mid",0.625,2,49
"Exp5_S14",14,356,1.47701025009155,"near","no flankers","near",Inf,4,50
"Exp5_S14",11,269,227.838276326656,"far","far","far",1.25,3,51
"Exp5_S14",10,93,120.252699881792,"far","far","far",2.5,3,52
"Exp5_S14",15,208,223.222020864487,"far","no flankers","far",Inf,4,53
"Exp5_S14",5,150,154.896436467767,"near","near","near",5,5,54
"Exp5_S14",14,301,312.793184280396,"near","no flankers","near",Inf,5,55
"Exp5_S14",13,286,326.911900281906,"mid","no flankers","mid",Inf,6,56
"Exp5_S14",7,307,36.9253098964691,"near","near","near",1.25,4,57
"Exp5_S14",12,337,326.995463371277,"far","far","far",0.625,4,58
"Exp5_S14",12,213,126.158592224121,"far","far","far",0.625,5,59
"Exp5_S14",8,59,46.2413320541382,"near","near","near",0.625,5,60
"Exp5_S14",10,346,33.8459444046021,"far","far","far",2.5,4,61
"Exp5_S14",12,90,131.354484558105,"far","far","far",0.625,6,62
