"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S14",2,317,314.570319890976,"mid","mid","mid",2.5,4,63
"Exp5_S14",11,28,52.3806166648865,"far","far","far",1.25,4,64
"Exp5_S14",14,238,226.764322251081,"near","no flankers","near",Inf,6,65
"Exp5_S14",4,218,324.443563461304,"mid","mid","mid",0.625,3,66
"Exp5_S14",3,215,209.806809425354,"mid","mid","mid",1.25,5,67
"Exp5_S14",15,36,33.8459372520447,"far","no flankers","far",Inf,5,68
"Exp5_S14",12,152,153.084696769714,"far","far","far",0.625,7,69
"Exp5_S14",3,330,319.50696849823,"mid","mid","mid",1.25,6,70
"Exp5_S14",8,104,112.64931678772,"near","near","near",0.625,6,71
"Exp5_S14",11,290,241.138717651367,"far","far","far",1.25,5,72
"Exp5_S14",1,307,320.741110533476,"mid","mid","mid",5,4,73
"Exp5_S14",13,27,23.4490013122559,"mid","no flankers","mid",Inf,7,74
"Exp5_S14",2,53,70.3222591876984,"mid","mid","mid",2.5,5,75
"Exp5_S14",2,342,337.92272233963,"mid","mid","mid",2.5,6,76
"Exp5_S14",13,77,61.7078876495361,"mid","no flankers","mid",Inf,8,77
"Exp5_S14",5,54,292.534460067749,"near","near","near",5,6,78
"Exp5_S14",10,36,42.7103233337402,"far","far","far",2.5,5,79
"Exp5_S14",3,291,238.052543640137,"mid","mid","mid",1.25,7,80
"Exp5_S14",6,300,313.212617874146,"near","near","near",2.5,5,81
"Exp5_S14",7,65,70.896577835083,"near","near","near",1.25,5,82
"Exp5_S14",5,150,150.419581890106,"near","near","near",5,7,83
"Exp5_S14",4,62,49.3663215637207,"mid","mid","mid",0.625,4,84
"Exp5_S14",1,209,238.192464709282,"mid","mid","mid",5,5,85
"Exp5_S14",11,5,152.96305629611,"far","far","far",1.25,6,86
"Exp5_S14",6,255,152.03451409936,"near","near","near",2.5,6,87
"Exp5_S14",11,34,41.4775048419833,"far","far","far",1.25,7,88
"Exp5_S14",4,234,209.547923088074,"mid","mid","mid",0.625,5,89
"Exp5_S14",12,10,163.588703870773,"far","far","far",0.625,8,90
"Exp5_S14",4,280,282.17311668396,"mid","mid","mid",0.625,6,91
"Exp5_S14",10,264,284.186473622918,"far","far","far",2.5,6,92
"Exp5_S14",4,197,74.0494644641876,"mid","mid","mid",0.625,7,93
"Exp5_S14",1,280,301.035559654236,"mid","mid","mid",5,6,94
"Exp5_S14",9,133,160.172533482313,"far","far","far",5,5,95
"Exp5_S14",9,158,161.565355300903,"far","far","far",5,6,96
"Exp5_S14",15,246,221.198671400547,"far","no flankers","far",Inf,6,97
"Exp5_S14",6,134,137.362144589424,"near","near","near",2.5,7,98
"Exp5_S14",2,289,296.864776611328,"mid","mid","mid",2.5,7,99
"Exp5_S14",7,204,141.172444105148,"near","near","near",1.25,6,100
"Exp5_S14",1,244,129.58655834198,"mid","mid","mid",5,7,101
"Exp5_S14",3,296,299.760431289673,"mid","mid","mid",1.25,8,102
"Exp5_S14",2,198,231.644518375397,"mid","mid","mid",2.5,8,103
"Exp5_S14",4,61,45.7356901168823,"mid","mid","mid",0.625,8,104
"Exp5_S14",3,70,147.537097454071,"mid","mid","mid",1.25,9,105
"Exp5_S14",15,320,328.186473846436,"far","no flankers","far",Inf,7,106
"Exp5_S14",10,324,325.146391987801,"far","far","far",2.5,7,107
"Exp5_S14",10,277,283.194144383073,"far","far","far",2.5,8,108
"Exp5_S14",8,348,323.729946613312,"near","near","near",0.625,7,109
"Exp5_S14",5,343,339.79883992672,"near","near","near",5,8,110
"Exp5_S14",15,253,232.308125048876,"far","no flankers","far",Inf,8,111
"Exp5_S14",7,239,230.592029571533,"near","near","near",1.25,7,112
"Exp5_S14",7,201,187.580559253693,"near","near","near",1.25,8,113
"Exp5_S14",14,173,162.988543987274,"near","no flankers","near",Inf,7,114
"Exp5_S14",7,210,200.247135996819,"near","near","near",1.25,9,115
"Exp5_S14",7,163,127.32763004303,"near","near","near",1.25,10,116
"Exp5_S14",14,2,29.5402479171753,"near","no flankers","near",Inf,8,117
"Exp5_S14",6,92,106.034376978874,"near","near","near",2.5,8,118
"Exp5_S14",9,82,60.4391813278198,"far","far","far",5,7,119
"Exp5_S14",11,256,274.385150164366,"far","far","far",1.25,8,120
"Exp5_S14",4,296,318.272794723511,"mid","mid","mid",0.625,9,121
"Exp5_S14",13,179,177.718715071678,"mid","no flankers","mid",Inf,9,122
"Exp5_S14",8,92,109.298912286758,"near","near","near",0.625,8,123
"Exp5_S14",9,236,205.274309888482,"far","far","far",5,8,124
"Exp5_S14",11,301,325.154059618711,"far","far","far",1.25,9,125
"Exp5_S14",5,301,283.959822654724,"near","near","near",5,9,126
"Exp5_S14",4,1,9.87326145172119,"mid","mid","mid",0.625,10,127
"Exp5_S14",12,80,46.3234491348267,"far","far","far",0.625,9,128
"Exp5_S14",9,237,219.772048279643,"far","far","far",5,9,129
"Exp5_S14",3,260,160.300604343414,"mid","mid","mid",1.25,10,130
"Exp5_S14",10,185,225.639581680298,"far","far","far",2.5,9,131
"Exp5_S14",1,17,34.5564150810242,"mid","mid","mid",5,8,132
"Exp5_S14",11,95,111.147776156664,"far","far","far",1.25,10,133
"Exp5_S14",13,332,348.561832368374,"mid","no flankers","mid",Inf,10,134
"Exp5_S14",6,302,322.07469367981,"near","near","near",2.5,9,135
"Exp5_S14",1,35,37.0247340202332,"mid","mid","mid",5,9,136
"Exp5_S14",9,237,224.995463147759,"far","far","far",5,10,137
"Exp5_S14",10,208,215.658073201776,"far","far","far",2.5,10,138
"Exp5_S14",2,218,192.528591156006,"mid","mid","mid",2.5,9,139
"Exp5_S14",2,299,147.019319415092,"mid","mid","mid",2.5,10,140
"Exp5_S14",1,213,167.845451831818,"mid","mid","mid",5,10,141
"Exp5_S14",14,114,153.781581312418,"near","no flankers","near",Inf,9,142
"Exp5_S14",8,86,105.660913944244,"near","near","near",0.625,9,143
"Exp5_S14",15,46,53.5730171203613,"far","no flankers","far",Inf,9,144
"Exp5_S14",12,329,340.46531701088,"far","far","far",0.625,10,145
"Exp5_S14",6,338,323.310370981693,"near","near","near",2.5,10,146
"Exp5_S14",8,125,140.316181182861,"near","near","near",0.625,10,147
"Exp5_S14",14,268,285.14938378334,"near","no flankers","near",Inf,10,148
"Exp5_S14",5,347,356.045979499817,"near","near","near",5,10,149
"Exp5_S14",15,335,325.910766154528,"far","no flankers","far",Inf,10,150
