"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S10",6,100,97.4828124046326,"near","near","near",2.5,1,1
"Exp5_S10",15,147,141.2202828601,"far","no flankers","far",Inf,1,2
"Exp5_S10",14,312,325.028714179993,"near","no flankers","near",Inf,1,3
"Exp5_S10",4,2,287.357822418213,"mid","mid","mid",0.625,1,4
"Exp5_S10",10,31,59.1355862021446,"far","far","far",2.5,1,5
"Exp5_S10",5,250,232.936765909195,"near","near","near",5,1,6
"Exp5_S10",13,142,145.181615829468,"mid","no flankers","mid",Inf,1,7
"Exp5_S10",13,0,297.292112350464,"mid","no flankers","mid",Inf,2,8
"Exp5_S10",6,83,104.867877960205,"near","near","near",2.5,2,9
"Exp5_S10",2,34,63.4520764648914,"mid","mid","mid",2.5,1,10
"Exp5_S10",4,273,279.702473044395,"mid","mid","mid",0.625,2,11
"Exp5_S10",3,104,50.7272052764893,"mid","mid","mid",1.25,1,12
"Exp5_S10",7,242,288.580418109894,"near","near","near",1.25,1,13
"Exp5_S10",4,299,324.443577766418,"mid","mid","mid",0.625,3,14
"Exp5_S10",1,337,315.258889913559,"mid","mid","mid",5,1,15
"Exp5_S10",6,51,45.3563442230225,"near","near","near",2.5,3,16
"Exp5_S10",12,154,332.406764864922,"far","far","far",0.625,1,17
"Exp5_S10",7,141,283.419582895935,"near","near","near",1.25,2,18
"Exp5_S10",9,7,65.2743172645569,"far","far","far",5,1,19
"Exp5_S10",1,357,302.228764533997,"mid","mid","mid",5,2,20
"Exp5_S10",9,295,300.904497668147,"far","far","far",5,2,21
"Exp5_S10",4,59,276.311429977417,"mid","mid","mid",0.625,4,22
"Exp5_S10",15,58,57.6040418148041,"far","no flankers","far",Inf,2,23
"Exp5_S10",5,237,227.545898199081,"near","near","near",5,2,24
"Exp5_S10",13,71,69.1128301620483,"mid","no flankers","mid",Inf,3,25
"Exp5_S10",14,71,57.5862220525742,"near","no flankers","near",Inf,2,26
"Exp5_S10",9,268,290.502254009247,"far","far","far",5,3,27
"Exp5_S10",10,98,91.1833406090736,"far","far","far",2.5,2,28
"Exp5_S10",14,171,181.718505352736,"near","no flankers","near",Inf,3,29
"Exp5_S10",3,75,132.054877281189,"mid","mid","mid",1.25,2,30
"Exp5_S10",8,112,116.683974266052,"near","near","near",0.625,1,31
"Exp5_S10",3,234,76.5177762508392,"mid","mid","mid",1.25,3,32
"Exp5_S10",10,289,243.14325517416,"far","far","far",2.5,3,33
"Exp5_S10",6,39,56.1264753341675,"near","near","near",2.5,4,34
"Exp5_S10",11,282,287.651795327663,"far","far","far",1.25,1,35
"Exp5_S10",4,314,98.7326073646545,"mid","mid","mid",0.625,5,36
"Exp5_S10",5,353,10.339093208313,"near","near","near",5,3,37
"Exp5_S10",13,212,238.258889913559,"mid","no flankers","mid",Inf,4,38
"Exp5_S10",13,212,228.14064604044,"mid","no flankers","mid",Inf,5,39
"Exp5_S10",10,50,38.6810660362244,"far","far","far",2.5,4,40
"Exp5_S10",13,202,220.570323467255,"mid","no flankers","mid",Inf,6,41
"Exp5_S10",10,269,256.04635772109,"far","far","far",2.5,5,42
"Exp5_S10",7,323,291.057431936264,"near","near","near",1.25,3,43
"Exp5_S10",4,282,255.46831536293,"mid","mid","mid",0.625,6,44
"Exp5_S10",15,301,352.386888504028,"far","no flankers","far",Inf,3,45
"Exp5_S10",6,175,170.413778059185,"near","near","near",2.5,5,46
"Exp5_S10",5,276,268.988543987274,"near","near","near",5,4,47
"Exp5_S10",3,137,292.20942902565,"mid","mid","mid",1.25,4,48
"Exp5_S10",12,308,299.998602420092,"far","far","far",0.625,2,49
"Exp5_S10",7,71,251.362146377563,"near","near","near",1.25,4,50
"Exp5_S10",10,64,89.4500255584717,"far","far","far",2.5,6,51
"Exp5_S10",12,301,332.406763076782,"far","far","far",0.625,3,52
"Exp5_S10",6,309,318.586221940815,"near","near","near",2.5,6,53
"Exp5_S10",15,223,256.308125495911,"far","no flankers","far",Inf,4,54
"Exp5_S10",14,4,90.0977522134781,"near","no flankers","near",Inf,4,55
"Exp5_S10",9,57,69.4067631885409,"far","far","far",5,4,56
"Exp5_S10",11,177,210.095501661301,"far","far","far",1.25,2,57
"Exp5_S10",7,86,101.913843154907,"near","near","near",1.25,5,58
"Exp5_S10",14,47,73.5804181098938,"near","no flankers","near",Inf,5,59
"Exp5_S10",2,315,254.677740812302,"mid","mid","mid",2.5,2,60
"Exp5_S10",14,103,98.9598226547241,"near","no flankers","near",Inf,6,61
"Exp5_S10",13,95,151.190107822418,"mid","no flankers","mid",Inf,7,62
"Exp5_S10",8,262,51.6954374313354,"near","near","near",0.625,2,63
"Exp5_S10",7,229,117.695430278778,"near","near","near",1.25,6,64
"Exp5_S10",3,221,312.190107822418,"mid","mid","mid",1.25,5,65
"Exp5_S10",14,164,199.310371764004,"near","no flankers","near",Inf,7,66
"Exp5_S10",2,148,126.600470304489,"mid","mid","mid",2.5,3,67
"Exp5_S10",7,73,57.1377830505371,"near","near","near",1.25,7,68
"Exp5_S10",8,292,55.1092118024826,"near","near","near",0.625,3,69
"Exp5_S10",12,80,191.365285873413,"far","far","far",0.625,4,70
"Exp5_S10",11,349,34.3743437081575,"far","far","far",1.25,3,71
"Exp5_S10",14,72,85.6667232513428,"near","no flankers","near",Inf,8,72
"Exp5_S10",9,7,72.5315470695496,"far","far","far",5,5,73
"Exp5_S10",9,104,147.699548393488,"far","far","far",5,6,74
"Exp5_S10",11,12,3.26489173620939,"far","far","far",1.25,4,75
"Exp5_S10",5,65,78.2816505432129,"near","near","near",5,5,76
"Exp5_S10",14,147,163.948366641998,"near","no flankers","near",Inf,9,77
"Exp5_S10",5,24,43.5631608366966,"near","near","near",5,6,78
"Exp5_S10",8,219,50.4770134910941,"near","near","near",0.625,4,79
"Exp5_S10",4,11,2.01390659809113,"mid","mid","mid",0.625,7,80
"Exp5_S10",9,301,297.768905989826,"far","far","far",5,7,81
"Exp5_S10",1,351,0.721790671348572,"mid","mid","mid",5,3,82
"Exp5_S10",3,203,103.669247031212,"mid","mid","mid",1.25,6,83
"Exp5_S10",6,316,298.218420028687,"near","near","near",2.5,7,84
"Exp5_S10",7,116,28.7988399267197,"near","near","near",1.25,8,85
"Exp5_S10",1,140,137.815301418304,"mid","mid","mid",5,4,86
"Exp5_S10",13,52,25.848527431488,"mid","no flankers","mid",Inf,8,87
"Exp5_S10",10,275,270.255840271711,"far","far","far",2.5,7,88
"Exp5_S10",4,74,237.961361169815,"mid","mid","mid",0.625,8,89
"Exp5_S10",8,6,7.67236950993538,"near","near","near",0.625,5,90
"Exp5_S10",2,324,298.526271820068,"mid","mid","mid",2.5,4,91
"Exp5_S10",2,177,177.093512535095,"mid","mid","mid",2.5,5,92
"Exp5_S10",1,38,54.3446559906006,"mid","mid","mid",5,5,93
"Exp5_S10",5,123,166.586222052574,"near","near","near",5,7,94
"Exp5_S10",4,302,327.489970207214,"mid","mid","mid",0.625,9,95
"Exp5_S10",3,131,164.142980575562,"mid","mid","mid",1.25,7,96
"Exp5_S10",3,318,314.991515159607,"mid","mid","mid",1.25,8,97
"Exp5_S10",11,176,168.590101897717,"far","far","far",1.25,5,98
"Exp5_S10",11,47,50.7072160243988,"far","far","far",1.25,6,99
"Exp5_S10",15,359,317.901362419128,"far","no flankers","far",Inf,5,100
"Exp5_S10",12,128,76.721159517765,"far","far","far",0.625,5,101
"Exp5_S10",12,100,125.278839588165,"far","far","far",0.625,6,102
"Exp5_S10",6,156,134.494120121002,"near","near","near",2.5,8,103
"Exp5_S10",4,63,52.2233338356018,"mid","mid","mid",0.625,10,104
"Exp5_S10",3,118,150.575736284256,"mid","mid","mid",1.25,9,105
"Exp5_S10",15,309,324.348176956177,"far","no flankers","far",Inf,6,106
"Exp5_S10",8,142,175.764470100403,"near","near","near",0.625,6,107
"Exp5_S10",15,314,292.90135884285,"far","no flankers","far",Inf,7,108
"Exp5_S10",2,205,235.584239006042,"mid","mid","mid",2.5,6,109
"Exp5_S10",12,175,236,"far","far","far",0.625,7,110
"Exp5_S10",8,149,117.465413317084,"near","near","near",0.625,7,111
"Exp5_S10",13,39,23.4490013122559,"mid","no flankers","mid",Inf,9,112
"Exp5_S10",1,12,351.595057487488,"mid","mid","mid",5,6,113
"Exp5_S10",1,267,288.575736284256,"mid","mid","mid",5,7,114
"Exp5_S10",11,237,170.841429233551,"far","far","far",1.25,7,115
"Exp5_S10",5,161,104.195361047983,"near","near","near",5,8,116
"Exp5_S10",12,157,194.077031485736,"far","far","far",0.625,8,117
"Exp5_S10",14,59,351.614941596985,"near","no flankers","near",Inf,10,118
"Exp5_S10",11,4,346.912163734436,"far","far","far",1.25,8,119
"Exp5_S10",7,15,7.38506197929382,"near","near","near",1.25,9,120
"Exp5_S10",12,171,266.446845605969,"far","far","far",0.625,9,121
