"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order"
"Exp5_S10",11,111,327.571623563766,"far","far","far",1.25,9,122
"Exp5_S10",2,110,124.482219725847,"mid","mid","mid",2.5,7,123
"Exp5_S10",8,140,336.844824790955,"near","near","near",0.625,8,124
"Exp5_S10",5,177,177.793184280396,"near","near","near",5,9,125
"Exp5_S10",6,242,215.729791164398,"near","near","near",2.5,9,126
"Exp5_S10",10,46,116.04320526123,"far","far","far",2.5,8,127
"Exp5_S10",7,33,47.2643852233887,"near","near","near",1.25,10,128
"Exp5_S10",8,318,314.689631700516,"near","near","near",0.625,9,129
"Exp5_S10",2,263,214.603542327881,"mid","mid","mid",2.5,8,130
"Exp5_S10",2,44,27.1514797210693,"mid","mid","mid",2.5,9,131
"Exp5_S10",9,74,63.8536091297865,"far","far","far",5,8,132
"Exp5_S10",9,41,20.8828867673874,"far","far","far",5,9,133
"Exp5_S10",1,265,198.322259187698,"mid","mid","mid",5,8,134
"Exp5_S10",11,274,258.380624040961,"far","far","far",1.25,10,135
"Exp5_S10",10,81,58.4837899804115,"far","far","far",2.5,9,136
"Exp5_S10",5,65,76.5575056374073,"near","near","near",5,10,137
"Exp5_S10",15,143,169.229696542025,"far","no flankers","far",Inf,8,138
"Exp5_S10",15,237,222.8103723526,"far","no flankers","far",Inf,9,139
"Exp5_S10",1,169,139.404946088791,"mid","mid","mid",5,9,140
"Exp5_S10",2,4,16.0440444946289,"mid","mid","mid",2.5,10,141
"Exp5_S10",8,342,277.017256379128,"near","near","near",0.625,10,142
"Exp5_S10",13,215,165.237242221832,"mid","no flankers","mid",Inf,10,143
"Exp5_S10",12,246,4.83512878417969,"far","far","far",0.625,10,144
"Exp5_S10",6,123,129.614938691258,"near","near","near",2.5,10,145
"Exp5_S10",10,275,265.032418251038,"far","far","far",2.5,10,146
"Exp5_S10",3,224,241.68008607626,"mid","mid","mid",1.25,10,147
"Exp5_S10",1,53,102.642177581787,"mid","mid","mid",5,10,148
"Exp5_S10",15,339,331.600905895233,"far","no flankers","far",Inf,10,149
"Exp5_S10",9,75,130.548620223999,"far","far","far",5,10,150
