"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp2_S6",7,58,47.2643995285034,"near","far","near",1.25,1,1,"target in center of ring"
"Exp2_S6",23,14,359.80585539341,"far","far","far",1.25,1,2,"target in center of ring"
"Exp2_S6",10,9,358.379411697388,"near","near","near",2.5,1,3,"target in center of ring"
"Exp2_S6",13,0,285.970721691847,"far","mid","far",5,1,4,"target not in center of ring"
"Exp2_S6",12,245,210.551704600453,"near","near","near",0.625,1,5,"target in center of ring"
"Exp2_S6",14,126,110.469857104123,"far","mid","far",2.5,1,6,"target not in center of ring"
"Exp2_S6",3,224,224.59187412262,"near","mid","near",1.25,1,7,"target in center of ring"
"Exp2_S6",12,255,265.948225498199,"near","near","near",0.625,2,8,"target in center of ring"
"Exp2_S6",5,202,184.77577804029,"near","far","near",5,1,9,"target in center of ring"
"Exp2_S6",15,320,306.619379758835,"far","mid","far",1.25,1,10,"target not in center of ring"
"Exp2_S6",7,224,245.298916757107,"near","far","near",1.25,2,11,"target in center of ring"
"Exp2_S6",11,179,168.379411697388,"near","near","near",1.25,1,12,"target in center of ring"
"Exp2_S6",3,172,135.149380654097,"near","mid","near",1.25,2,13,"target in center of ring"
"Exp2_S6",23,302,299.436040043831,"far","far","far",1.25,2,14,"target in center of ring"
"Exp2_S6",25,149,156.971281796694,"near","no flankers","near",Inf,1,15,"unsure or no ring"
"Exp2_S6",1,77,124.069046974182,"near","mid","near",5,1,16,"target not in center of ring"
"Exp2_S6",6,206,221.735741950572,"near","far","near",2.5,1,17,"target not in center of ring"
"Exp2_S6",5,264,213.063233755529,"near","far","near",5,2,18,"target in center of ring"
"Exp2_S6",7,278,122.01145914197,"near","far","near",1.25,3,19,"target outside ring"
"Exp2_S6",1,327,291.264395952225,"near","mid","near",5,2,20,"target not in center of ring"
"Exp2_S6",14,338,306.619376182556,"far","mid","far",2.5,2,21,"target not in center of ring"
"Exp2_S6",17,319,39.5977655053139,"far","near","far",5,1,22,"target in center of ring"
"Exp2_S6",1,86,101.304569609463,"near","mid","near",5,3,23,"target in center of ring"
"Exp2_S6",9,89,38.2814962118864,"near","near","near",5,1,24,"target in center of ring"
"Exp2_S6",15,328,309.409898549318,"far","mid","far",1.25,2,25,"ring obstructs target"
"Exp2_S6",12,152,144.856267392635,"near","near","near",0.625,3,26,"target in center of ring"
"Exp2_S6",26,277,282.443710803986,"far","no flankers","far",Inf,1,27,"unsure or no ring"
"Exp2_S6",8,302,305.827555894852,"near","far","near",0.625,1,28,"target in center of ring"
"Exp2_S6",5,40,81.4712098836899,"near","far","near",5,3,29,"target in center of ring"
"Exp2_S6",7,348,330.936740875244,"near","far","near",1.25,4,30,"target not in center of ring"
"Exp2_S6",18,248,245.374351978302,"far","near","far",2.5,1,31,"target not in center of ring"
"Exp2_S6",21,235,240.539208889008,"far","far","far",5,1,32,"target in center of ring"
"Exp2_S6",13,6,350.135592460632,"far","mid","far",5,2,33,"target not in center of ring"
"Exp2_S6",15,315,285.901358619332,"far","mid","far",1.25,3,34,"target not in center of ring"
"Exp2_S6",22,268,269.99686050415,"far","far","far",2.5,1,35,"target in center of ring"
"Exp2_S6",8,166,138.839160203934,"near","far","near",0.625,2,36,"target outside ring"
"Exp2_S6",25,213,246.758668057621,"near","no flankers","near",Inf,2,37,"unsure or no ring"
"Exp2_S6",11,178,184.62653875351,"near","near","near",1.25,2,38,"target in center of ring"
"Exp2_S6",16,284,276.80271500349,"far","mid","far",0.625,1,39,"target in center of ring"
"Exp2_S6",10,328,288.103411436081,"near","near","near",2.5,2,40,"target in center of ring"
"Exp2_S6",10,297,302.87353181839,"near","near","near",2.5,3,41,"target in center of ring"
"Exp2_S6",19,99,147.4067633003,"far","near","far",1.25,1,42,"ring obstructs target"
"Exp2_S6",13,291,306.208083182573,"far","mid","far",5,3,43,"target not in center of ring"
"Exp2_S6",19,81,103.14950466156,"far","near","far",1.25,2,44,"target outside ring"
"Exp2_S6",15,146,203.365285649896,"far","mid","far",1.25,4,45,"target not in center of ring"
"Exp2_S6",7,300,4.43103790283203,"near","far","near",1.25,5,46,"ring obstructs target"
"Exp2_S6",12,234,211.298746109009,"near","near","near",0.625,4,47,"target in center of ring"
"Exp2_S6",4,277,306,"near","mid","near",0.625,1,48,"ring obstructs target"
"Exp2_S6",9,41,51.6954374313354,"near","near","near",5,2,49,"target in center of ring"
"Exp2_S6",17,250,245.904498115182,"far","near","far",5,2,50,"target in center of ring"
"Exp2_S6",17,328,325.959916353226,"far","near","far",5,3,51,"target not in center of ring"
"Exp2_S6",14,244,234.816660396755,"far","mid","far",2.5,3,52,"target in center of ring"
"Exp2_S6",10,340,319.120666027069,"near","near","near",2.5,4,53,"target in center of ring"
"Exp2_S6",8,202,231.143733501434,"near","far","near",0.625,3,54,"unsure or no ring"
"Exp2_S6",8,5,56.1264681816101,"near","far","near",0.625,4,55,"target outside ring"
"Exp2_S6",14,152,130.548627376556,"far","mid","far",2.5,4,56,"target not in center of ring"
"Exp2_S6",13,304,284.861253738403,"far","mid","far",5,4,57,"target in center of ring"
"Exp2_S6",9,321,316.166645526886,"near","near","near",5,3,58,"target in center of ring"
"Exp2_S6",25,150,136.25293636322,"near","no flankers","near",Inf,3,59,"unsure or no ring"
"Exp2_S6",13,26,43.1432529389858,"far","mid","far",5,5,60,"target in center of ring"
"Exp2_S6",17,28,37.0693624019623,"far","near","far",5,4,61,"target not in center of ring"
"Exp2_S6",25,151,150.655245780945,"near","no flankers","near",Inf,4,62,"unsure or no ring"
"Exp2_S6",26,95,107.178812026978,"far","no flankers","far",Inf,2,63,"unsure or no ring"
"Exp2_S6",24,148,150.263509690762,"far","far","far",0.625,1,64,"target in center of ring"
"Exp2_S6",1,331,327.810436189175,"near","mid","near",5,4,65,"target in center of ring"
"Exp2_S6",8,159,110.775933265686,"near","far","near",0.625,5,66,"target outside ring"
"Exp2_S6",6,163,102.655112683773,"near","far","near",2.5,2,67,"target outside ring"
"Exp2_S6",12,20,42.3332839012146,"near","near","near",0.625,5,68,"target in center of ring"
"Exp2_S6",21,338,349.941443160176,"far","far","far",5,2,69,"target in center of ring"
"Exp2_S6",6,325,288.103407859802,"near","far","near",2.5,3,70,"target outside ring"
"Exp2_S6",13,136,116.667127907276,"far","mid","far",5,6,71,"target not in center of ring"
"Exp2_S6",16,92,98.9121639579535,"far","mid","far",0.625,2,72,"target in center of ring"
"Exp2_S6",18,138,173.550012439489,"far","near","far",2.5,2,73,"ring obstructs target"
"Exp2_S6",3,296,308.385061532259,"near","mid","near",1.25,3,74,"target in center of ring"
"Exp2_S6",14,181,177.226554811001,"far","mid","far",2.5,5,75,"target not in center of ring"
"Exp2_S6",13,224,230.996860057116,"far","mid","far",5,7,76,"target in center of ring"
"Exp2_S6",19,94,95.8968222141266,"far","near","far",1.25,3,77,"target not in center of ring"
"Exp2_S6",18,66,72.527003288269,"far","near","far",2.5,3,78,"ring obstructs target"
"Exp2_S6",11,253,258.816098876297,"near","near","near",1.25,3,79,"target in center of ring"
"Exp2_S6",12,341,341.275855541229,"near","near","near",0.625,6,80,"target in center of ring"
"Exp2_S6",1,334,359,"near","mid","near",5,5,81,"target in center of ring"
"Exp2_S6",2,317,326.505731582642,"near","mid","near",2.5,1,82,"target in center of ring"
"Exp2_S6",2,174,139.52879101038,"near","mid","near",2.5,2,83,"target outside ring"
"Exp2_S6",25,177,146.22421503067,"near","no flankers","near",Inf,5,84,"unsure or no ring"
"Exp2_S6",18,48,62.050895690918,"far","near","far",2.5,4,85,"target not in center of ring"
"Exp2_S6",10,62,85.4195818901062,"near","near","near",2.5,5,86,"target in center of ring"
"Exp2_S6",8,117,112.32763004303,"near","far","near",0.625,6,87,"ring obstructs target"
"Exp2_S6",10,192,205.017258167267,"near","near","near",2.5,6,88,"target in center of ring"
"Exp2_S6",13,268,258.251310572028,"far","mid","far",5,8,89,"target not in center of ring"
"Exp2_S6",26,352,321.930637598038,"far","no flankers","far",Inf,3,90,"unsure or no ring"
"Exp2_S6",5,295,282.195381164551,"near","far","near",5,4,91,"target in center of ring"
"Exp2_S6",17,288,318.707205295563,"far","near","far",5,5,92,"target in center of ring"
"Exp2_S6",2,41,45.7873821258545,"near","mid","near",2.5,3,93,"target outside ring"
"Exp2_S6",10,250,234.930967330933,"near","near","near",2.5,7,94,"target in center of ring"
"Exp2_S6",2,192,235.482813745737,"near","mid","near",2.5,4,95,"target in center of ring"
"Exp2_S6",1,234,255.523130893707,"near","mid","near",5,6,96,"target outside ring"
"Exp2_S6",20,344,358.194135665894,"far","near","far",0.625,1,97,"ring obstructs target"
"Exp2_S6",24,254,259.425233364105,"far","far","far",0.625,2,98,"target in center of ring"
