"ID","Condition_number","Presented_Landolt_Ori_in_deg","Reported_Landolt_Ori_in_deg","Target_Screen","Flanker_Screen","Fixation_Screen","Target_Flanker_Spacing_in_deg","Condition_Repeat_Number","Presentation_Order","Perceived_TargetRing_Position"
"Exp1_S6",11,168,47.7024730443954,"mid","far","mid",1.25,1,1,"target not in center of ring"
"Exp1_S6",6,25,187,"mid","near","mid",2.5,1,2,"target in center of ring"
"Exp1_S6",1,345,1.23415946960449,"mid","mid","mid",5,1,3,"target not in center of ring"
"Exp1_S6",1,48,96.6530103683472,"mid","mid","mid",5,2,4,"target in center of ring"
"Exp1_S6",6,214,1.23415231704712,"mid","near","mid",2.5,2,5,"target in center of ring"
"Exp1_S6",1,102,180.346989631653,"mid","mid","mid",5,3,6,"target in center of ring"
"Exp1_S6",2,227,231.760431289673,"mid","mid","mid",2.5,1,7,"target in center of ring"
"Exp1_S6",10,301,292.649934768677,"mid","far","mid",2.5,1,8,"target in center of ring"
"Exp1_S6",4,68,88.8593602180481,"mid","mid","mid",0.625,1,9,"target in center of ring"
"Exp1_S6",4,146,127.975269556046,"mid","mid","mid",0.625,2,10,"target in center of ring"
"Exp1_S6",11,87,95.848527431488,"mid","far","mid",1.25,2,11,"target in center of ring"
"Exp1_S6",7,195,176.936630725861,"mid","near","mid",1.25,1,12,"target in center of ring"
"Exp1_S6",10,6,71.5811419487,"mid","far","mid",2.5,2,13,"target in center of ring"
"Exp1_S6",8,339,3.70249271392822,"mid","near","mid",0.625,1,14,"target in center of ring"
"Exp1_S6",8,200,104.903411865234,"mid","near","mid",0.625,2,15,"target in center of ring"
"Exp1_S6",9,336,243.468315809965,"mid","far","mid",5,1,16,"target in center of ring"
"Exp1_S6",2,67,93.3910417258739,"mid","mid","mid",2.5,2,17,"target in center of ring"
"Exp1_S6",3,75,119.848527431488,"mid","mid","mid",1.25,1,18,"target in center of ring"
"Exp1_S6",2,144,58.6723279953003,"mid","mid","mid",2.5,3,19,"target in center of ring"
"Exp1_S6",10,158,140.693979263306,"mid","far","mid",2.5,3,20,"target in center of ring"
"Exp1_S6",3,156,144.396459460258,"mid","mid","mid",1.25,2,21,"target in center of ring"
"Exp1_S6",1,349,357.765847682953,"mid","mid","mid",5,4,22,"target in center of ring"
"Exp1_S6",4,76,98.7326145172119,"mid","mid","mid",0.625,3,23,"target in center of ring"
"Exp1_S6",4,228,93.6391046643257,"mid","mid","mid",0.625,4,24,"target in center of ring"
"Exp1_S6",11,149,75.3029451370239,"mid","far","mid",1.25,3,25,"target in center of ring"
"Exp1_S6",11,232,112.308354377747,"mid","far","mid",1.25,4,26,"target not in center of ring"
"Exp1_S6",8,331,273.897995471954,"mid","near","mid",0.625,3,27,"ring obstructs target"
"Exp1_S6",3,182,92.5618314743042,"mid","mid","mid",1.25,3,28,"target in center of ring"
"Exp1_S6",4,295,130.82070350647,"mid","mid","mid",0.625,5,29,"target in center of ring"
"Exp1_S6",10,112,251.462902545929,"mid","far","mid",2.5,4,30,"target not in center of ring"
"Exp1_S6",3,22,106.137574911118,"mid","mid","mid",1.25,4,31,"target in center of ring"
"Exp1_S6",7,43,89.8153014183044,"mid","near","mid",1.25,2,32,"target in center of ring"
"Exp1_S6",12,17,141.137571334839,"mid","far","mid",0.625,1,33,"target not in center of ring"
"Exp1_S6",6,2,281.289036750793,"mid","near","mid",2.5,3,34,"target not in center of ring"
"Exp1_S6",7,200,62.4296765327454,"mid","near","mid",1.25,3,35,"target in center of ring"
"Exp1_S6",1,207,104.735690116882,"mid","mid","mid",5,5,36,"target in center of ring"
"Exp1_S6",8,4,76.51780128479,"mid","near","mid",0.625,4,37,"target in center of ring"
"Exp1_S6",3,93,106.137557029724,"mid","mid","mid",1.25,5,38,"target in center of ring"
"Exp1_S6",12,233,85.156888961792,"mid","far","mid",0.625,2,39,"target not in center of ring"
"Exp1_S6",5,81,267.672331571579,"mid","near","mid",5,1,40,"target in center of ring"
"Exp1_S6",12,287,81.4544105529785,"mid","far","mid",0.625,3,41,"target not in center of ring"
"Exp1_S6",4,80,255,"mid","mid","mid",0.625,6,42,"target in center of ring"
"Exp1_S6",7,359,97.3663108348846,"mid","near","mid",1.25,4,43,"target in center of ring"
"Exp1_S6",13,246,260.063369274139,"mid","no flankers","mid",Inf,1,44,"target outside ring"
"Exp1_S6",11,65,67.5649070739746,"mid","far","mid",1.25,5,45,"target not in center of ring"
"Exp1_S6",8,120,264.109761714935,"mid","near","mid",0.625,5,46,"ring obstructs target"
"Exp1_S6",5,234,236.790570527315,"mid","near","mid",5,2,47,"target not in center of ring"
"Exp1_S6",13,51,102.435092926025,"mid","no flankers","mid",Inf,2,48,"target outside ring"
"Exp1_S6",7,220,298.526257514954,"mid","near","mid",1.25,5,49,"target in center of ring"
"Exp1_S6",7,261,73.5564204454422,"mid","near","mid",1.25,6,50,"target in center of ring"
"Exp1_S6",2,31,78.9860987663269,"mid","mid","mid",2.5,4,51,"target in center of ring"
"Exp1_S6",6,108,298.526271820068,"mid","near","mid",2.5,4,52,"target in center of ring"
"Exp1_S6",13,284,309.098924010992,"mid","no flankers","mid",Inf,3,53,"target outside ring"
"Exp1_S6",13,43,83.9227151870728,"mid","no flankers","mid",Inf,4,54,"target outside ring"
"Exp1_S6",3,247,249.741110086441,"mid","mid","mid",1.25,6,55,"target in center of ring"
"Exp1_S6",2,297,296.878677845001,"mid","mid","mid",2.5,5,56,"target in center of ring"
"Exp1_S6",2,204,187.591964006424,"mid","mid","mid",2.5,6,57,"target in center of ring"
"Exp1_S6",10,194,134.994591206312,"mid","far","mid",2.5,5,58,"target not in center of ring"
"Exp1_S6",9,15,85.1568818092346,"mid","far","mid",5,2,59,"target not in center of ring"
"Exp1_S6",6,304,299.760424137115,"mid","near","mid",2.5,5,60,"target in center of ring"
"Exp1_S6",4,171,261.501530647278,"mid","mid","mid",0.625,7,61,"target in center of ring"
"Exp1_S6",5,11,317.038635253906,"mid","near","mid",5,3,62,"target not in center of ring"
"Exp1_S6",11,348,103.669238090515,"mid","far","mid",1.25,6,63,"target not in center of ring"
"Exp1_S6",2,209,202.829211145639,"mid","mid","mid",2.5,7,64,"target in center of ring"
"Exp1_S6",5,28,41.1901078224182,"mid","near","mid",5,4,65,"target in center of ring"
"Exp1_S6",13,105,61.9258050918579,"mid","no flankers","mid",Inf,5,66,"target in center of ring"
"Exp1_S6",3,185,145.630617141724,"mid","mid","mid",1.25,7,67,"target in center of ring"
"Exp1_S6",6,74,321.401882112026,"mid","near","mid",2.5,6,68,"target in center of ring"
"Exp1_S6",10,359,317.704794615507,"mid","far","mid",2.5,6,69,"target in center of ring"
"Exp1_S6",10,356,354.99692440033,"mid","far","mid",2.5,7,70,"target in center of ring"
"Exp1_S6",7,158,262.019319415092,"mid","near","mid",1.25,7,71,"target in center of ring"
"Exp1_S6",13,285,284.451349258423,"mid","no flankers","mid",Inf,6,72,"target outside ring"
"Exp1_S6",7,25,82.6336891651154,"mid","near","mid",1.25,8,73,"target in center of ring"
"Exp1_S6",9,30,72.8153085708618,"mid","far","mid",5,3,74,"target in center of ring"
"Exp1_S6",5,208,135.617450714111,"mid","near","mid",5,5,75,"target in center of ring"
"Exp1_S6",5,155,255.330754756927,"mid","near","mid",5,6,76,"target in center of ring"
"Exp1_S6",7,268,260.267380565405,"mid","near","mid",1.25,9,77,"target in center of ring"
"Exp1_S6",13,117,152.220251083374,"mid","no flankers","mid",Inf,7,78,"target outside ring"
"Exp1_S6",6,332,262.73569726944,"mid","near","mid",2.5,7,79,"target in center of ring"
"Exp1_S6",12,81,119.713296890259,"mid","far","mid",0.625,4,80,"target in center of ring"
"Exp1_S6",8,45,91.327657699585,"mid","near","mid",0.625,6,81,"target in center of ring"
"Exp1_S6",11,152,99.9667811393738,"mid","far","mid",1.25,7,82,"target in center of ring"
"Exp1_S6",6,97,166.611313819885,"mid","near","mid",2.5,8,83,"target in center of ring"
"Exp1_S6",9,127,81.4544069766998,"mid","far","mid",5,4,84,"target in center of ring"
"Exp1_S6",8,175,330.542512059212,"mid","near","mid",0.625,7,85,"target not in center of ring"
"Exp1_S6",13,3,41.9613575935364,"mid","no flankers","mid",Inf,8,86,"target outside ring"
"Exp1_S6",5,342,278.779748916626,"mid","near","mid",5,7,87,"target not in center of ring"
"Exp1_S6",13,175,177.308361530304,"mid","no flankers","mid",Inf,9,88,"target outside ring"
"Exp1_S6",13,279,271,"mid","no flankers","mid",Inf,10,89,"target outside ring"
"Exp1_S6",9,73,130.820732116699,"mid","far","mid",5,5,90,"target in center of ring"
"Exp1_S6",9,316,318.380215644836,"mid","far","mid",5,6,91,"target in center of ring"
"Exp1_S6",3,175,111.614372432232,"mid","mid","mid",1.25,8,92,"target in center of ring"
"Exp1_S6",12,72,66.6445183753967,"mid","far","mid",0.625,5,93,"target not in center of ring"
"Exp1_S6",5,255,266.438175678253,"mid","near","mid",5,8,94,"target in center of ring"
"Exp1_S6",4,144,122.371723651886,"mid","mid","mid",0.625,8,95,"target in center of ring"
"Exp1_S6",8,204,223.421184539795,"mid","near","mid",0.625,8,96,"target not in center of ring"
"Exp1_S6",3,63,54.3029433488846,"mid","mid","mid",1.25,9,97,"target not in center of ring"
"Exp1_S6",9,155,76.0880997180939,"mid","far","mid",5,7,98,"target not in center of ring"
"Exp1_S6",10,134,125.248067855835,"mid","far","mid",2.5,8,99,"target not in center of ring"
"Exp1_S6",5,87,246.01390838623,"mid","near","mid",5,9,100,"target not in center of ring"
"Exp1_S6",12,253,123.415775299072,"mid","far","mid",0.625,6,101,"target not in center of ring"
"Exp1_S6",11,106,65.5649052858353,"mid","far","mid",1.25,8,102,"target not in center of ring"
"Exp1_S6",6,112,349.308361530304,"mid","near","mid",2.5,9,103,"target in center of ring"
"Exp1_S6",11,289,294.82380771637,"mid","far","mid",1.25,9,104,"target in center of ring"
"Exp1_S6",1,171,143.1622838974,"mid","mid","mid",5,6,105,"target in center of ring"
"Exp1_S6",1,53,42.1105108261108,"mid","mid","mid",5,7,106,"target in center of ring"
"Exp1_S6",12,11,38.8732614517212,"mid","far","mid",0.625,7,107,"target in center of ring"
"Exp1_S6",10,218,222.537097454071,"mid","far","mid",2.5,9,108,"target in center of ring"
"Exp1_S6",6,31,38.7797471284866,"mid","near","mid",2.5,10,109,"target in center of ring"
"Exp1_S6",8,186,277.107419133186,"mid","near","mid",0.625,9,110,"ring obstructs target"
"Exp1_S6",10,235,278.716379642487,"mid","far","mid",2.5,10,111,"target in center of ring"
"Exp1_S6",2,316,97.4984693527222,"mid","mid","mid",2.5,8,112,"target in center of ring"
"Exp1_S6",2,204,202.261969089508,"mid","mid","mid",2.5,9,113,"target in center of ring"
"Exp1_S6",12,353,49.3663144111633,"mid","far","mid",0.625,8,114,"target not in center of ring"
"Exp1_S6",8,254,318.27282333374,"mid","near","mid",0.625,10,115,"ring obstructs target"
